pub_og_id	organism_taxid	org	int_prot_id	pub_gene_id
EOG092C10HM	237561	Calb	237561:00223d	Q5AJB9
EOG092C10HM	284812	Spom	284812:0001f3	Q96WV5
EOG092C10HM	284812	Spom	284812:0001f4	sec27
EOG092C10HM	284812	Spom	284812:0003e2	rkp1
EOG092C10HM	284812	Spom	284812:00073e	O74855
EOG092C10HM	284812	Spom	284812:00080e	pfs2
EOG092C10HM	284812	Spom	284812:000861	pof11
EOG092C10HM	284812	Spom	284812:000867	pof1
EOG092C10HM	284812	Spom	284812:000872	pop1
EOG092C10HM	284812	Spom	284812:000873	pop2
EOG092C10HM	284812	Spom	284812:000cac	taf5
EOG092C10HM	284812	Spom	284812:000cae	taf73
EOG092C10HM	284812	Spom	284812:000e2e	wat1
EOG092C10HM	284812	Spom	284812:0011d1	Q9UTC7
EOG092C10HM	367110	Ncra	367110:000125	cpc-2
EOG092C10HM	367110	Ncra	367110:000183	nmp-1
EOG092C10HM	367110	Ncra	367110:000184	nmp-2
EOG092C10HM	367110	Ncra	367110:000228	paa-1
EOG092C10HM	367110	Ncra	367110:0002ac	scon-2
EOG092C10HM	367110	Ncra	367110:0008af	Q1K7L8
EOG092C10HM	367110	Ncra	367110:000e4e	U9W2Z7
EOG092C10HM	367110	Ncra	367110:001461	Q7S028
EOG092C10HM	367110	Ncra	367110:001a07	V5IPW0
EOG092C10HM	367110	Ncra	367110:001ab5	Q7SA43
EOG092C10HM	367110	Ncra	367110:001f72	V5IRK9
EOG092C10HM	367110	Ncra	367110:002426	Q7SFT7
EOG092C10HM	367110	Ncra	367110:002609	Q1K788
EOG092C10HM	559292	Scer	559292:0002c7	COP1
EOG092C10HM	559292	Scer	559292:0002c8	SEC27
EOG092C10HM	559292	Scer	559292:000592	ASC1
EOG092C10HM	559292	Scer	559292:00082e	PAC1
EOG092C10HM	559292	Scer	559292:00084f	LST8
EOG092C10HM	559292	Scer	559292:0008d7	MET30
EOG092C10HM	559292	Scer	559292:000a11	RSA4
EOG092C10HM	559292	Scer	559292:000b64	PFS2
EOG092C10HM	559292	Scer	559292:000c23	PRP4
EOG092C10HM	559292	Scer	559292:00112e	TAF5
EOG092C5H47	214684	Cneo	214684:0009ba	Q5KEE1
EOG092C5H47	284812	Spom	284812:0009f5	rpl3602
EOG092C5H47	284812	Spom	284812:0009f4	rpl3601
EOG092C5H47	367110	Ncra	367110:00221e	Q7SEP1
EOG092C5H47	559292	Scer	559292:000d7e	RPL36A
EOG092C5H47	559292	Scer	559292:000d7d	RPL36B
EOG092C5V0H	214684	Cneo	214684:000de3	Q5KFI3
EOG092C5V0H	284812	Spom	284812:000aa3	rps1002
EOG092C5V0H	284812	Spom	284812:000aa2	rps1001
EOG092C5V0H	367110	Ncra	367110:001976	F5HE85
EOG092C5V0H	559292	Scer	559292:000e52	RPS10B
EOG092C5V0H	559292	Scer	559292:000e51	RPS10A
EOG092C4YL3	214684	Cneo	214684:0015dd	Q5KAI5
EOG092C4YL3	237561	Calb	237561:001597	RPL20B
EOG092C4YL3	237561	Calb	237561:001593	RPL20B
EOG092C4YL3	284812	Spom	284812:0009d9	P05732
EOG092C4YL3	367110	Ncra	367110:00265a	V5IRM4
EOG092C4YL3	367110	Ncra	367110:0021b1	V5IQT8
EOG092C4YL3	559292	Scer	559292:000d61	RPL20B
EOG092C4YL3	559292	Scer	559292:000d60	RPL20A
EOG092C4XAM	214684	Cneo	214684:0012e4	Q5KBW6
EOG092C4XAM	237561	Calb	237561:0012c1	Q5AJ93
EOG092C4XAM	284812	Spom	284812:000acc	rps7
EOG092C4XAM	367110	Ncra	367110:00029a	crp-15
EOG092C4XAM	559292	Scer	559292:000e82	RPS7B
EOG092C4XAM	559292	Scer	559292:000e81	RPS7A
EOG092C4AZQ	214684	Cneo	214684:0012aa	Q5KPZ1
EOG092C4AZQ	237561	Calb	237561:000861	Q59N00
EOG092C4AZQ	284812	Spom	284812:000ac4	rps3
EOG092C4AZQ	367110	Ncra	367110:001589	crp-10
EOG092C4AZQ	559292	Scer	559292:000e7b	RPS3
EOG092C592A	214684	Cneo	214684:0001d0	Q5KIC5
EOG092C592A	214684	Cneo	214684:0003a1	Q5KD66
EOG092C592A	214684	Cneo	214684:00072a	Q5KJH5
EOG092C592A	237561	Calb	237561:0003fc	LEU5
EOG092C592A	237561	Calb	237561:00099a	Q5AHJ2
EOG092C592A	237561	Calb	237561:0011d2	Q5ANC2
EOG092C592A	284812	Spom	284812:0009d1	rpl1801
EOG092C592A	284812	Spom	284812:0009d2	rpl1802
EOG092C592A	284812	Spom	284812:001011	O13805
EOG092C592A	284812	Spom	284812:0011de	Q8TFH2
EOG092C592A	367110	Ncra	367110:00073a	Q7RXJ3
EOG092C592A	367110	Ncra	367110:000e32	Q7SA63
EOG092C592A	367110	Ncra	367110:001266	Q7RXJ4
EOG092C592A	559292	Scer	559292:000821	LEU5
EOG092C592A	559292	Scer	559292:000d59	RPL18A
EOG092C592A	559292	Scer	559292:000d5a	RPL18B
EOG092C592A	559292	Scer	559292:001937	Q12251
EOG092C5NFY	214684	Cneo	214684:0012f5	Q5KJL6
EOG092C5NFY	284812	Spom	284812:000ab0	rps1902
EOG092C5NFY	284812	Spom	284812:000aaf	rps1901
EOG092C5NFY	367110	Ncra	367110:00227a	Q7SBD8
EOG092C5NFY	559292	Scer	559292:000e61	RPS19B
EOG092C5NFY	559292	Scer	559292:000e60	RPS19A
EOG092C5E45	214684	Cneo	214684:000226	Q5KEX8
EOG092C5E45	237561	Calb	237561:000b53	RPS15
EOG092C5E45	284812	Spom	284812:000aaa	rps1502
EOG092C5E45	284812	Spom	284812:000aa9	rps1501
EOG092C5E45	367110	Ncra	367110:001435	Q7SGF1
EOG092C5E45	559292	Scer	559292:000e59	RPS15
EOG092C5BSI	214684	Cneo	214684:0003fc	Q5KL89
EOG092C5BSI	284812	Spom	284812:0009e1	rpl2501
EOG092C5BSI	284812	Spom	284812:0009e0	rpl2502
EOG092C5BSI	367110	Ncra	367110:001d5d	Q7SBS9
EOG092C5BSI	559292	Scer	559292:000d6a	RPL25
EOG092C2SEF	214684	Cneo	214684:001071	Q5K9E3
EOG092C2SEF	237561	Calb	237561:0007c4	RPL3
EOG092C2SEF	284812	Spom	284812:0009fc	rpl302
EOG092C2SEF	284812	Spom	284812:0009fb	rpl301
EOG092C2SEF	367110	Ncra	367110:000277	rpl-3
EOG092C2SEF	559292	Scer	559292:000d83	RPL3
EOG092C5MJS	214684	Cneo	214684:00107a	Q5KFG9
EOG092C5MJS	284812	Spom	284812:0009f0	rpl35a
EOG092C5MJS	284812	Spom	284812:0009ef	rpl35b
EOG092C5MJS	367110	Ncra	367110:00276a	Q7S156
EOG092C5MJS	559292	Scer	559292:000d78	RPL33B
EOG092C5MJS	559292	Scer	559292:000d77	RPL33A
EOG092C5G05	214684	Cneo	214684:000ffe	Q5KK99
EOG092C5G05	237561	Calb	237561:000620	RPS12
EOG092C5G05	284812	Spom	284812:000aa6	rps1202
EOG092C5G05	284812	Spom	284812:000aa5	rps1201
EOG092C5G05	367110	Ncra	367110:001832	Q7RV74
EOG092C5G05	559292	Scer	559292:000e55	RPS12
EOG092C44EY	214684	Cneo	214684:000637	Q5KJU2
EOG092C44EY	237561	Calb	237561:00090d	Q5AGZ7
EOG092C44EY	284812	Spom	284812:000a07	rpl502
EOG092C44EY	284812	Spom	284812:000a06	rpl501
EOG092C44EY	367110	Ncra	367110:000279	rpl-5
EOG092C44EY	559292	Scer	559292:000d8f	RPL5
