# cytoplasmic ribosome orthologs from core fungi of interest						
"# Core factors only, no inhibitory factors"						
"# Component names from A new system for naming ribosomal proteins, Ban et al 2014"						
# orthologs from PANTHER.db						
"# E. Wallace, 30 July 2018."						
#						
FAMILY_ID	SUBUNIT	COMPONENT	SPECIES	UNIPROT	ENTREZ	SYSTEMATIC
PTHR11758:SF16			NEUCR	Q7RV75	3873491	
PTHR43931:SF1			YEAST	P0CX26	853557	
PTHR43931:SF1			YEAST	P0CX26	856156	
PTHR43931:SF1			YEAST	P0CX25	853557	
PTHR43931:SF1			YEAST	P0CX25	856156	
PTHR43931:SF1			SCHPO	Q9HGL8	2540665	
PTHR43931:SF1			SCHPO	Q9HGL8	2540682	
PTHR43931:SF1			SCHPO	O94686	2540665	
PTHR43931:SF1			SCHPO	O94686	2540682	
PTHR43931:SF1			CRYNJ	Q5KLK6	3255735	
PTHR43931:SF1			NEUCR	Q7S1Z1	3874754	
PTHR11205:SF18			YEAST	P26783	853587	
PTHR11205:SF18			SCHPO	O14277	2541712	
PTHR11205:SF18			SCHPO	O14277	2542939	
PTHR11205:SF18			SCHPO	Q9P3T6	2541712	
PTHR11205:SF18			SCHPO	Q9P3T6	2542939	
PTHR11205:SF18			CANAL	Q5AG43	3637700	
PTHR11205:SF18			CRYNJ	Q5K947	3254693	
PTHR11205:SF18			NEUCR	Q7RVI1	3879378	
PTHR11847:SF4			YEAST	P05748	850716	
PTHR11847:SF4			YEAST	P05748	855150	
PTHR11847:SF4			YEAST	P54780	850716	
PTHR11847:SF4			YEAST	P54780	855150	
PTHR11847:SF4			SCHPO	O74895	2539470	
PTHR11847:SF4			SCHPO	O74895	2542370	
PTHR11847:SF4			SCHPO	Q9US22	2539470	
PTHR11847:SF4			SCHPO	Q9US22	2542370	
PTHR11847:SF4			CANAL	Q5A6R1	3641025	
PTHR11847:SF4			CRYNJ	Q5KJD4	3256716	
PTHR11847:SF4			NEUCR	Q8X034	3873305	
PTHR11726:SF10			YEAST	P41805	850764	
PTHR11726:SF10			SCHPO	Q9P769	2540795	
PTHR11726:SF10			SCHPO	Q9P769	2541678	
PTHR11726:SF10			SCHPO	Q09127	2540795	
PTHR11726:SF10			SCHPO	Q09127	2541678	
PTHR11726:SF10			CANAL	Q5AIB8	3636850	
PTHR11726:SF10			CRYNJ	Q5KMA6	3255988	
PTHR11726:SF10			NEUCR	Q7S7F0	3876936	
PTHR10666:SF233			YEAST	P05759	850864	
PTHR10666:SF233			CANAL	Q5A109	3642934	
PTHR10666:SF233			NEUCR	P14799	3872092	
PTHR10768:SF0			YEAST	P49166	850882	
PTHR10768:SF0			SCHPO	P59289	2538715	
PTHR10768:SF0			SCHPO	P59289	3361407	
PTHR10768:SF0			SCHPO	P05733	2538715	
PTHR10768:SF0			SCHPO	P05733	3361407	
PTHR10768:SF0			CRYNJ	Q5KL56	3256811	
PTHR10768:SF0			NEUCR	V5IQ48	3880495	
PTHR10769:SF3			YEAST	Q3E7X9	850969	
PTHR10769:SF3			YEAST	Q3E7X9	854338	
PTHR10769:SF3			YEAST	P0C0X0	850969	
PTHR10769:SF3			YEAST	P0C0X0	854338	
PTHR10769:SF3			SCHPO	P0CT80	2539085	
PTHR10769:SF3			SCHPO	P0CT80	2542751	
PTHR10769:SF3			SCHPO	P0CT79	2539085	
PTHR10769:SF3			SCHPO	P0CT79	2542751	
PTHR10769:SF3			CRYNJ	Q5KHJ3	3256923	
PTHR10769:SF3			NEUCR	Q7S6W5	3876676	
PTHR12650:SF15			YEAST	P0CX33	850994	
PTHR12650:SF15			YEAST	P0CX33	854354	
PTHR12650:SF15			YEAST	P0CX34	850994	
PTHR12650:SF15			YEAST	P0CX34	854354	
PTHR12650:SF15			SCHPO	P0CT63	2540609	
PTHR12650:SF15			SCHPO	P0CT63	2542603	
PTHR12650:SF15			SCHPO	P0CT62	2540609	
PTHR12650:SF15			SCHPO	P0CT62	2542603	
PTHR12650:SF15			CRYNJ	Q5KN27	3253889	
PTHR12650:SF15			NEUCR	V5INR8	3875958	
PTHR12650:SF15			NEUCR	V5INR8	3881057	
PTHR12650:SF15			NEUCR	V5IMG5	3875958	
PTHR12650:SF15			NEUCR	V5IMG5	3881057	
PTHR10965:SF0			YEAST	P49167	851035	
PTHR10965:SF0			SCHPO	Q09900	2540910	
PTHR10965:SF0			SCHPO	Q09900	2541705	
PTHR10965:SF0			SCHPO	Q9USR7	2540910	
PTHR10965:SF0			SCHPO	Q9USR7	2541705	
PTHR10965:SF0			NEUCR	Q9C2B9	3877494	
PTHR21141:SF3			YEAST	P05317	851052	
PTHR21141:SF3			SCHPO	O74864	2538893	
PTHR21141:SF3			CANAL	Q5AFQ4	NA	
PTHR21141:SF3			CRYNJ	Q5KEJ6	3258816	
PTHR21141:SF3			NEUCR	Q96TJ5	3874330	
PTHR11830:SF0			YEAST	P23248	851162	
PTHR11830:SF0			YEAST	P23248	854939	
PTHR11830:SF0			YEAST	P33442	851162	
PTHR11830:SF0			YEAST	P33442	854939	
PTHR11830:SF0			SCHPO	O94438	2541737	
PTHR11830:SF0			SCHPO	O94438	2542817	
PTHR11830:SF0			SCHPO	Q09781	2541737	
PTHR11830:SF0			SCHPO	Q09781	2542817	
PTHR11830:SF0			CANAL	P40910	3636924	
PTHR11830:SF0			CRYNJ	P0CQ58	3255847	
PTHR11830:SF0			NEUCR	Q871N9	3872112	
PTHR10715:SF0			YEAST	Q02326	851169	
PTHR10715:SF0			YEAST	Q02326	854902	
PTHR10715:SF0			YEAST	P05739	851169	
PTHR10715:SF0			YEAST	P05739	854902	
PTHR10715:SF0			SCHPO	P79071	2539372	
PTHR10715:SF0			CRYNJ	Q5KGM8	3257527	
PTHR10715:SF0			NEUCR	Q7SH22	3881630	
PTHR19868:SF0			YEAST	P38011	855143	
PTHR19868:SF0			SCHPO	Q10281	2543298	
PTHR19868:SF0			CANAL	P83774	3645907	
PTHR19868:SF0			CRYNJ	Q5KCJ8	3259117	
PTHR19868:SF0			NEUCR	Q01369	3876201	
PTHR10114:SF0			YEAST	O14455	855232	
PTHR10114:SF0			YEAST	O14455	855826	
PTHR10114:SF0			YEAST	P05745	855232	
PTHR10114:SF0			YEAST	P05745	855826	
PTHR10114:SF0			SCHPO	Q92365	2538883	
PTHR10114:SF0			SCHPO	Q92365	2540644	
PTHR10114:SF0			SCHPO	O94658	2538883	
PTHR10114:SF0			SCHPO	O94658	2540644	
PTHR10114:SF0			CRYNJ	Q5KEE1	3258629	
PTHR10114:SF0			NEUCR	Q7SEP1	3880628	
PTHR12146:SF0			YEAST	P46784	854468	
PTHR12146:SF0			YEAST	P46784	855270	
PTHR12146:SF0			YEAST	Q08745	854468	
PTHR12146:SF0			YEAST	Q08745	855270	
PTHR12146:SF0			SCHPO	O13614	2542561	
PTHR12146:SF0			SCHPO	O13614	3361259	
PTHR12146:SF0			SCHPO	O14112	2542561	
PTHR12146:SF0			SCHPO	O14112	3361259	
PTHR12146:SF0			CRYNJ	Q5KFI3	3258245	
PTHR12146:SF0			NEUCR	F5HE85	3879676	
PTHR10052:SF1			YEAST	P0CX23	854489	
PTHR10052:SF1			YEAST	P0CX23	855283	
PTHR10052:SF1			YEAST	P0CX24	854489	
PTHR10052:SF1			YEAST	P0CX24	855283	
PTHR10052:SF1			SCHPO	P0CT69	2542093	
PTHR10052:SF1			SCHPO	P0CT69	2542725	
PTHR10052:SF1			SCHPO	P0CT68	2542093	
PTHR10052:SF1			SCHPO	P0CT68	2542725	
PTHR10052:SF1			CANAL	Q5AML4	NA	
PTHR10052:SF1			CRYNJ	Q5KAI5	3254227	
PTHR10052:SF1			NEUCR	V5IQT8	3880085	
PTHR11278:SF0			YEAST	P26786	854263	
PTHR11278:SF0			YEAST	P26786	855628	
PTHR11278:SF0			YEAST	P48164	854263	
PTHR11278:SF0			YEAST	P48164	855628	
PTHR11278:SF0			SCHPO	Q10101	2542553	
PTHR11278:SF0			CANAL	Q5AJ93	3636573	
PTHR11278:SF0			CRYNJ	Q5KBW6	3259642	
PTHR11278:SF0			NEUCR	O43105	3873891	
PTHR11760:SF9			YEAST	P05750	855543	
PTHR11760:SF9			SCHPO	O60128	2539797	
PTHR11760:SF9			CANAL	Q59N00	NA	
PTHR11760:SF9			CRYNJ	Q5KPZ1	3253810	
PTHR11760:SF9			NEUCR	Q7RV52	3872321	
PTHR10934:SF2			YEAST	P0CX49	854029	
PTHR10934:SF2			YEAST	P0CX49	855415	
PTHR10934:SF2			YEAST	P0CX50	854029	
PTHR10934:SF2			YEAST	P0CX50	855415	
PTHR10934:SF2			SCHPO	Q8TFH1	2539678	
PTHR10934:SF2			SCHPO	Q8TFH1	3361377	
PTHR10934:SF2			SCHPO	Q10192	2539678	
PTHR10934:SF2			SCHPO	Q10192	3361377	
PTHR10934:SF2			CANAL	Q5ANC2	NA	
PTHR10934:SF2			CRYNJ	Q5KIC5	3257374	
PTHR10934:SF2			NEUCR	Q7RXJ4	3872720	
PTHR11710:SF0			YEAST	P07280	854028	
PTHR11710:SF0			YEAST	P07280	855414	
PTHR11710:SF0			YEAST	P07281	854028	
PTHR11710:SF0			YEAST	P07281	855414	
PTHR11710:SF0			SCHPO	P58234	2540447	
PTHR11710:SF0			SCHPO	P58234	2541084	
PTHR11710:SF0			SCHPO	P79016	2540447	
PTHR11710:SF0			SCHPO	P79016	2541084	
PTHR11710:SF0			CRYNJ	Q5KJL6	3256233	
PTHR11710:SF0			NEUCR	Q7SBD8	3879095	
PTHR21141:SF43			YEAST	P05319	854118	
PTHR11880:SF2			YEAST	Q01855	854117	
PTHR11880:SF2			SCHPO	O94715	2538892	
PTHR11880:SF2			SCHPO	O94715	2542912	
PTHR11880:SF2			SCHPO	Q9UTQ6	2538892	
PTHR11880:SF2			SCHPO	Q9UTQ6	2542912	
PTHR11880:SF2			CANAL	Q5ANH6	NA	
PTHR11880:SF2			CRYNJ	Q5KEX8	3258082	
PTHR11880:SF2			NEUCR	Q7SGF1	3881300	
PTHR11620:SF2			YEAST	P04456	853993	
PTHR11620:SF2			SCHPO	O74391	2539701	
PTHR11620:SF2			SCHPO	O74391	2540851	
PTHR11620:SF2			SCHPO	Q10330	2539701	
PTHR11620:SF2			SCHPO	Q10330	2540851	
PTHR11620:SF2			CRYNJ	Q5KL89	3256686	
PTHR11620:SF2			NEUCR	Q7SBS9	3879232	
PTHR11363:SF5			YEAST	P14126	854229	
PTHR11363:SF5			SCHPO	P40372	2542265	
PTHR11363:SF5			SCHPO	P40372	2543309	
PTHR11363:SF5			SCHPO	P36584	2542265	
PTHR11363:SF5			SCHPO	P36584	2543309	
PTHR11363:SF5			CANAL	Q59LS1	3647719	
PTHR11363:SF5			CRYNJ	Q5K9E3	3254568	
PTHR11363:SF5			NEUCR	P59671	3879466	
PTHR10902:SF0			YEAST	P05744	854409	
PTHR10902:SF0			YEAST	P05744	855960	
PTHR10902:SF0			YEAST	P41056	854409	
PTHR10902:SF0			YEAST	P41056	855960	
PTHR10902:SF0			SCHPO	Q9USG6	2539518	
PTHR10902:SF0			SCHPO	Q9USG6	3361295	
PTHR10902:SF0			SCHPO	Q9USX4	2539518	
PTHR10902:SF0			SCHPO	Q9USX4	3361295	
PTHR10902:SF0			CRYNJ	Q5KFG9	3258058	
PTHR10902:SF0			NEUCR	Q7S156	3874466	
PTHR11843:SF0			YEAST	P48589	854551	
PTHR11843:SF0			SCHPO	O74322	2539588	
PTHR11843:SF0			SCHPO	O74322	2540015	
PTHR11843:SF0			SCHPO	O14062	2539588	
PTHR11843:SF0			SCHPO	O14062	2540015	
PTHR11843:SF0			CANAL	Q5ADQ6	3638438	
PTHR11843:SF0			CRYNJ	Q5KK99	3256734	
PTHR11843:SF0			NEUCR	Q7RV74	3873492	
PTHR23410:SF12			YEAST	P26321	855972	
PTHR23410:SF12			SCHPO	O74306	2539680	
PTHR23410:SF12			SCHPO	O74306	2543642	
PTHR23410:SF12			SCHPO	P52822	2539680	
PTHR23410:SF12			SCHPO	P52822	2543642	
PTHR23410:SF12			CANAL	Q5AGZ7	3637057	
PTHR23410:SF12			CRYNJ	Q5KJU2	3256387	
PTHR23410:SF12			NEUCR	O59953	3876725	
