FAMILY_ID	SPECIES	UNIPROT	ENTREZ
PTHR11205:SF19	PUCGT	E3KZN5	10545411
PTHR11205:SF19	SCLS1	A7E4Y6	5494189
PTHR11205:SF19	USTMA	D1CNZ2	NA
PTHR11205:SF19	YARLI	Q6C9T7	2910706
PTHR21011:SF1	YEAST	P28778	853867
PTHR21011:SF1	SCHPO	Q9UT82	2542478
PTHR21011:SF1	EMENI	C8VTN1	NA
PTHR21011:SF1	ASHGO	Q75DL5	4619041
PTHR21011:SF1	BATDJ	F4P3J7	18238669
PTHR21011:SF1	CANAL	Q5A4Z9	3641548
PTHR21011:SF1	CRYNJ	Q5KGD5	3257701
PTHR21011:SF1	NEUCR	Q7SB95	3879061
PTHR21011:SF1	PUCGT	E3JR18	10528079
PTHR21011:SF1	SCLS1	A7EE20	5492016
PTHR21011:SF1	USTMA	D1CZW1	NA
PTHR21011:SF1	YARLI	Q6C7J8	2912863
PTHR28271:SF1	YEAST	P14063	853720
PTHR28271:SF1	SCHPO	Q9UR27	2538813
PTHR28271:SF1	EMENI	Q5AZA4	2871273
PTHR28271:SF1	ASHGO	Q753X0	4622010
PTHR28271:SF1	BATDJ	F4P6Z2	18243848
PTHR28271:SF1	CANAL	Q5ALU1	3635733
PTHR28271:SF1	CRYNJ	Q5KBL1	3259416
PTHR28271:SF1	NEUCR	U9W8F2	3872743
PTHR28271:SF1	PUCGT	E3KGM5	10532127
PTHR28271:SF1	SCLS1	A7F7P8	5481562
PTHR28271:SF1	USTMA	D1E5B3	NA
PTHR28271:SF1	YARLI	Q6C7C6	2912072
PTHR13274:SF2	YEAST	P32388	853687
PTHR13274:SF2	SCHPO	C6Y4D2	9407293
PTHR13274:SF2	ASHGO	Q758E2	4620932
PTHR13274:SF2	NEUCR	Q7RWZ7	3872427
PTHR13274:SF2	YARLI	Q6C1B9	2909036
PTHR11761:SF3	YEAST	P35996	853684
PTHR11761:SF3	SCHPO	O94292	2541232
PTHR11761:SF3	EMENI	C8V2A9	NA
PTHR11761:SF3	ASHGO	Q757X9	4620929
PTHR11761:SF3	BATDJ	F4NSA7	18242174
PTHR11761:SF3	CANAL	Q59LB5	NA
PTHR11761:SF3	CRYNJ	Q5KJU6	3256135
PTHR11761:SF3	NEUCR	Q7SBJ8	3879173
PTHR11761:SF3	PUCGT	E3JRV8	10528012
PTHR11761:SF3	SCLS1	A7EUD1	5486456
PTHR11761:SF3	USTMA	D1E6K4	NA
PTHR11761:SF3	YARLI	Q6C1C3	2908275
PTHR28266:SF1	YEAST	P22354	853960
PTHR28266:SF1	SCHPO	O94723	2538991
PTHR28266:SF1	EMENI	C8VHA8	NA
PTHR28266:SF1	ASHGO	Q759Q0	4620481
PTHR28266:SF1	CANAL	Q59QT4	3646347
PTHR28266:SF1	CRYNJ	Q5KBA8	3259579
PTHR28266:SF1	NEUCR	Q1K6U7	3876996
PTHR28266:SF1	SCLS1	A7EI50	5489609
PTHR32035:SF3	YEAST	P32344	850901
PTHR32035:SF3	EMENI	Q5B8P1	2873955
PTHR32035:SF3	ASHGO	Q75CS2	4619371
PTHR32035:SF3	CANAL	Q59N79	3647225
PTHR32035:SF3	SCLS1	A7EK17	5489557
PTHR32035:SF3	YARLI	Q6CDM3	2907068
PTHR28160:SF1	YEAST	P36523	851022
PTHR28160:SF1	SCHPO	Q9Y7Z7	2539929
PTHR28160:SF1	EMENI	Q5ASD6	2868401
PTHR28160:SF1	ASHGO	Q75AE0	4620222
PTHR28160:SF1	CANAL	Q59PD0	3646825
PTHR28160:SF1	CANAL	Q59M32	3646825
PTHR28160:SF1	CRYNJ	Q5KGU6	3257787
PTHR28160:SF1	NEUCR	Q7S1R6	3874677
PTHR28160:SF1	PUCGT	E3JSG7	10547142
PTHR28160:SF1	SCLS1	A7E8W8	5493417
PTHR28160:SF1	USTMA	D1DZD6	NA
PTHR28160:SF1	YARLI	Q6C2L9	2908519
PTHR21183:SF18	YEAST	P36517	851160
PTHR21183:SF18	SCHPO	P87232	2539502
PTHR21183:SF18	EMENI	Q5B0N3	2870709
PTHR21183:SF18	ASHGO	Q756Y8	4621191
PTHR21183:SF18	BATDJ	F4PDC6	18239552
PTHR21183:SF18	CANAL	Q59RP7	3646057
PTHR21183:SF18	CRYNJ	Q5KBH0	3259477
PTHR21183:SF18	NEUCR	Q7S910	3878206
PTHR21183:SF18	PUCGT	E3KX25	10541747
PTHR21183:SF18	SCLS1	A7EWR0	5485455
PTHR21183:SF18	USTMA	D1E3V3	NA
PTHR21183:SF18	YARLI	Q6CF20	2906875
PTHR15238:SF1	YEAST	P36533	855002
PTHR15238:SF1	EMENI	C8VC67	NA
PTHR15238:SF1	ASHGO	Q759T5	4620446
PTHR15238:SF1	BATDJ	F4P5S3	18243670
PTHR15238:SF1	NEUCR	V5IM60	23569806
PTHR15238:SF1	SCLS1	A7EAA6	5492469
PTHR15238:SF1	YARLI	B5FVC6	7009457
PTHR10746:SF6	YEAST	P51998	854983
PTHR10746:SF6	SCHPO	O74801	2540449
PTHR10746:SF6	EMENI	C8V2I4	NA
PTHR10746:SF6	ASHGO	Q756E9	4621385
PTHR10746:SF6	CANAL	Q5AFP9	NA
PTHR10746:SF6	CRYNJ	Q5KM69	3255565
PTHR10746:SF6	NEUCR	V5IPE9	3872899
PTHR10746:SF6	PUCGT	E3JUX4	10532764
PTHR10746:SF6	SCLS1	A7ED59	5491786
PTHR10746:SF6	USTMA	D1D0T3	NA
PTHR10746:SF6	YARLI	Q6C573	2911818
PTHR11207:SF0	YEAST	P36516	855039
PTHR11207:SF0	SCHPO	O43042	2541040
PTHR11207:SF0	EMENI	C8VU70	NA
PTHR11207:SF0	ASHGO	Q75DG1	4619115
PTHR11207:SF0	BATDJ	F4P989	18241367
PTHR11207:SF0	CANAL	Q5A798	3640722
PTHR11207:SF0	CRYNJ	Q5KJX5	3256739
PTHR11207:SF0	NEUCR	Q7SA88	3878653
PTHR11207:SF0	PUCGT	E3KX87	10542401
PTHR11207:SF0	USTMA	D1C638	NA
PTHR11207:SF0	YARLI	Q6C8P0	2911103
PTHR11758:SF4	YEAST	Q03799	855190
PTHR11758:SF4	SCHPO	O74956	2539594
PTHR11758:SF4	EMENI	Q5B2M7	2871492
PTHR11758:SF4	ASHGO	Q759J4	4620541
PTHR11758:SF4	BATDJ	F4NSS6	18242184
PTHR11758:SF4	CANAL	Q5ALN2	3635805
PTHR11758:SF4	NEUCR	Q7SHF3	3881758
PTHR11758:SF4	PUCGT	E3KCM6	10529550
PTHR11758:SF4	SCLS1	A7EBG6	5492938
PTHR11758:SF4	USTMA	D1DTU4	NA
PTHR11758:SF4	YARLI	Q6C3Y2	2911463
PTHR10744:SF1	YEAST	Q03246	855226
PTHR10744:SF1	SCHPO	Q9UUB0	2540774
PTHR10744:SF1	EMENI	Q5B1Q8	2871808
PTHR10744:SF1	ASHGO	Q755H9	4621620
PTHR10744:SF1	BATDJ	F4PAQ8	18244311
PTHR10744:SF1	CANAL	Q59SJ6	3645755
PTHR10744:SF1	CRYNJ	Q5KK21	3256624
PTHR10744:SF1	NEUCR	Q7S4E0	3875748
PTHR10744:SF1	PUCGT	E3KEA6	10530022
PTHR10744:SF1	SCLS1	A7ERL6	5487085
PTHR10744:SF1	USTMA	D1BZL0	NA
PTHR10744:SF1	YARLI	Q6CCN7	2909780
PTHR13528:SF2	YEAST	P36525	855231
PTHR13528:SF2	SCHPO	O60091	2539852
PTHR13528:SF2	EMENI	Q5BBW0	2875099
PTHR13528:SF2	ASHGO	Q755I5	4621614
PTHR13528:SF2	BATDJ	F4NRQ9	18237803
PTHR13528:SF2	CANAL	Q5AHG8	3637420
PTHR13528:SF2	NEUCR	Q7SC44	3879437
PTHR13528:SF2	PUCGT	E3KUQ2	10535061
PTHR13528:SF2	SCLS1	A7ES34	5486697
PTHR13528:SF2	USTMA	D1E7R3	NA
PTHR13528:SF2	YARLI	Q6CFD6	2907442
PTHR28236:SF1	YEAST	P19956	855265
PTHR28236:SF1	SCHPO	P62506	3361356
PTHR28236:SF1	ASHGO	P62507	4622385
PTHR28236:SF1	BATDJ	F4NXC3	18242469
PTHR28236:SF1	NEUCR	Q7SGH0	3881313
PTHR28236:SF1	SCLS1	A7EHJ2	5491038
PTHR28236:SF1	YARLI	B5RSM3	7009646
PTHR15892:SF2	YEAST	P20084	855330
PTHR15892:SF2	SCHPO	O59856	2539139
PTHR15892:SF2	ASHGO	Q752X3	4622274
PTHR15892:SF2	NEUCR	Q1K8Y7	3879767
PTHR15892:SF2	PUCGT	E3L422	10529126
PTHR15892:SF2	SCLS1	A7F9Q7	5480758
PTHR15892:SF2	USTMA	D1ED46	NA
PTHR15892:SF2	YARLI	Q6CCK1	2910013
PTHR15893:SF0	YEAST	P12687	855727
PTHR15893:SF0	SCHPO	Q9HDV5	2540102
PTHR15893:SF0	EMENI	Q5ATX4	2868889
PTHR15893:SF0	ASHGO	Q75ET6	4618492
PTHR15893:SF0	CANAL	Q5A092	NA
PTHR15893:SF0	CRYNJ	P0CQ48	3253901
PTHR15893:SF0	NEUCR	Q1K730	3877129
PTHR15893:SF0	SCLS1	A7E988	5494103
PTHR15893:SF0	YARLI	Q6C9C4	2910133
PTHR10871:SF1	YEAST	P53937	855643
PTHR10871:SF1	SCHPO	O59772	2538943
PTHR10871:SF1	EMENI	C8V8H2	NA
PTHR10871:SF1	ASHGO	Q755U6	4621496
PTHR10871:SF1	BATDJ	F4NXW7	18236424
PTHR10871:SF1	CANAL	Q5A357	3642115
PTHR10871:SF1	CRYNJ	Q5K8M7	3254793
PTHR10871:SF1	NEUCR	Q7S2C2	3874905
PTHR10871:SF1	PUCGT	E3L9Q3	10543510
PTHR10871:SF1	USTMA	D1CE85	NA
PTHR10871:SF1	YARLI	Q6CFI9	2906804
PTHR11831:SF4	YEAST	P27929	855585
PTHR11831:SF4	SCHPO	O60063	2540056
PTHR11831:SF4	EMENI	Q5B2R6	2871457
PTHR11831:SF4	ASHGO	Q754L0	4621850
PTHR11831:SF4	BATDJ	F4NVH8	18241507
PTHR11831:SF4	CANAL	Q5A6Q6	3640974
PTHR11831:SF4	CRYNJ	Q5KLM6	3256053
PTHR11831:SF4	NEUCR	Q7SA90	3878675
PTHR11831:SF4	PUCGT	E3NX64	10535938
PTHR11831:SF4	SCLS1	A7F6V8	5481893
PTHR11831:SF4	USTMA	D1DTL3	NA
PTHR11831:SF4	YARLI	Q6CF39	2907600
PTHR13501:SF0	YEAST	P53881	855544
PTHR13501:SF0	SCHPO	O74464	2538941
PTHR13501:SF0	EMENI	C8VB24	NA
PTHR13501:SF0	ASHGO	Q75E09	4618891
PTHR13501:SF0	BATDJ	F4P6C2	18243582
PTHR13501:SF0	CANAL	Q59PH1	NA
PTHR13501:SF0	CRYNJ	Q5KG38	3257499
PTHR13501:SF0	NEUCR	Q7S5N0	3876204
PTHR13501:SF0	PUCGT	E3K1W1	10542284
PTHR13501:SF0	SCLS1	A7EI35	5489594
PTHR13501:SF0	USTMA	D1BYY8	NA
PTHR13501:SF0	YARLI	Q6C4T8	2912683
PTHR11661:SF1	YEAST	P53875	855536
PTHR11661:SF1	SCHPO	Q9UTK2	2541549
PTHR11661:SF1	EMENI	Q5BH64	2875895
PTHR11661:SF1	ASHGO	Q75E17	4618883
PTHR11661:SF1	BATDJ	F4P339	18239934
PTHR11661:SF1	CANAL	Q5AAS9	3639497
PTHR11661:SF1	CRYNJ	Q5KMF3	3255790
PTHR11661:SF1	NEUCR	Q7RX40	3872464
PTHR11661:SF1	PUCGT	E3KD98	10529685
PTHR11661:SF1	SCLS1	A7ET40	5486894
PTHR11661:SF1	USTMA	D1DWE9	NA
PTHR11661:SF1	YARLI	Q6C874	2910314
PTHR13124:SF12	YEAST	P36528	855469
PTHR13124:SF12	SCHPO	O94398	2539103
PTHR13124:SF12	EMENI	C8VCS3	NA
PTHR13124:SF12	ASHGO	Q752E1	4622470
PTHR13124:SF12	BATDJ	F4PAB2	18244151
PTHR13124:SF12	CANAL	Q59X93	3644128
PTHR13124:SF12	CRYNJ	Q5KK18	3256669
PTHR13124:SF12	NEUCR	Q7S1Z3	3874752
PTHR13124:SF12	PUCGT	E3KX96	10542410
PTHR13124:SF12	SCLS1	A7F7S6	5481502
PTHR13124:SF12	USTMA	D1DQ20	NA
PTHR13124:SF12	YARLI	Q6C4P3	2912664
PTHR12934:SF12	YEAST	P36520	855436
PTHR12934:SF12	SCHPO	Q9Y7M5	2541290
PTHR12934:SF12	EMENI	Q5BED5	2876873
PTHR12934:SF12	ASHGO	Q757U0	4620974
PTHR12934:SF12	BATDJ	F4P080	18241561
PTHR12934:SF12	CANAL	Q59ZI7	3643446
PTHR12934:SF12	NEUCR	Q7SB98	3879058
PTHR12934:SF12	PUCGT	E3KBN8	10533417
PTHR12934:SF12	SCLS1	A7EE16	5492012
PTHR12934:SF12	USTMA	D1CLW9	NA
PTHR11759:SF3	YEAST	P42847	855410
PTHR11759:SF3	SCHPO	O13882	2542616
PTHR11759:SF3	ASHGO	Q75AT7	4620071
PTHR11759:SF3	BATDJ	F4PDP2	18241575
PTHR11759:SF3	CANAL	Q59W36	NA
PTHR11759:SF3	CRYNJ	Q5KBL3	3259537
PTHR11759:SF3	NEUCR	Q7SGU0	3881479
PTHR11759:SF3	PUCGT	E3L9H2	10543347
PTHR11759:SF3	PUCGT	E3L9H2	10545614
PTHR11759:SF3	PUCGT	E3KZZ9	10543347
PTHR11759:SF3	PUCGT	E3KZZ9	10545614
PTHR11759:SF3	SCLS1	A7EME0	5488617
PTHR11759:SF3	USTMA	D1DNQ3	NA
PTHR11759:SF3	YARLI	Q6C5Y2	2911500
PTHR11652:SF1	YEAST	P53732	855772
PTHR11652:SF1	SCHPO	O14182	2543614
PTHR11652:SF1	EMENI	C8VAU5	NA
PTHR11652:SF1	ASHGO	Q751C8	4622738
PTHR11652:SF1	BATDJ	F4NRV8	18237598
PTHR11652:SF1	CANAL	Q5AA46	3639824
PTHR11652:SF1	CRYNJ	Q5K6X0	3255535
PTHR11652:SF1	NEUCR	Q7S9I4	3878407
PTHR11652:SF1	PUCGT	E3JZM3	10538536
PTHR11652:SF1	SCLS1	A7EEA9	5491966
PTHR11652:SF1	USTMA	D1DTF4	NA
PTHR11652:SF1	YARLI	Q6CHZ8	2905958
PTHR11880:SF8	YEAST	P53733	855773
PTHR11880:SF8	SCHPO	Q9US30	2542342
PTHR11880:SF8	ASHGO	Q751D0	4622736
PTHR11880:SF8	BATDJ	F4NYE6	18242562
PTHR11880:SF8	CRYNJ	Q5K9H2	3254434
PTHR11880:SF8	NEUCR	Q1K8V2	3879752
PTHR11880:SF8	SCLS1	A7EW59	5485929
PTHR11880:SF8	USTMA	D1E651	NA
PTHR11880:SF8	YARLI	Q6CDN4	2907482
PTHR11545:SF2	YEAST	Q12487	854321
PTHR11545:SF2	SCHPO	O60118	2540088
PTHR11545:SF2	EMENI	Q5AQG1	3684066
PTHR11545:SF2	ASHGO	Q753Q5	4622222
PTHR11545:SF2	BATDJ	F4P5H6	18238867
PTHR11545:SF2	CANAL	Q5A8Y6	3640222
PTHR11545:SF2	CRYNJ	Q5KM48	3255873
PTHR11545:SF2	NEUCR	Q7SBV6	3879252
PTHR11545:SF2	PUCGT	E3L423	10529127
PTHR11545:SF2	SCLS1	A7E481	5494688
PTHR11545:SF2	USTMA	D1CG89	NA
PTHR11545:SF2	YARLI	Q6C9L9	2910993
PTHR12919:SF20	YEAST	Q02608	856094
PTHR12919:SF20	SCHPO	O43020	2541005
PTHR12919:SF20	EMENI	Q5AVH9	2869400
PTHR12919:SF20	ASHGO	Q750G6	4622952
PTHR12919:SF20	BATDJ	F4NYP5	18236410
PTHR12919:SF20	CANAL	Q5AFQ6	NA
PTHR12919:SF20	CRYNJ	Q5K9N4	3254660
PTHR12919:SF20	NEUCR	P08580	3881382
PTHR12919:SF20	PUCGT	E3KM60	10527192
PTHR12919:SF20	SCLS1	A7F1F0	5483627
PTHR12919:SF20	USTMA	D1E593	NA
PTHR12919:SF20	YARLI	Q6C6G7	2912563
PTHR28058:SF1	YEAST	Q02950	855985
PTHR28058:SF1	SCHPO	O43006	2540467
PTHR28058:SF1	SCHPO	O43006	2542037
PTHR28058:SF1	SCHPO	O42855	2540467
PTHR28058:SF1	SCHPO	O42855	2542037
PTHR28058:SF1	ASHGO	Q75B48	4619960
PTHR28058:SF1	CANAL	Q59LM8	NA
PTHR28058:SF1	YARLI	Q6CEK3	2907341
PTHR12903:SF0	YEAST	P36534	855930
PTHR12903:SF0	SCHPO	O14178	2543447
PTHR12903:SF0	EMENI	Q5B139	2872026
PTHR12903:SF0	ASHGO	Q75F39	4618667
PTHR12903:SF0	BATDJ	F4PE48	18244711
PTHR12903:SF0	CANAL	Q5A6S0	3640968
PTHR12903:SF0	NEUCR	Q7RXU7	3872910
PTHR12903:SF0	SCLS1	A7EEX5	5491408
PTHR12903:SF0	YARLI	Q6CGC1	2906267
PTHR18804:SF13	YEAST	O14464	855918
PTHR18804:SF13	SCHPO	O94690	2540781
PTHR18804:SF13	EMENI	C8V6Q7	NA
PTHR18804:SF13	ASHGO	Q754X3	4621722
PTHR18804:SF13	BATDJ	F4NZN0	18236453
PTHR18804:SF13	CANAL	Q59VH3	3644787
PTHR18804:SF13	CRYNJ	Q5K961	3254447
PTHR18804:SF13	NEUCR	Q7S4E7	3875766
PTHR18804:SF13	PUCGT	E3KAD3	10536859
PTHR18804:SF13	SCLS1	A7EFE0	5490921
PTHR18804:SF13	USTMA	D1DXV3	NA
PTHR18804:SF13	YARLI	Q6C459	2911927
PTHR21396:SF2	YEAST	Q06090	856214
PTHR21396:SF2	SCHPO	Q9UUC8	2540785
PTHR21396:SF2	EMENI	Q5AXS6	2870613
PTHR21396:SF2	ASHGO	Q758S3	4620709
PTHR21396:SF2	BATDJ	F4P8I3	18243965
PTHR21396:SF2	CANAL	Q5A3J1	3642007
PTHR21396:SF2	CRYNJ	Q5KB51	3259707
PTHR21396:SF2	NEUCR	Q7S300	3875200
PTHR21396:SF2	SCLS1	A7F1G4	5483503
PTHR21396:SF2	USTMA	D1CPS8	NA
PTHR21396:SF2	YARLI	Q6C6A8	2912736
PTHR19836:SF19	YEAST	P10663	856295
PTHR19836:SF19	SCHPO	O42859	2541862
PTHR19836:SF19	EMENI	Q5B4B9	2872411
PTHR19836:SF19	ASHGO	Q9HF53	4619242
PTHR19836:SF19	BATDJ	F4PAY8	18236865
PTHR19836:SF19	CANAL	Q5AJZ7	3636498
PTHR19836:SF19	CRYNJ	Q5KM56	3255811
PTHR19836:SF19	NEUCR	Q7SF85	3880874
PTHR19836:SF19	PUCGT	H6QQG4	13541168
PTHR19836:SF19	SCLS1	A7EUZ6	5485946
PTHR19836:SF19	USTMA	D1BUC0	NA
PTHR19836:SF19	YARLI	Q6C892	2910272
