Gene_name	Type	Sample	Inct.narr	Inct.wide	Nxct.narr	Nxct.wide	Upct.narr	Upct.wide	ORFct	UTR5ct	ORFlen	UTR5len	UTR5Ct
CND02550	RPF	JEC21	14	116	84	239	NA	NA	13795	NA	960	84	NA
CND02560	RPF	JEC21	0	0	9	12	0	0	270	34	1656	420	NA
CND02570	RPF	JEC21	6	15	25	119	NA	NA	3750	NA	849	80	NA
CND02580	RPF	JEC21	1	10	3	9	NA	NA	4914	NA	3366	34	NA
CND02590	RPF	JEC21	3	87	22	91	NA	NA	5071	NA	1257	40	NA
CND02600	RPF	JEC21	2	3	1	9	3	3	92	99	741	213	NA
CND02610	RPF	JEC21	19	210	133	1280	NA	NA	54218	NA	1005	57	NA
CND02620	RPF	JEC21	5209	7468	1302	2530	NA	NA	483645	NA	2379	107	NA
CND02630	RPF	JEC21	71	330	266	835	NA	NA	64947	NA	1134	53	NA
CND02640	RPF	JEC21	2	8	2	4	0	2	68	2	276	415	NA
CND02650	RPF	JEC21	75	156	39	177	12	17	44541	0	2382	61	NA
CND02660	RPF	JEC21	30	168	86	215	NA	NA	9346	NA	744	91	NA
CND02670	RPF	JEC21	8	43	0	55	42	66	5010	5	3789	66	NA
CND02680	RPF	JEC21	13	59	24	177	NA	NA	12401	NA	981	39	NA
CND02690	RPF	JEC21	12	230	36	88	NA	NA	44958	NA	1839	44	NA
CND02700	RPF	JEC21	48	170	4	33	2	12	3661	0	1158	65	NA
CND02710	RPF	JEC21	5	100	45	116	NA	NA	27794	NA	3726	8	NA
CND02720	RPF	JEC21	39	77	734	1159	NA	NA	20276	NA	510	113	NA
CND02730	RPF	JEC21	740	4160	114	2169	NA	NA	272932	NA	1218	69	NA
CND02740	RPF	JEC21	0	23	20	91	NA	NA	13546	NA	4614	63	NA
CND02750	RPF	JEC21	45	127	172	582	NA	NA	88147	NA	1347	117	NA
CND02770	RPF	JEC21	1	75	50	273	0	0	7434	201	408	351	NA
CND02780	RPF	JEC21	15069	22223	12617	33050	NA	NA	693132	NA	714	33	NA
CND02790	RPF	JEC21	3761	7789	768	6089	NA	NA	441086	NA	456	66	NA
CND02795	RPF	JEC21	0	3	1	10	13	22	158	166	438	329	NA
CND02800	RPF	JEC21	10	35	33	110	NA	NA	26423	NA	2280	149	NA
CND02810	RPF	JEC21	6	14	12	49	NA	NA	3303	NA	1911	74	NA
CND02820	RPF	JEC21	17	59	6	16	NA	NA	6167	NA	1446	148	NA
CND02830	RPF	JEC21	1	60	1	151	NA	NA	6165	NA	831	224	NA
CND02840	RPF	JEC21	33	68	33	157	NA	NA	3330	NA	1038	94	NA
CND02860	RPF	JEC21	349	504	32	117	NA	NA	36630	NA	2859	58	NA
CND02870	RPF	JEC21	64	241	20	121	NA	NA	22167	NA	1725	32	NA
CND02880	RPF	JEC21	39	254	183	980	NA	NA	69003	NA	1641	33	NA
CND02890	RPF	JEC21	29	110	26	172	NA	NA	7199	NA	2457	66	NA
CND02900	RPF	JEC21	49	229	654	1600	NA	NA	64666	NA	2121	257	NA
CND02910	RPF	JEC21	5	23	33	64	0	6	8296	2	1701	159	NA
CND02920	RPF	JEC21	0	3	20	43	NA	NA	4331	NA	972	5	NA
CND02930	RPF	JEC21	9	31	65	184	NA	NA	15689	NA	3627	96	NA
CND02940	RPF	JEC21	173	260	330	1405	NA	NA	132574	NA	1512	73	NA
CND02950	RPF	JEC21	96	120	3	67	NA	NA	19591	NA	1509	39	NA
CND02960	RPF	JEC21	3403	16008	5318	22594	NA	NA	470842	NA	432	54	NA
CND02970	RPF	JEC21	289	418	38	156	NA	NA	4664	NA	306	94	NA
CND02980	RPF	JEC21	6	23	30	190	NA	NA	9178	NA	1821	47	NA
CND02990	RPF	JEC21	14	32	3	46	11	77	8951	10	3048	291	NA
CND03000	RPF	JEC21	1	17	5	39	NA	NA	10031	NA	3309	575	NA
CND03010	RPF	JEC21	91	169	246	609	NA	NA	8229	NA	417	150	NA
CND03015	RPF	JEC21	6	8	4	33	NA	NA	1380	NA	636	70	NA
CND03020	RPF	JEC21	8	22	0	169	NA	NA	10323	NA	1317	27	NA
CND03025	RPF	JEC21	9	11	2	37	18	140	3331	0	1488	41	NA
CND03030	RPF	JEC21	44	65	65	217	44	92	11347	252	2106	287	NA
CND03040	RPF	JEC21	80	225	230	769	NA	NA	36294	NA	1053	49	NA
CND03050	RPF	JEC21	1	22	1	18	NA	NA	2622	NA	1827	58	NA
CND03060	RPF	JEC21	3305	18167	918	4189	NA	NA	503711	NA	480	53	NA
CND03070	RPF	JEC21	47	83	2	471	NA	NA	80006	NA	1098	91	NA
CND03080	RPF	JEC21	30	83	127	273	NA	NA	11367	NA	1836	64	NA
CND03090	RPF	JEC21	4	13	5	120	7	9	4364	0	1569	120	NA
CND03100	RPF	JEC21	208	589	251	697	NA	NA	28496	NA	1140	76	NA
CND03110	RPF	JEC21	10	21	9	27	NA	NA	2604	NA	2277	158	NA
CND03120	RPF	JEC21	177	622	37	716	0	0	40798	30	954	275	NA
CND03130	RPF	JEC21	6	37	2	71	NA	NA	6639	NA	1047	87	NA
CND03140	RPF	JEC21	69	103	167	541	NA	NA	101195	NA	5184	78	NA
CND03150	RPF	JEC21	565	842	124	382	NA	NA	16719	NA	675	51	NA
CND03160	RPF	JEC21	4	7	8	39	1	10	1834	0	1377	98	NA
CND03165	RPF	JEC21	13	20	1	5	3	19	654	17	822	245	NA
CND03170	RPF	JEC21	0	0	0	0	NA	NA	364	NA	3225	51	NA
CND03180	RPF	JEC21	0	6	1	1	5	8	67	2	327	441	NA
CND03190	RPF	JEC21	6	16	60	256	0	0	9982	0	4779	61	NA
CND03200	RPF	JEC21	6	6	0	71	NA	NA	5297	NA	1968	38	NA
CND03210	RPF	JEC21	9	89	226	819	2	46	49614	0	1215	96	NA
CND03220	RPF	JEC21	108	139	824	3183	NA	NA	42103	NA	264	13	NA
CND03230	RPF	JEC21	27	34	13	156	NA	NA	36161	NA	2253	18	NA
CND03240	RPF	JEC21	8	89	10	99	NA	NA	4701	NA	837	125	NA
CND03250	RPF	JEC21	169	285	32	165	NA	NA	4106	NA	414	58	NA
CND03260	RPF	JEC21	0	53	16	207	NA	NA	7612	NA	1281	39	NA
CND03270	RPF	JEC21	0	3	2	8	NA	NA	10970	NA	2079	88	NA
CND03280	RPF	JEC21	46	780	1074	2751	NA	NA	144780	NA	627	18	NA
CND03290	RPF	JEC21	10	15	31	134	NA	NA	4036	NA	759	16	NA
CND03300	RPF	JEC21	1	2	3	10	NA	NA	1184	NA	1434	157	NA
CND03310	RPF	JEC21	0	21	1	11	2	9	1275	0	2403	47	NA
CND03320	RPF	JEC21	2	2	0	25	6	10	3041	1	6309	75	NA
CND03330	RPF	JEC21	2	2	3	19	8	30	3467	0	7299	86	NA
CND03335	RPF	JEC21	2	3	0	1	0	0	107	1	354	322	NA
CND03340	RPF	JEC21	191	446	48	179	NA	NA	29302	NA	921	36	NA
CND03360	RPF	JEC21	9	42	23	105	NA	NA	3557	NA	864	32	NA
CND03370	RPF	JEC21	16	172	34	207	NA	NA	16439	NA	2634	6	NA
CND03380	RPF	JEC21	0	0	4	12	NA	NA	303	NA	1320	17	NA
CND03385	RPF	JEC21	40	126	9	174	NA	NA	6264	NA	273	27	NA
CND03390	RPF	JEC21	13	64	192	1346	NA	NA	40191	NA	885	11	NA
CND03400	RPF	JEC21	10	117	46	104	28	75	16322	15	1797	212	NA
CND03410	RPF	JEC21	5	43	1	9	0	35	3595	0	6363	75	NA
CND03420	RPF	JEC21	21	47	28	116	NA	NA	4790	NA	645	89	NA
CND03430	RPF	JEC21	0	0	10	118	NA	NA	4209	NA	840	8	NA
CND03440	RPF	JEC21	77	419	321	623	NA	NA	36507	NA	1095	43	NA
CND03450	RPF	JEC21	14	41	40	88	NA	NA	3872	NA	759	206	NA
CND03460	RPF	JEC21	2401	6758	9439	16459	NA	NA	471802	NA	573	91	NA
CND03470	RPF	JEC21	0	0	0	0	0	2	165	25	3765	224	NA
CND03475	RPF	JEC21	1	18	35	276	114	289	5364	3	681	191	NA
CND03480	RPF	JEC21	3	33	14	45	NA	NA	7243	NA	1659	51	NA
CND03490	RPF	JEC21	109	168	28	900	0	0	55968	2	1377	648	NA
CND03500	RPF	JEC21	0	2	0	4	0	4	2865	0	1197	140	NA
CND03510	RPF	JEC21	0	2	3	9	34	85	12417	0	4230	142	NA
CND03520	RPF	JEC21	0	49	10	36	0	0	9834	7	4416	609	NA
CND03530	RPF	JEC21	0	2	0	2	NA	NA	1957	NA	3228	8	NA
CND03540	RPF	JEC21	19	58	1	46	NA	NA	47585	NA	3741	84	NA
CND03550	RPF	JEC21	227	2204	261	1180	NA	NA	75600	NA	1188	39	NA
CND03560	RPF	JEC21	22	93	10	32	0	0	4979	0	624	437	NA
CND03570	RPF	JEC21	39	100	55	194	1	6	30916	1	1431	110	NA
CND03580	RPF	JEC21	7	14	65	180	NA	NA	11643	NA	1233	235	NA
CND03590	RPF	JEC21	20	78	12	34	1	1	11870	1	1125	246	NA
CND03600	RPF	JEC21	1	2	9	29	NA	NA	3549	NA	2160	272	NA
CND03610	RPF	JEC21	6	32	1	3	NA	NA	3690	NA	4452	73	NA
CND03620	RPF	JEC21	0	1	1	1	NA	NA	66	NA	1494	278	NA
CND03630	RPF	JEC21	1	2	5	42	0	1	1767	21	2643	139	NA
CND03640	RPF	JEC21	5	15	12	32	24	70	2851	10	1002	123	NA
CND03645	RPF	JEC21	6	34	6	27	NA	NA	2390	NA	672	61	NA
CND03650	RPF	JEC21	17	50	21	51	34	75	7073	485	3066	263	NA
CND03660	RPF	JEC21	9	18	102	223	NA	NA	7067	NA	2430	76	NA
CND03670	RPF	JEC21	0	0	20	116	NA	NA	17438	NA	3003	28	NA
CND03680	RPF	JEC21	10	18	12	57	4	20	21849	9	5847	202	NA
CND03690	RPF	JEC21	7	8	13	33	NA	NA	1093	NA	1023	81	NA
CND03700	RPF	JEC21	495	870	411	1554	NA	NA	33941	NA	309	197	NA
CND03710	RPF	JEC21	1	3	17	47	NA	NA	935	NA	639	15	NA
CND03720	RPF	JEC21	3	3	2	58	NA	NA	9871	NA	1410	107	NA
CND03730	RPF	JEC21	5	6	0	12	9	18	1476	113	2409	609	NA
CND03740	RPF	JEC21	28	175	53	196	NA	NA	10594	NA	966	43	NA
CND03750	RPF	JEC21	0	2	1	8	NA	NA	4391	NA	4104	359	NA
CND03760	RPF	JEC21	0	32	14	21	NA	NA	5581	NA	2361	101	NA
CND03770	RPF	JEC21	40	575	977	2642	NA	NA	18402	NA	198	127	NA
CND03780	RPF	JEC21	54	615	407	872	NA	NA	44084	NA	1389	33	NA
CND03790	RPF	JEC21	7	23	8	29	NA	NA	2892	NA	2319	53	NA
CND03800	RPF	JEC21	14	28	41	331	NA	NA	47831	NA	1047	76	NA
CND03810	RPF	JEC21	4	12	6	49	NA	NA	7853	NA	3204	41	NA
CND03820	RPF	JEC21	11	76	8	44	4	20	15112	34	4209	123	NA
CND03830	RPF	JEC21	0	10	37	53	NA	NA	4269	NA	1032	20	NA
CND03840	RPF	JEC21	10	128	25	249	NA	NA	18162	NA	2559	91	NA
CND03850	RPF	JEC21	116	558	353	970	0	0	103036	20	1113	279	NA
CND03860	RPF	JEC21	28	50	22	103	34	159	2821	10	660	152	NA
CND03865	RPF	JEC21	1	139	36	197	NA	NA	35554	NA	3315	99	NA
CND03870	RPF	JEC21	2	22	10	191	0	0	6530	0	780	50	NA
CND03880	RPF	JEC21	0	0	0	0	0	0	104	0	1359	208	NA
CND03890	RPF	JEC21	0	35	14	150	0	0	7150	4	1542	148	NA
CND03900	RPF	JEC21	178	1403	40	1195	NA	NA	78875	NA	1299	72	NA
CND03910	RPF	JEC21	57	83	3	60	NA	NA	24714	NA	1047	128	NA
CND03920	RPF	JEC21	26	94	7	53	14	51	5883	59	756	284	NA
CND03930	RPF	JEC21	570	1393	1272	5716	0	2	73872	0	555	297	NA
CND03940	RPF	JEC21	76	206	29	150	0	0	110041	0	2766	242	NA
CND03950	RPF	JEC21	6	23	2	66	0	0	2518	6	1467	256	NA
CND03960	RPF	JEC21	23	130	34	139	NA	NA	21690	NA	3471	55	NA
CND03970	RPF	JEC21	1	5	1	4	NA	NA	3977	NA	1545	908	NA
CND03980	RPF	JEC21	3	3	11	34	59	120	5763	0	5256	324	NA
CND03995	RPF	JEC21	0	0	0	0	2	2	124	1	507	136	NA
CND04010	RPF	JEC21	4	57	34	119	NA	NA	9151	NA	741	252	NA
CND04013	RPF	JEC21	32	48	5	40	NA	NA	2259	NA	507	123	NA
CND04015	RPF	JEC21	NA	NA	51	90	NA	NA	NA	NA	303	-6	NA
CND04020	RPF	JEC21	14	18	76	118	NA	NA	10017	NA	2640	77	NA
CND04030	RPF	JEC21	8	14	2	33	10	17	3272	11	2454	393	NA
CND04040	RPF	JEC21	30	139	8	491	NA	NA	9757	NA	1113	195	NA
CND04050	RPF	JEC21	7	65	54	77	NA	NA	10355	NA	1422	96	NA
CND04060	RPF	JEC21	4	6	3	20	NA	NA	755	NA	1680	59	NA
CND04070	RPF	JEC21	131	286	1149	2348	NA	NA	138086	NA	1488	55	NA
CND04080	RPF	JEC21	14	36	116	212	0	1	16368	1	1233	103	NA
CND04090	RPF	JEC21	22	50	23	96	NA	NA	913	NA	267	100	NA
CND04100	RPF	JEC21	12	21	14	68	0	7	1904	0	441	85	NA
CND04110	RPF	JEC21	84	134	139	1824	NA	NA	31050	NA	432	53	NA
CND04120	RPF	JEC21	0	5	3	7	NA	NA	2952	NA	2709	27	NA
CND04130	RPF	JEC21	2	5	0	14	NA	NA	7060	NA	6120	222	NA
CND04140	RPF	JEC21	3	12	1	10	6	6	782	15	1245	171	NA
CND04150	RPF	JEC21	30	54	29	177	NA	NA	6225	NA	426	134	NA
CND04160	RPF	JEC21	0	5	16	47	NA	NA	6248	NA	2616	140	NA
CND04170	RPF	JEC21	5	17	18	188	NA	NA	7050	NA	1080	69	NA
CND04180	RPF	JEC21	1	16	14	68	0	2	7814	0	4866	131	NA
CND04190	RPF	JEC21	0	0	1	2	0	0	819	0	1617	274	NA
CND04200	RPF	JEC21	2699	10660	4770	22044	NA	NA	265609	NA	264	81	NA
CND04210	RPF	JEC21	3	6	1	14	NA	NA	4207	NA	1041	31	NA
CND04220	RPF	JEC21	55	123	150	524	NA	NA	12371	NA	381	25	NA
CND04230	RPF	JEC21	5	7	0	2	17	33	975	11	2496	136	NA
CND04240	RPF	JEC21	6	23	52	186	NA	NA	12547	NA	2286	156	NA
CND04250	RPF	JEC21	8	152	56	115	NA	NA	72604	NA	2175	81	NA
CND04260	RPF	JEC21	12	28	25	76	0	6	3158	0	3480	121	NA
CND04270	RPF	JEC21	184	251	25	402	NA	NA	12827	NA	612	20	NA
CND04280	RPF	JEC21	14	61	8	43	7	28	4955	109	1740	345	NA
CND04290	RPF	JEC21	27	39	911	2485	NA	NA	11659	NA	561	48	NA
CND04300	RPF	JEC21	10	37	60	478	NA	NA	17168	NA	1251	62	NA
CND04310	RPF	JEC21	231	412	60	475	NA	NA	53231	NA	996	192	NA
CND04320	RPF	JEC21	72	242	14	139	0	0	15662	10	474	348	NA
CND04330	RPF	JEC21	3	5	115	263	NA	NA	4016	NA	567	36	NA
CND04340	RPF	JEC21	42	88	12	164	NA	NA	7151	NA	1818	19	NA
CND04350	RPF	JEC21	27	72	4	20	NA	NA	16501	NA	2697	56	NA
CND04360	RPF	JEC21	43	83	76	202	NA	NA	19510	NA	801	44	NA
CND04370	RPF	JEC21	10	52	37	125	NA	NA	9577	NA	912	67	NA
CND04380	RPF	JEC21	8	56	10	86	NA	NA	13112	NA	2097	157	NA
CND04390	RPF	JEC21	11	25	6	54	2	8	1952	8	1731	86	NA
CND04400	RPF	JEC21	512	724	24	196	NA	NA	45207	NA	969	37	NA
CND04410	RPF	JEC21	2250	3389	4953	7881	NA	NA	135574	NA	384	42	NA
CND04420	RPF	JEC21	NA	NA	5	189	NA	NA	NA	NA	1632	-10	NA
CND04430	RPF	JEC21	0	0	0	0	NA	NA	124472	NA	510	26	NA
CND04440	RPF	JEC21	24	34	59	110	NA	NA	3413	NA	906	54	NA
CND04450	RPF	JEC21	4	11	59	196	NA	NA	4351	NA	573	161	NA
CND04460	RPF	JEC21	15	41	16	60	0	0	12244	0	2553	68	NA
CND04470	RPF	JEC21	0	15	38	129	0	12	5522	9	789	139	NA
CND04480	RPF	JEC21	1954	3226	6163	32212	0	1	466608	6	408	334	NA
CND04490	RPF	JEC21	11	35	5	28	NA	NA	2422	NA	1821	46	NA
CND04500	RPF	JEC21	6	39	3	22	67	105	8133	573	3681	192	NA
CND04510	RPF	JEC21	3	84	0	2	0	0	3860	3	1848	601	NA
CND04515	RPF	JEC21	0	1	0	0	0	0	264	21	654	110	NA
CND04520	RPF	JEC21	12	59	11	22	NA	NA	4607	NA	2034	42	NA
CND04530	RPF	JEC21	6	7	7	22	NA	NA	3335	NA	2991	62	NA
CND04540	RPF	JEC21	133	194	35	173	1	9	27054	0	3165	83	NA
CND04550	RPF	JEC21	1	7	36	56	NA	NA	14043	NA	4725	46	NA
CND04560	RPF	JEC21	0	2	4	40	2	9	1099	0	534	217	NA
CND04570	RPF	JEC21	4	8	13	43	NA	NA	5428	NA	1704	32	NA
CND04580	RPF	JEC21	NA	NA	1	12	NA	NA	NA	NA	1839	-7	NA
CND04590	RPF	JEC21	4	159	11	79	40	185	5244	429	1437	444	NA
CND04600	RPF	JEC21	115	269	177	872	NA	NA	38888	NA	924	68	NA
CND04610	RPF	JEC21	1	27	27	62	NA	NA	1948	NA	756	123	NA
CND04620	RPF	JEC21	11	57	31	146	0	0	13528	0	1569	289	NA
CND04630	RPF	JEC21	3	12	5	35	NA	NA	1046	NA	552	121	NA
CND04640	RPF	JEC21	6	93	50	85	NA	NA	1906	NA	636	99	NA
CND04660	RPF	JEC21	2	42	0	12	NA	NA	4166	NA	1188	272	NA
CND04670	RPF	JEC21	72	191	13	148	NA	NA	12038	NA	786	126	NA
CND04680	RPF	JEC21	3	13	1	6	21	39	5988	28	4137	185	NA
CND04683	RPF	JEC21	20	30	21	59	22	34	1741	51	699	181	NA
CND04685	RPF	JEC21	99	145	22	106	25	42	6548	346	1848	184	NA
CND04690	RPF	JEC21	49	153	6	49	NA	NA	49791	NA	1572	63	NA
CND04700	RPF	JEC21	52	81	93	461	NA	NA	13141	NA	936	109	NA
CND04710	RPF	JEC21	0	0	0	0	0	0	238	33	3363	1121	NA
CND04730	RPF	JEC21	8	19	6	41	NA	NA	1631	NA	975	5	NA
CND04740	RPF	JEC21	0	0	0	0	0	0	30	0	894	112	NA
CND04750	RPF	JEC21	76	129	349	1049	302	1298	12566	5	519	209	NA
CND04760	RPF	JEC21	0	2	1	75	NA	NA	36984	NA	3807	10	NA
CND04770	RPF	JEC21	209	425	538	2042	NA	NA	142568	NA	1611	81	NA
CND04780	RPF	JEC21	7	61	5	61	0	0	14872	0	2679	32	NA
CND04790	RPF	JEC21	3	96	41	108	NA	NA	13788	NA	1218	114	NA
CND04800	RPF	JEC21	60	421	180	378	NA	NA	28099	NA	654	159	NA
CND04810	RPF	JEC21	1	2	0	6	NA	NA	10597	NA	2352	11	NA
CND04840	RPF	JEC21	9	65	0	31	6	21	3914	64	1251	135	NA
CND04850	RPF	JEC21	1	81	24	99	0	0	11345	0	2403	130	NA
CND04860	RPF	JEC21	22	103	23	95	0	0	20407	0	969	217	NA
CND04870	RPF	JEC21	0	0	2	3	0	0	70	4	984	501	NA
CND04880	RPF	JEC21	2	113	189	358	NA	NA	20950	NA	2082	45	NA
CND04890	RPF	JEC21	10	48	47	207	NA	NA	39126	NA	4059	171	NA
CND04900	RPF	JEC21	12	68	25	63	2	9	9748	0	3552	99	NA
CND04910	RPF	JEC21	35	92	81	294	NA	NA	19741	NA	1383	100	NA
CND04920	RPF	JEC21	97	144	439	1121	NA	NA	8157	NA	294	49	NA
CND04930	RPF	JEC21	2	3	5	47	0	0	1292	0	1230	66	NA
CND04940	RPF	JEC21	4	5	8	58	NA	NA	9916	NA	900	17	NA
CND04950	RPF	JEC21	18	35	14	67	NA	NA	4008	NA	1482	52	NA
CND04960	RPF	JEC21	0	0	0	2	NA	NA	249	NA	1608	88	NA
CND04970	RPF	JEC21	0	4	3	24	NA	NA	3236	NA	2595	16	NA
CND04980	RPF	JEC21	0	2	3	26	NA	NA	252	NA	354	95	NA
CND04990	RPF	JEC21	12	15	3	187	NA	NA	7178	NA	936	97	NA
CND05000	RPF	JEC21	0	2	5	31	NA	NA	4140	NA	2334	6	NA
CND05010	RPF	JEC21	0	10	6	78	NA	NA	7214	NA	1887	8	NA
CND05020	RPF	JEC21	276	906	1928	3218	NA	NA	51733	NA	537	56	NA
CND05030	RPF	JEC21	16	201	52	406	NA	NA	33631	NA	1518	65	NA
CND05040	RPF	JEC21	147	191	13	57	NA	NA	7145	NA	1332	81	NA
CND05050	RPF	JEC21	0	5	16	73	NA	NA	3536	NA	804	60	NA
CND05053	RPF	JEC21	8	13	0	0	3	5	629	2	669	150	NA
CND05055	RPF	JEC21	3	17	0	15	0	2	1225	11	1095	267	NA
CND05060	RPF	JEC21	38	290	94	384	NA	NA	40625	NA	909	133	NA
CND05070	RPF	JEC21	115	282	70	196	NA	NA	5346	NA	303	136	NA
CND05080	RPF	JEC21	446	798	441	1977	0	34	54505	0	726	64	NA
CND05090	RPF	JEC21	1	14	166	541	NA	NA	41263	NA	3207	21	NA
CND05100	RPF	JEC21	13	426	22	135	NA	NA	15511	NA	1029	45	NA
CND05120	RPF	JEC21	53	178	175	836	NA	NA	91106	NA	1179	91	NA
CND05130	RPF	JEC21	0	0	0	0	0	0	15	1	630	428	NA
CND05140	RPF	JEC21	6	27	95	925	0	0	30786	9	1317	469	NA
CND05150	RPF	JEC21	18	285	127	267	5	9	15346	0	648	126	NA
CND05160	RPF	JEC21	177	948	408	5141	NA	NA	192067	NA	1806	47	NA
CND05170	RPF	JEC21	0	2	7	43	1	1	3274	0	2109	121	NA
CND05190	RPF	JEC21	1	4	10	51	17	25	2658	1	1506	100	NA
CND05200	RPF	JEC21	1	4	10	18	NA	NA	7540	NA	4713	42	NA
CND05210	RPF	JEC21	7	36	168	431	NA	NA	10954	NA	825	58	NA
CND05220	RPF	JEC21	0	0	0	0	0	0	330	0	2991	98	NA
CND05230	RPF	JEC21	5	12	62	126	NA	NA	9413	NA	3450	164	NA
CND05240	RPF	JEC21	92	2696	94	1434	0	0	91892	0	1305	254	NA
CND05250	RPF	JEC21	516	811	509	1451	0	12	34766	13	780	425	NA
CND05260	RPF	JEC21	4	39	35	88	NA	NA	6228	NA	3717	217	NA
CND05270	RPF	JEC21	52	91	307	633	NA	NA	18705	NA	657	52	NA
CND05280	RPF	JEC21	0	2	0	2	0	0	86	0	645	14	NA
CND05290	RPF	JEC21	8	22	10	42	0	1	3705	0	1929	109	NA
CND05300	RPF	JEC21	58	121	5	121	NA	NA	6682	NA	789	28	NA
CND05310	RPF	JEC21	12	15	2	4	NA	NA	1262	NA	2022	61	NA
CND05320	RPF	JEC21	3	48	4	210	0	1	6583	0	945	115	NA
CND05330	RPF	JEC21	2	6	15	49	9	79	10117	62	3483	547	NA
CND05340	RPF	JEC21	24	61	9	69	NA	NA	1840	NA	1689	61	NA
CND05350	RPF	JEC21	68	122	1	32	NA	NA	21084	NA	2244	56	NA
CND05360	RPF	JEC21	2	6	11	22	NA	NA	4309	NA	4113	14	NA
CND05370	RPF	JEC21	16	48	7	29	NA	NA	1078	NA	903	90	NA
CND05390	RPF	JEC21	16	44	77	535	NA	NA	11339	NA	888	176	NA
CND05400	RPF	JEC21	6916	7557	1148	20549	NA	NA	545005	NA	477	78	NA
CND05410	RPF	JEC21	0	11	1	41	NA	NA	3205	NA	1608	27	NA
CND05430	RPF	JEC21	17	42	24	50	NA	NA	6214	NA	1245	104	NA
CND05440	RPF	JEC21	0	7	1	14	NA	NA	1656	NA	1776	35	NA
CND05450	RPF	JEC21	28	39	24	312	NA	NA	35408	NA	1572	45	NA
CND05460	RPF	JEC21	0	1	3	13	0	0	6411	2	3432	504	NA
CND05490	RPF	JEC21	188	712	151	1871	NA	NA	120557	NA	1386	33	NA
CND05500	RPF	JEC21	NA	NA	11	121	NA	NA	NA	NA	963	-6	NA
CND05510	RPF	JEC21	4	125	220	568	NA	NA	36276	NA	1209	30	NA
CND05520	RPF	JEC21	5	23	24	181	NA	NA	23438	NA	2778	110	NA
CND05530	RPF	JEC21	6	47	18	99	0	0	18725	2	1536	154	NA
CND05540	RPF	JEC21	NA	NA	1	42	NA	NA	NA	NA	1701	-8	NA
CND05550	RPF	JEC21	2	6	4	70	0	2	7123	0	2382	410	NA
CND05560	RPF	JEC21	83	458	59	180	NA	NA	40783	NA	1509	85	NA
CND05570	RPF	JEC21	18	21	3	42	NA	NA	3731	NA	1338	34	NA
CND05580	RPF	JEC21	65	113	4	242	NA	NA	12420	NA	444	49	NA
CND05590	RPF	JEC21	0	2	2	32	NA	NA	2123	NA	2988	38	NA
CND05600	RPF	JEC21	2	2	9	32	0	0	165	1	213	199	NA
CND05620	RPF	JEC21	5	46	0	25	1	3	5159	3	2511	327	NA
CND05630	RPF	JEC21	27	35	2	57	NA	NA	6174	NA	1236	68	NA
CND05640	RPF	JEC21	9	120	8	90	NA	NA	47191	NA	2154	1	NA
CND05645	RPF	JEC21	69	197	276	680	NA	NA	12463	NA	210	13	NA
CND05650	RPF	JEC21	3	13	10	30	NA	NA	430	NA	993	29	NA
CND05660	RPF	JEC21	4	5	4	13	NA	NA	1575	NA	1965	182	NA
CND05670	RPF	JEC21	2	6	5	38	12	14	1483	241	2499	685	NA
CND05680	RPF	JEC21	0	48	9	17	0	0	218	1233	117	246	NA
CND05690	RPF	JEC21	0	6	4	7	0	0	58	67	117	235	NA
CND05700	RPF	JEC21	2239	18715	NA	NA	3	19	161011	0	156	83	NA
CND05710	RPF	JEC21	1	17	1	2	NA	NA	294	NA	966	5	NA
CND05720	RPF	JEC21	12	25	11	49	NA	NA	10812	NA	2826	261	NA
CND05740	RPF	JEC21	90	202	347	1267	NA	NA	197935	NA	2262	55	NA
CND05750	RPF	JEC21	0	48	9	17	0	0	218	66	117	288	NA
CND05760	RPF	JEC21	27	75	8	23	34	55	9372	26	3693	200	NA
CND05770	RPF	JEC21	172	573	16	126	NA	NA	67570	NA	1041	78	NA
CND05780	RPF	JEC21	13	28	12	166	NA	NA	26872	NA	4866	345	NA
CND05790	RPF	JEC21	18	58	36	165	8	66	16600	74	1935	227	NA
CND05800	RPF	JEC21	5	10	1	33	NA	NA	1341	NA	1143	76	NA
CND05810	RPF	JEC21	15	17	3	25	NA	NA	6300	NA	2625	409	NA
CND05820	RPF	JEC21	22	95	10	34	NA	NA	39871	NA	3975	25	NA
CND05830	RPF	JEC21	3	106	16	97	NA	NA	10342	NA	2403	10	NA
CND05840	RPF	JEC21	705	1285	196	1943	NA	NA	174738	NA	1536	60	NA
CND05850	RPF	JEC21	28	129	13	329	NA	NA	31135	NA	2127	164	NA
CND05860	RPF	JEC21	0	24	4	11	18	52	4506	22	2754	513	NA
CND05870	RPF	JEC21	14	53	10	106	NA	NA	20560	NA	5577	151	NA
CND05880	RPF	JEC21	NA	NA	0	0	NA	NA	NA	NA	1155	-6	NA
CND05890	RPF	JEC21	2	12	2	5	NA	NA	293	NA	1284	219	NA
CND05910	RPF	JEC21	12	5410	18476	53935	NA	NA	351379	NA	381	76	NA
CND05920	RPF	JEC21	0	2	24	51	NA	NA	6304	NA	5229	144	NA
CND05940	RPF	JEC21	33	114	132	713	NA	NA	21954	NA	1926	95	NA
CND05950	RPF	JEC21	3	4	2	7	2	10	501	54	1218	663	NA
