Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
NCU00770 Ntermext	0.000	No mitochondrial presequence	64(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00771 Ntermext	0.000	No mitochondrial presequence	70(MPP), 71(Icp55)	-0.086	43-47	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00772 Ntermext	0.000	No mitochondrial presequence	61(MPP)	-0.066	16-20	16-25-high	-	-	-	-	-	-	-	-	-	-	-	15-20	-	-	
NCU00773 Ntermext	0.000	No mitochondrial presequence	9(MPP), 10(Icp55)	0.111		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00774 Ntermext	0.000	No mitochondrial presequence	43(MPP)	-0.047	40-44,54-58	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00775 Ntermext	0.019	No mitochondrial presequence	41(MPP)	0.122	38-42	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00776 Ntermext	0.000	No mitochondrial presequence	13(MPP)	0.077		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00777 Ntermext	0.000	No mitochondrial presequence	21(MPP), 29(Oct1)	-0.143		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00778 Ntermext	0.015	No mitochondrial presequence	71(MPP), 72(Icp55)	-0.028	14-18,68-72,72-76	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00779 Ntermext	0.006	No mitochondrial presequence	46(MPP)	0.022	30-34	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00780 Ntermext	0.000	No mitochondrial presequence	24(MPP)	0.083	79-83,92-96	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00781 Ntermext	0.031	No mitochondrial presequence	50(MPP)	0.140	71-75	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00782 Ntermext	0.125	No mitochondrial presequence	9(MPP), 10(Icp55)	0.111		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00783 Ntermext	0.000	No mitochondrial presequence	62(MPP)	-0.065	85-89	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00784 Ntermext	0.024	No mitochondrial presequence	39(MPP)	0.077		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00786 Ntermext	0.019	No mitochondrial presequence	32(MPP)	0.125		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00787 Ntermext	0.003	No mitochondrial presequence	41(MPP)	-0.049		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00788 Ntermext	0.004	No mitochondrial presequence	39(MPP)	0.051	36-40	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00789 Ntermext	0.353	No mitochondrial presequence	38(MPP)	0.158	35-39	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00790 Ntermext	0.013	No mitochondrial presequence	19(MPP), 27(Oct1)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00792 Ntermext	0.015	No mitochondrial presequence	15(MPP)	0.267		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00793 Ntermext	0.092	No mitochondrial presequence	25(MPP)	0.120	36-40	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00794 Ntermext	0.000	No mitochondrial presequence	20(MPP)	0.100		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00795 Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.065		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00796 Ntermext	0.000	No mitochondrial presequence	14(MPP)	0.143	73-77	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00797 Ntermext	0.035	No mitochondrial presequence	15(MPP)	0.067	48-52	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00798 Ntermext	0.000	No mitochondrial presequence	22(MPP)	0.136		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00799 Ntermext	0.000	No mitochondrial presequence	81(MPP)	-0.074	96-100	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00800 Ntermext	0.013	No mitochondrial presequence	57(MPP)	0.035		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00801 Ntermext	0.023	No mitochondrial presequence	18(MPP)	0.000	64-68	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00802 Ntermext	0.000	No mitochondrial presequence	89(MPP)	-0.135		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00803 Ntermext	0.004	No mitochondrial presequence	29(MPP)	0.034		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00804 Ntermext	0.000	No mitochondrial presequence	10(MPP)	-0.200		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00805 Ntermext	0.000	No mitochondrial presequence	48(MPP)	-0.104		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00806 Ntermext	0.000	No mitochondrial presequence	9(MPP)	0.111	43-47	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00807 Ntermext	0.004	No mitochondrial presequence	57(MPP)	0.035	84-88	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00808 Ntermext	0.023	No mitochondrial presequence	26(MPP)	0.192	16-20,24-28	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00809 Ntermext	0.000	No mitochondrial presequence	85(MPP)	-0.047	82-86	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00810 Ntermext	0.022	No mitochondrial presequence	68(MPP)	0.015	2-6,26-30	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00811 Ntermext	0.005	No mitochondrial presequence	45(MPP)	0.067	42-46	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00812 Ntermext	0.000	No mitochondrial presequence	10(MPP)	-0.100		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00813 Ntermext	0.000	No mitochondrial presequence	11(MPP)	0.364	55-59,85-89,95-99	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00814 Ntermext	0.004	No mitochondrial presequence	14(MPP)	0.071	44-48,52-56,56-60	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00817 Ntermext	0.003	No mitochondrial presequence	41(MPP)	0.098	23-27	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00818 Ntermext	0.004	No mitochondrial presequence	27(MPP)	0.111		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00819 Ntermext	0.000	No mitochondrial presequence	88(MPP)	0.057		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00821 Ntermext	0.004	No mitochondrial presequence	31(MPP), 32(Icp55)	0.065	16-20	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00822 Ntermext	0.009	No mitochondrial presequence	35(MPP)	0.086		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00823 Ntermext	0.005	No mitochondrial presequence	47(MPP)	0.000	41-45	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00824 Ntermext	0.026	No mitochondrial presequence	14(MPP)	0.143	90-94	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00825 Ntermext	0.078	No mitochondrial presequence	30(MPP)	0.133	34-38,37-41	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00826 Ntermext	0.000	No mitochondrial presequence	62(MPP)	-0.048		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00827 Ntermext	0.000	No mitochondrial presequence	40(MPP)	0.050		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00828 Ntermext	0.049	No mitochondrial presequence	20(MPP)	0.050	12-16,78-82	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00829 Ntermext	0.031	No mitochondrial presequence	23(MPP)	0.043	40-44	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00830 Ntermext	0.000	No mitochondrial presequence	14(MPP)	-0.071		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00831 Ntermext	0.134	No mitochondrial presequence	26(MPP), 27(Icp55)	0.154	23-27	7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00832 Ntermext	0.012	No mitochondrial presequence	21(MPP)	0.000	68-72	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00833 Ntermext	0.014	No mitochondrial presequence	51(MPP)	0.157		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00834 Ntermext	0.037	No mitochondrial presequence	32(MPP)	0.031	29-33	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00835 Ntermext	0.000	No mitochondrial presequence	60(MPP)	-0.083		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00836 Ntermext	0.000	No mitochondrial presequence	40(MPP)	0.075	34-38	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00837 Ntermext	0.000	No mitochondrial presequence	25(MPP)	-0.040		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00838 Ntermext	0.108	No mitochondrial presequence	40(MPP)	0.100		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00839 Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.040		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00840 Ntermext	0.056	No mitochondrial presequence	64(MPP)	0.031	16-20	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00841 Ntermext	0.000	No mitochondrial presequence	55(MPP)	-0.018	75-79	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00842 Ntermext	0.010	No mitochondrial presequence	33(MPP)	0.061	60-64,78-82	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00843 Ntermext	0.006	No mitochondrial presequence	16(MPP)	0.188	58-62	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00844 Ntermext	0.144	No mitochondrial presequence	19(MPP), 20(Icp55)	0.000	51-55,65-69	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00845 Ntermext	0.018	No mitochondrial presequence	20(MPP)	0.050		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00846 Ntermext	0.000	No mitochondrial presequence	22(MPP)	-0.136		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00847 Ntermext	0.709	Possessing mitochondrial presequence	31(MPP), 39(Oct1)	0.194		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00848 Ntermext	0.000	No mitochondrial presequence	66(MPP)	-0.015	42-46	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00849 Ntermext	0.000	No mitochondrial presequence	53(MPP)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00850 Ntermext	0.003	No mitochondrial presequence	8(MPP)	0.125	87-91	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00851 Ntermext	0.005	No mitochondrial presequence	20(MPP)	0.050	6-10,9-13	2-11-low	-	-	-	-	6-11	-	-	-	-	-	-	-	-	-	
NCU00852 Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00853 Ntermext	0.000	No mitochondrial presequence	26(MPP)	-0.192		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00854 Ntermext	0.039	No mitochondrial presequence	21(MPP)	0.143		11-21-high	-	-	-	-	-	11-16	-	-	-	10-15	-	-	-	-	
NCU00855 Ntermext	0.000	No mitochondrial presequence	92(MPP), 93(Icp55)	-0.011	89-93	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00856 Ntermext	0.014	No mitochondrial presequence	27(MPP)	0.037		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00857 Ntermext	0.000	No mitochondrial presequence	83(MPP)	-0.036	80-84	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00859 Ntermext	0.368	No mitochondrial presequence	25(MPP)	0.200	22-26	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00860 Ntermext	0.000	No mitochondrial presequence	29(MPP)	0.000		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00861 Ntermext	0.000	No mitochondrial presequence	29(MPP)	0.103	38-42,68-72	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00862 Ntermext	0.008	No mitochondrial presequence	12(MPP)	0.333	9-13	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00863 Ntermext	0.000	No mitochondrial presequence	59(MPP)	0.034	12-16,92-96	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	12-17	-	
NCU00864 Ntermext	0.066	No mitochondrial presequence	54(MPP)	0.037		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00865 Ntermext	0.151	No mitochondrial presequence	13(MPP)	0.154		8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00866 Ntermext	0.030	No mitochondrial presequence	72(MPP), 73(Icp55)	0.014		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00867 Ntermext	0.000	No mitochondrial presequence	26(MPP)	-0.077		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00868 Ntermext	0.004	No mitochondrial presequence	56(MPP)	0.000	53-57	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00869 Ntermext	0.000	No mitochondrial presequence	30(MPP)	0.000	23-27,27-31	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00870 Ntermext	0.035	No mitochondrial presequence	58(MPP)	0.138	1-5	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00871 Ntermext	0.000	No mitochondrial presequence	19(MPP)	0.053	42-46	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00872 Ntermext	0.000	No mitochondrial presequence	24(MPP)	0.042	74-78	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00873 Ntermext	0.004	No mitochondrial presequence	35(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00874 Ntermext	0.000	No mitochondrial presequence	56(MPP)	0.000		4-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00875 Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00876 Ntermext	0.215	No mitochondrial presequence	27(MPP)	0.037	67-71,70-74	21-30-low	-	-	-	-	-	-	24-29	-	-	-	-	-	-	-	
NCU00877 Ntermext	0.000	No mitochondrial presequence	64(MPP)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00878 Ntermext	0.020	No mitochondrial presequence	12(MPP)	0.083	13-17	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00879 Ntermext	0.007	No mitochondrial presequence	32(MPP)	0.031		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00880 Ntermext	0.000	No mitochondrial presequence	60(MPP)	0.017		8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00881 Ntermext	0.004	No mitochondrial presequence	60(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00882 Ntermext	0.003	No mitochondrial presequence	16(MPP)	0.062	87-91	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00883 Ntermext	0.000	No mitochondrial presequence	63(MPP)	-0.095	60-64	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00884 Ntermext	0.006	No mitochondrial presequence	16(MPP)	0.000	74-78	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00885 Ntermext	0.000	No mitochondrial presequence	44(MPP)	0.023	15-19	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00886 Ntermext	0.000	No mitochondrial presequence	27(MPP)	-0.074		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00887 Ntermext	0.014	No mitochondrial presequence	15(MPP)	0.200		6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00889 Ntermext	0.006	No mitochondrial presequence	23(MPP)	0.130	46-50,63-67,84-88	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00890 Ntermext	0.028	No mitochondrial presequence	21(MPP)	0.095		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00891 Ntermext	0.055	No mitochondrial presequence	14(MPP)	0.143	90-94	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00892 Ntermext	0.253	No mitochondrial presequence	67(MPP)	0.075	34-38,42-46	10-19-high	-	-	-	-	-	-	-	-	14-19	-	-	-	-	-	
NCU00893 Ntermext	0.487	Possessing mitochondrial presequence	30(MPP)	0.233	57-61,87-91	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00894 Ntermext	0.996	Possessing mitochondrial presequence	40(MPP), 41(Icp55)	0.200	30-34	1-10-high	-	7-12	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00895 Ntermext	0.025	No mitochondrial presequence	42(MPP)	0.119	39-43	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00896 Ntermext	0.000	No mitochondrial presequence	27(MPP)	-0.074	89-93	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00897 Ntermext	0.000	No mitochondrial presequence	37(MPP)	-0.054	91-95	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00898 Ntermext	0.000	No mitochondrial presequence	25(MPP)	-0.080		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00899 Ntermext	0.188	No mitochondrial presequence	10(MPP)	0.200	55-59	6-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00900 Ntermext	0.014	No mitochondrial presequence	11(MPP)	0.182	8-12,50-54,64-68,75-79	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00901 Ntermext	0.010	No mitochondrial presequence	17(MPP)	0.118	49-53	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00902 Ntermext	0.047	No mitochondrial presequence	24(MPP)	0.083		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00903 Ntermext	0.000	No mitochondrial presequence	44(MPP)	-0.023	62-66	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00904 Ntermext	0.635	Possessing mitochondrial presequence	46(MPP), 47(Icp55)	0.130	18-22,25-29	14-25-high	-	-	-	-	-	-	-	-	-	-	-	17-22	18-23	-	
NCU00905 Ntermext	0.006	No mitochondrial presequence	82(MPP)	0.037	79-83	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00906 Ntermext	0.007	No mitochondrial presequence	6(MPP)	0.000		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00907 Ntermext	0.015	No mitochondrial presequence	67(MPP)	0.000		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00911 Ntermext	0.035	No mitochondrial presequence	36(MPP)	0.028	23-27,30-34,33-37,37-41	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00912 Ntermext	0.331	No mitochondrial presequence	18(MPP)	0.111		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00913 Ntermext	0.257	No mitochondrial presequence	28(MPP)	0.107	89-93	21-30-high	-	-	-	21-26	-	-	-	-	-	-	-	-	-	-	
NCU00914 Ntermext	0.070	No mitochondrial presequence	32(MPP), 33(Icp55)	0.125		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00915 Ntermext	0.000	No mitochondrial presequence	65(MPP)	0.031	62-66,71-75	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00916 Ntermext	0.000	No mitochondrial presequence	83(MPP)	-0.012		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00917 Ntermext	0.018	No mitochondrial presequence	22(MPP), 23(Icp55)	-0.045	12-16,26-30,56-60,82-86	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00918 Ntermext	0.000	No mitochondrial presequence	21(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00919 Ntermext	0.003	No mitochondrial presequence	50(MPP)	0.120	3-7	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00920 Ntermext	0.007	No mitochondrial presequence	15(MPP)	0.067	67-71	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00921 Ntermext	0.141	No mitochondrial presequence	15(MPP)	0.133	12-16,48-52	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00922 Ntermext	0.000	No mitochondrial presequence	78(MPP)	0.103	54-58	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00923 Ntermext	0.000	No mitochondrial presequence	94(MPP), 95(Icp55)	-0.053		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00924 Ntermext	0.441	Possessing mitochondrial presequence	11(MPP)	0.273	20-24	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00925 Ntermext	0.007	No mitochondrial presequence	44(MPP)	0.159	57-61	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00926 Ntermext	0.000	No mitochondrial presequence	42(MPP)	-0.214	1-5	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00927 Ntermext	0.032	No mitochondrial presequence	20(MPP)	0.200		1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00928 Ntermext	0.000	No mitochondrial presequence	60(MPP)	-0.033		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00929 Ntermext	0.000	No mitochondrial presequence	26(MPP)	-0.038		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00930 Ntermext	0.000	No mitochondrial presequence	43(MPP)	0.070	48-52,68-72,94-98	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00931 Ntermext	0.128	No mitochondrial presequence	39(MPP)	0.103	36-40,39-43	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00932 Ntermext	0.000	No mitochondrial presequence	14(MPP)	0.357		20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00934 Ntermext	0.003	No mitochondrial presequence	52(MPP), 53(Icp55)	-0.019	70-74,88-92	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00935 Ntermext	0.000	No mitochondrial presequence	17(MPP), 18(Icp55)	0.000		3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00936 Ntermext	0.999	Possessing mitochondrial presequence	37(MPP)	0.162	34-38	4-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00937 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.118	29-33	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00938 Ntermext	0.053	No mitochondrial presequence	39(MPP)	0.256	16-20,19-23,73-77	16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00939 Ntermext	0.004	No mitochondrial presequence	11(MPP)	0.091		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00940 Ntermext	0.293	No mitochondrial presequence	50(MPP)	0.120	11-15,37-41	7-16-high	-	-	-	-	11-16	-	-	-	-	-	-	-	-	-	
NCU00941 Ntermext	0.166	No mitochondrial presequence	11(MPP)	0.273	9-13,66-70	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00943 Ntermext	0.141	No mitochondrial presequence	52(MPP), 60(Oct1)	0.000	2-6	1-10-high	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
NCU00944 Ntermext	0.415	Possessing mitochondrial presequence	30(MPP)	0.333	30-34,56-60	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00945 Ntermext	0.000	No mitochondrial presequence	72(MPP)	0.083	73-77,76-80	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00946 Ntermext	0.000	No mitochondrial presequence	71(MPP)	0.042	89-93	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00947 Ntermext	0.372	No mitochondrial presequence	53(MPP)	0.226	50-54,62-66	16-25-high	-	-	-	-	-	16-21	-	-	-	-	-	-	-	15-20	
NCU00948 Ntermext	0.096	No mitochondrial presequence	20(MPP)	0.100	42-46	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00949 Ntermext	0.030	No mitochondrial presequence	20(MPP)	-0.050	65-69	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00950 Ntermext	0.034	No mitochondrial presequence	20(MPP)	0.100		9-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00951 Ntermext	0.000	No mitochondrial presequence	76(MPP)	0.066		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00952 Ntermext	0.969	Possessing mitochondrial presequence	25(MPP)	0.160	2-6,22-26	2-13-high	-	-	-	-	-	-	-	-	-	-	-	1-6	2-7	-	
NCU00953 Ntermext	0.003	No mitochondrial presequence	28(MPP)	-0.071	25-29	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00954 Ntermext	0.000	No mitochondrial presequence	46(MPP)	0.043		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00955 Ntermext	0.000	No mitochondrial presequence	48(MPP)	-0.042		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00956 Ntermext	0.003	No mitochondrial presequence	81(MPP)	-0.074	74-78	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00957 Ntermext	0.000	No mitochondrial presequence	15(MPP), 16(Icp55)	0.067	86-90	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU00958 Ntermext	0.969	Possessing mitochondrial presequence	40(MPP)	0.125	6-10	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
