Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
YDR234W Protein	0.996	Possessing mitochondrial presequence	10(MPP), 18(Oct1)	0.200	64-68	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR235W Protein	0.007	No mitochondrial presequence	58(MPP)	0.052	30-34,52-56	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR236C Protein	0.011	No mitochondrial presequence	23(MPP)	0.043		7-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR237W Protein	0.996	Possessing mitochondrial presequence	11(MPP), 19(Oct1)	0.182	29-33	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR238C Protein	0.000	No mitochondrial presequence	67(MPP)	-0.060	28-32,61-65,64-68,76-80,87-91	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR239C Protein	0.012	No mitochondrial presequence	18(MPP)	0.222		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR240C Protein	0.031	No mitochondrial presequence	7(MPP), 8(Icp55)	0.571	89-93	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR241W Protein	0.152	No mitochondrial presequence	19(MPP)	0.105	37-41	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR242W Protein	0.036	No mitochondrial presequence	36(MPP)	0.111	85-89	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR243C Protein	0.000	No mitochondrial presequence	33(MPP)	0.121		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR244W Protein	0.000	No mitochondrial presequence	71(MPP)	0.028	68-72	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR245W Protein	0.000	No mitochondrial presequence	75(MPP)	0.080	50-54	12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR246W Protein	0.012	No mitochondrial presequence	20(MPP), 21(Icp55)	0.050		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR246W-A Protein	0.602	Possessing mitochondrial presequence	39(MPP)	0.128	1-5,5-9	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR247W Protein	0.132	No mitochondrial presequence	29(MPP)	0.034	26-30,39-43,71-75	14-26-low	-	-	-	-	-	3-8	-	-	-	2-7	-	-	-	-	
YDR248C Protein	0.004	No mitochondrial presequence	62(MPP)	0.000	74-78	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR249C Protein	0.254	No mitochondrial presequence	25(MPP)	0.200	22-26,79-83,95-99	21-30-high	24-29	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR250C Protein	0.000	No mitochondrial presequence	38(MPP)	-0.026	35-39	9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR251W Protein	0.022	No mitochondrial presequence	23(MPP)	0.043	4-8	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR252W Protein	0.000	No mitochondrial presequence	26(MPP)	0.192		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR253C Protein	0.000	No mitochondrial presequence	44(MPP)	-0.068		8-18-low	-	-	-	-	-	-	-	8-13	-	7-12	-	-	-	-	
YDR254W Protein	0.005	No mitochondrial presequence	69(MPP)	-0.043	72-76	20-29-high	-	-	-	-	-	-	20-25	-	-	19-24	-	-	-	-	
YDR255C Protein	0.000	No mitochondrial presequence	75(MPP)	0.027	12-16,26-30	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR256C Protein	0.000	No mitochondrial presequence	18(MPP)	-0.056		20-30-low	20-25	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR257C Protein	0.000	No mitochondrial presequence	7(MPP)	-0.286		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR258C Protein	0.996	Possessing mitochondrial presequence	81(MPP)	0.173	10-14,47-51	7-16-high	-	-	-	-	-	-	-	1-6	-	-	-	-	10-15	-	
YDR259C Protein	0.000	No mitochondrial presequence	9(MPP)	0.111		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR260C Protein	0.003	No mitochondrial presequence	15(MPP)	0.067		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR261C Protein	0.000	No mitochondrial presequence	77(MPP)	0.000		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR262W Protein	0.016	No mitochondrial presequence	26(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR263C Protein	0.012	No mitochondrial presequence	13(MPP)	0.154	19-23	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR264C Protein	0.000	No mitochondrial presequence	11(MPP)	-0.091		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR265W Protein	0.009	No mitochondrial presequence	20(MPP)	0.150	49-53,69-73	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR266C Protein	0.000	No mitochondrial presequence	18(MPP)	0.111		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR267C Protein	0.065	No mitochondrial presequence	63(MPP)	0.048		6-17-low	-	8-13	-	-	-	6-11	-	-	-	-	-	-	-	5-10	
YDR268W Protein	0.222	No mitochondrial presequence	15(MPP)	0.267	7-11,55-59	5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR269C Protein	0.000	No mitochondrial presequence	82(MPP)	-0.012	67-71,71-75,91-95	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR270W Protein	0.021	No mitochondrial presequence	26(MPP)	0.038		18-27-high	-	-	24-29	-	-	-	-	-	-	-	-	-	-	-	
YDR271C Protein	0.013	No mitochondrial presequence	50(MPP)	0.020		8-17-low	-	-	-	-	-	-	8-13	-	-	7-12	-	-	-	-	
YDR272W Protein	0.010	No mitochondrial presequence	10(MPP)	0.300	71-75	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR273W Protein	0.000	No mitochondrial presequence	7(MPP)	0.571	81-85	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR274C Protein	0.422	Possessing mitochondrial presequence	30(MPP)	0.067	54-58,85-89	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR275W Protein	0.005	No mitochondrial presequence	9(MPP)	0.333	7-11,40-44,44-48	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR276C Protein	0.000	No mitochondrial presequence	25(MPP)	0.040		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR277C Protein	0.007	No mitochondrial presequence	19(MPP)	0.158		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR278C Protein	0.006	No mitochondrial presequence	16(MPP)	0.125		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR279W Protein	0.000	No mitochondrial presequence	57(MPP)	-0.035		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR280W Protein	0.000	No mitochondrial presequence	21(MPP)	-0.048		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR281C Protein	0.000	No mitochondrial presequence	52(MPP)	-0.135		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR282C Protein	0.843	Possessing mitochondrial presequence	21(MPP)	0.190		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR283C Protein	0.000	No mitochondrial presequence	24(MPP)	-0.125		8-19-low	-	-	-	-	-	-	21-26	-	-	-	-	-	-	-	
YDR284C Protein	0.066	No mitochondrial presequence	44(MPP)	0.045		6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR285W Protein	0.000	No mitochondrial presequence	26(MPP)	0.154		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR286C Protein	0.806	Possessing mitochondrial presequence	7(MPP)	0.286	1-5,92-96,95-99	1-10-high	-	-	-	-	1-6	-	-	-	-	-	-	-	-	-	
YDR287W Protein	0.009	No mitochondrial presequence	21(MPP)	-0.095		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR288W Protein	0.000	No mitochondrial presequence	34(MPP)	-0.059	18-22,28-32,31-35,69-73	17-26-low	-	-	-	-	18-23	-	-	-	-	-	-	-	-	-	
YDR289C Protein	0.000	No mitochondrial presequence	57(MPP)	0.035	25-29,36-40,64-68,83-87	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR290W Protein	0.008	No mitochondrial presequence	18(MPP)	0.056		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR291W Protein	0.008	No mitochondrial presequence	33(MPP)	0.091	82-86	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR292C Protein	0.000	No mitochondrial presequence	45(MPP)	0.044		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR293C Protein	0.003	No mitochondrial presequence	40(MPP)	0.125		9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR294C Protein	0.005	No mitochondrial presequence	88(MPP)	0.045	65-69,75-79,96-100	11-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR295C Protein	0.004	No mitochondrial presequence	83(MPP)	0.060	92-96	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR296W Protein	0.012	No mitochondrial presequence	57(MPP)	0.088	50-54,70-74	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR297W Protein	0.015	No mitochondrial presequence	38(MPP)	0.079	25-29,66-70	15-24-low	-	-	-	-	25-30	-	-	-	-	-	-	-	-	-	
YDR298C Protein	0.999	Possessing mitochondrial presequence	16(MPP)	0.188	2-6,18-22,70-74	6-15-high	-	-	-	-	-	-	-	-	-	-	-	1-6,17-22	2-7	-	
YDR299W Protein	0.000	No mitochondrial presequence	88(MPP)	-0.080		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR300C Protein	0.000	No mitochondrial presequence	47(MPP)	0.064		13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR301W Protein	0.000	No mitochondrial presequence	34(MPP)	-0.147		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR302W Protein	0.096	No mitochondrial presequence	9(MPP)	0.556		5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR303C Protein	0.007	No mitochondrial presequence	63(MPP)	0.159		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR304C Protein	0.000	No mitochondrial presequence	50(MPP)	-0.040	47-51,84-88	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR305C Protein	0.217	No mitochondrial presequence	55(MPP)	0.164	18-22,78-82	7-16-high	-	-	-	-	-	-	-	-	-	-	-	17-22	-	-	
YDR306C Protein	0.007	No mitochondrial presequence	16(MPP)	0.438	14-18	8-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR307W Protein	0.025	No mitochondrial presequence	12(MPP)	0.250	10-14,75-79	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR308C Protein	0.000	No mitochondrial presequence	35(MPP)	-0.057	73-77	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR309C Protein	0.000	No mitochondrial presequence	86(MPP)	-0.070	30-34	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR310C Protein	0.000	No mitochondrial presequence	18(MPP)	-0.111		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR311W Protein	0.000	No mitochondrial presequence	31(MPP)	-0.065	59-63	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR312W Protein	0.012	No mitochondrial presequence	10(MPP)	0.600	79-83	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR313C Protein	0.006	No mitochondrial presequence	41(MPP)	0.024	42-46	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR314C Protein	0.000	No mitochondrial presequence	72(MPP)	-0.167	2-6	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR315C Protein	0.038	No mitochondrial presequence	24(MPP)	0.000	21-25,86-90	2-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR316W Protein	0.977	Possessing mitochondrial presequence	31(MPP), 32(Icp55)	0.161		4-15-high	-	-	-	-	-	-	-	-	2-7,10-15	-	1-6	-	-	-	
YDR317W Protein	0.000	No mitochondrial presequence	69(MPP)	0.014		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR318W Protein	0.000	No mitochondrial presequence	81(MPP)	-0.136		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR319C Protein	0.106	No mitochondrial presequence	11(MPP)	0.273	76-80	18-29-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
YDR320C Protein	0.000	No mitochondrial presequence	45(MPP)	0.000	5-9	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR320C-A Protein	0.021	No mitochondrial presequence	23(MPP)	0.043	13-17	11-20-high	-	-	-	-	-	-	-	-	-	-	-	12-17	-	-	
YDR320W-B Protein	0.011	No mitochondrial presequence	34(MPP)	0.088	3-7	3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR321W Protein	0.000	No mitochondrial presequence	52(MPP)	-0.058	66-70,94-98	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR322W Protein	0.747	Possessing mitochondrial presequence	29(MPP)	0.138		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR322C-A Protein	0.012	No mitochondrial presequence	22(MPP)	0.091	80-84	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR323C Protein	0.000	No mitochondrial presequence	14(MPP)	0.000		16-25-low	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-	
YDR324C Protein	0.033	No mitochondrial presequence	38(MPP)	0.211		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR325W Protein	0.000	No mitochondrial presequence	33(MPP)	0.000	58-62,62-66,78-82	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR326C Protein	0.032	No mitochondrial presequence	11(MPP), 12(Icp55)	0.273		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR327W Protein	0.009	No mitochondrial presequence	35(MPP)	0.114		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR328C Protein	0.000	No mitochondrial presequence	16(MPP)	-0.062	87-91	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR329C Protein	0.360	No mitochondrial presequence	42(MPP)	0.167	39-43,81-85	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR330W Protein	0.000	No mitochondrial presequence	82(MPP)	-0.122		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR331W Protein	0.000	No mitochondrial presequence	54(MPP)	0.019	52-56	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR332W Protein	0.664	Possessing mitochondrial presequence	27(MPP), 28(Icp55)	0.185	24-28	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR333C Protein	0.020	No mitochondrial presequence	8(MPP)	0.375		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR334W Protein	0.000	No mitochondrial presequence	39(MPP)	0.026	57-61	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR335W Protein	0.000	No mitochondrial presequence	27(MPP)	0.000	29-33,58-62,67-71,86-90	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR336W Protein	0.311	No mitochondrial presequence	8(MPP)	0.125	5-9,83-87	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR337W Protein	0.996	Possessing mitochondrial presequence	25(MPP), 33(Oct1)	0.160	37-41,76-80	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR338C Protein	0.089	No mitochondrial presequence	29(MPP)	0.103		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR339C Protein	0.144	No mitochondrial presequence	16(MPP)	0.438		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR340W Protein	0.006	No mitochondrial presequence	18(MPP)	-0.056	37-41	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR341C Protein	0.000	No mitochondrial presequence	37(MPP)	0.000		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR342C Protein	0.000	No mitochondrial presequence	58(MPP)	-0.121		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR343C Protein	0.000	No mitochondrial presequence	58(MPP)	-0.121		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR344C Protein	0.039	No mitochondrial presequence	21(MPP)	0.048	12-16,64-68	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR345C Protein	0.000	No mitochondrial presequence	95(MPP)	-0.063		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR346C Protein	0.064	No mitochondrial presequence	40(MPP)	0.050	1-5	19-28-low	-	-	2-7	-	1-6	-	24-29	-	-	-	-	-	-	-	
YDR347W Protein	0.996	Possessing mitochondrial presequence	12(MPP), 13(Icp55)	0.333	37-41	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR348C Protein	0.000	No mitochondrial presequence	21(MPP)	0.095		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR349C Protein	0.000	No mitochondrial presequence	71(MPP)	0.014		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR350C Protein	0.518	Possessing mitochondrial presequence	41(MPP), 42(Icp55)	0.098	1-5,5-9	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR351W Protein	0.024	No mitochondrial presequence	81(MPP)	0.099	3-7	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR352W Protein	0.010	No mitochondrial presequence	37(MPP)	-0.027		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR353W Protein	0.008	No mitochondrial presequence	73(MPP)	-0.041		1-10-low	-	-	-	-	-	-	14-19	-	-	-	-	-	-	-	
YDR354W Protein	0.000	No mitochondrial presequence	62(MPP)	-0.016	75-79	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR354C-A Protein	0.000	No mitochondrial presequence	28(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR355C Protein	0.000	No mitochondrial presequence	63(MPP)	-0.016		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR356W Protein	0.004	No mitochondrial presequence	70(MPP), 71(Icp55)	0.029		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR357C Protein	0.000	No mitochondrial presequence	10(MPP)	-0.100		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR358W Protein	0.003	No mitochondrial presequence	32(MPP)	0.156	26-30,64-68	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR359C Protein	0.000	No mitochondrial presequence	77(MPP)	0.000	85-89	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR360W Protein	0.041	No mitochondrial presequence	9(MPP)	0.111		9-18-low	-	-	-	-	-	-	-	-	-	5-10,25-30	-	-	-	-	
YDR361C Protein	0.000	No mitochondrial presequence	73(MPP)	-0.164		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR362C Protein	0.000	No mitochondrial presequence	41(MPP)	0.171		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR363W Protein	0.000	No mitochondrial presequence	50(MPP)	-0.260		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR363W-A Protein	0.000	No mitochondrial presequence	84(MPP)	-0.179		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR364C Protein	0.000	No mitochondrial presequence	48(MPP)	-0.083	93-97	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR365C Protein	0.000	No mitochondrial presequence	15(MPP)	0.000	72-76	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR366C Protein	0.011	No mitochondrial presequence	32(MPP)	0.062	29-33,37-41,57-61,67-71,72-76,87-91	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR367W Protein	0.000	No mitochondrial presequence	43(MPP), 44(Icp55)	0.047		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR368W Protein	0.012	No mitochondrial presequence	30(MPP)	0.100	62-66	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR369C Protein	0.105	No mitochondrial presequence	33(MPP)	0.030		16-25-low	-	-	-	-	-	-	-	24-29	-	-	-	-	-	23-28	
YDR370C Protein	0.000	No mitochondrial presequence	48(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR371W Protein	0.041	No mitochondrial presequence	10(MPP)	0.100	15-19,34-38	13-22-low	-	-	-	-	-	-	-	-	-	-	-	14-19	-	-	
YDR371C-A Protein	0.008	No mitochondrial presequence	26(MPP)	0.038	16-20	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR372C Protein	0.003	No mitochondrial presequence	12(MPP)	0.333		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR373W Protein	0.003	No mitochondrial presequence	26(MPP)	0.077	48-52,65-69	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR374C Protein	0.035	No mitochondrial presequence	24(MPP)	0.042		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR374W-A Protein	0.000	No mitochondrial presequence	13(MPP), 14(Icp55)	-0.077	54-58	20-29-low	-	-	-	-	-	-	-	10-15	-	9-14	-	-	-	-	
YDR375C Protein	0.000	No mitochondrial presequence	36(MPP)	-0.083	38-42,75-79	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR376W Protein	0.996	Possessing mitochondrial presequence	8(MPP)	0.125	31-35	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR377W Protein	0.996	Possessing mitochondrial presequence	6(MPP)	0.333	3-7,27-31,33-37,72-76	2-11-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
YDR378C Protein	0.000	No mitochondrial presequence	38(MPP)	0.026		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR379W Protein	0.000	No mitochondrial presequence	16(MPP)	-0.062	95-99	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR379C-A Protein	0.869	Possessing mitochondrial presequence	22(MPP)	0.182	12-16,56-60	8-17-high	-	-	-	-	12-17	-	-	-	-	-	-	-	-	-	
YDR380W Protein	0.033	No mitochondrial presequence	35(MPP), 36(Icp55)	0.029	6-10,32-36	6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR381W Protein	0.012	No mitochondrial presequence	46(MPP)	0.152	65-69,68-72	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR381C-A Protein	0.262	No mitochondrial presequence	34(MPP)	0.147		3-12-high	-	-	-	-	-	-	25-30	-	-	24-29	-	-	-	-	
YDR382W Protein	0.000	No mitochondrial presequence	39(MPP)	-0.051		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR383C Protein	0.000	No mitochondrial presequence	41(MPP)	-0.195	38-42	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR384C Protein	0.000	No mitochondrial presequence	60(MPP)	-0.033		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR385W Protein	0.011	No mitochondrial presequence	11(MPP)	0.000		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR386W Protein	0.000	No mitochondrial presequence	39(MPP)	-0.026		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR387C Protein	0.000	No mitochondrial presequence	8(MPP)	-0.500		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR388W Protein	0.105	No mitochondrial presequence	56(MPP)	0.018	6-10	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	6-11	-	
YDR389W Protein	0.071	No mitochondrial presequence	68(MPP), 69(Icp55)	0.118		21-30-high	-	-	-	-	-	-	25-30	-	-	-	-	-	-	24-29	
YDR390C Protein	0.000	No mitochondrial presequence	24(MPP)	0.083	80-84	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR391C Protein	0.000	No mitochondrial presequence	67(MPP)	0.045	30-34,46-50,51-55	3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR392W Protein	0.000	No mitochondrial presequence	55(MPP)	-0.036		5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR393W Protein	0.987	Possessing mitochondrial presequence	30(MPP), 38(Oct1)	0.167	1-5,17-21	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR394W Protein	0.000	No mitochondrial presequence	89(MPP)	-0.011	10-14	21-30-high	-	-	-	-	-	-	19-24	-	-	-	-	-	-	-	
YDR395W Protein	0.000	No mitochondrial presequence	57(MPP)	-0.070		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR396W Protein	0.000	No mitochondrial presequence	55(MPP)	-0.109		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR397C Protein	0.000	No mitochondrial presequence	35(MPP)	-0.086	15-19,69-73	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	15-20	-	
YDR398W Protein	0.000	No mitochondrial presequence	37(MPP)	0.000	62-66	5-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR399W Protein	0.000	No mitochondrial presequence	49(MPP)	0.061		14-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR400W Protein	0.000	No mitochondrial presequence	54(MPP)	-0.074		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR401W Protein	0.069	No mitochondrial presequence	22(MPP)	0.136		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR402C Protein	0.000	No mitochondrial presequence	61(MPP)	-0.033	3-7,68-72	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR403W Protein	0.000	No mitochondrial presequence	54(MPP)	-0.037	44-48	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR404C Protein	0.008	No mitochondrial presequence	59(MPP)	0.000		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDR405W Protein	0.996	Possessing mitochondrial presequence	33(MPP), 34(Icp55)	0.121		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
