Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
C1_04450C_A Ntermext	0.005	No mitochondrial presequence	39(MPP)	0.051	40-44	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04460C_A Ntermext	0.000	No mitochondrial presequence	22(MPP)	0.091	1-5,52-56,56-60,82-86	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04470C_A Ntermext	0.024	No mitochondrial presequence	10(MPP)	0.200	87-91	18-27-low	-	6-11	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04480C_A Ntermext	0.000	No mitochondrial presequence	79(MPP)	0.038		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04490W_A Ntermext	0.009	No mitochondrial presequence	25(MPP), 26(Icp55)	0.040	15-19,61-65	7-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04500W_A Ntermext	0.007	No mitochondrial presequence	41(MPP), 42(Icp55)	0.049	26-30,64-68,67-71,95-99	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04510W_A Ntermext	0.133	No mitochondrial presequence	25(MPP)	0.200	64-68	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04520C_A Ntermext	0.000	No mitochondrial presequence	28(MPP)	0.036	91-95	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04530C_A Ntermext	0.000	No mitochondrial presequence	73(MPP)	-0.027		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04540C_A Ntermext	0.000	No mitochondrial presequence	21(MPP)	0.095		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04550W_A Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.022		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04560W_A Ntermext	0.000	No mitochondrial presequence	94(MPP)	-0.085	76-80	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04570C_A Ntermext	0.019	No mitochondrial presequence	11(MPP)	0.091	93-97	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04580C_A Ntermext	0.016	No mitochondrial presequence	12(MPP)	0.083	55-59	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04590W_A Ntermext	0.046	No mitochondrial presequence	60(MPP)	0.067		3-12-high	-	-	-	-	-	-	3-8	-	-	2-7	-	-	-	-	
C1_04600C_A Ntermext	0.972	Possessing mitochondrial presequence	20(MPP)	0.200		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04610W_A Ntermext	0.025	No mitochondrial presequence	44(MPP)	0.182	28-32,63-67	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04620W_A Ntermext	0.000	No mitochondrial presequence	11(MPP)	0.182		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04630C_A Ntermext	0.007	No mitochondrial presequence	83(MPP)	0.012	20-24,59-63	18-28-high	13-18	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04640W_A Ntermext	0.015	No mitochondrial presequence	8(MPP)	0.000		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04650W_A Ntermext	0.000	No mitochondrial presequence	37(MPP)	0.027		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04660W_A Ntermext	0.009	No mitochondrial presequence	13(MPP)	0.000		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04670W_A Ntermext	0.000	No mitochondrial presequence	21(MPP)	-0.048	26-30	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04680W_A Ntermext	0.044	No mitochondrial presequence	46(MPP)	0.152	44-48,70-74	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04690C_A Ntermext	0.009	No mitochondrial presequence	46(MPP)	0.043	3-7	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04700C_A Ntermext	0.000	No mitochondrial presequence	84(MPP)	-0.143		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04710C_A Ntermext	0.000	No mitochondrial presequence	44(MPP)	0.114		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04720W_A Ntermext	0.000	No mitochondrial presequence	29(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04730C_A Ntermext	0.048	No mitochondrial presequence	53(MPP)	-0.038	70-74	5-14-high	-	-	-	-	-	-	5-10	-	-	4-9	-	-	-	-	
C1_04740W_A Ntermext	0.015	No mitochondrial presequence	68(MPP)	0.015	1-5,65-69,91-95	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04750W_A Ntermext	0.000	No mitochondrial presequence	31(MPP)	0.000	5-9	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04760C_A Ntermext	0.000	No mitochondrial presequence	62(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04770C_A Ntermext	0.000	No mitochondrial presequence	10(MPP)	-0.300	13-17,79-83,95-99	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04780C_A Ntermext	0.019	No mitochondrial presequence	36(MPP)	0.111		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04790W_A Ntermext	0.017	No mitochondrial presequence	41(MPP)	0.073	49-53,82-86	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04800C_A Ntermext	0.066	No mitochondrial presequence	24(MPP)	0.042	3-7	2-11-low	-	-	-	-	-	-	-	-	-	-	-	2-7	3-8	-	
C1_04810W_A Ntermext	0.000	No mitochondrial presequence	84(MPP), 85(Icp55)	0.119		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04820C_A Ntermext	0.031	No mitochondrial presequence	18(MPP), 26(Oct1)	0.167	10-14,46-50	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04830W_A Ntermext	0.013	No mitochondrial presequence	21(MPP)	0.095	68-72,71-75,93-97	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04840C_A Ntermext	0.000	No mitochondrial presequence	38(MPP), 39(Icp55)	0.105		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04860W_A Ntermext	0.000	No mitochondrial presequence	92(MPP)	-0.098	34-38	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04870W_A Ntermext	0.000	No mitochondrial presequence	43(MPP)	0.000	1-5	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04880C_A Ntermext	0.757	Possessing mitochondrial presequence	8(MPP)	0.125		14-23-high	-	-	-	-	-	-	-	5-10	-	-	-	-	-	4-9	
C1_04890W_A Ntermext	0.011	No mitochondrial presequence	68(MPP)	0.118	95-99	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04900W_A Ntermext	0.004	No mitochondrial presequence	32(MPP)	0.094	34-38	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04910C_A Ntermext	0.005	No mitochondrial presequence	34(MPP)	0.059		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04930C_A Ntermext	0.011	No mitochondrial presequence	36(MPP)	-0.028	30-34,61-65,96-100	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04940C_A Ntermext	0.000	No mitochondrial presequence	33(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04950C_A Ntermext	0.631	Possessing mitochondrial presequence	10(MPP)	0.100	7-11	3-12-high	-	-	-	-	7-12	-	-	-	-	-	-	-	-	-	
C1_04960C_A Ntermext	0.000	No mitochondrial presequence	65(MPP)	-0.108		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04970W_A Ntermext	0.000	No mitochondrial presequence	65(MPP), 66(Icp55)	-0.092		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04980C_A Ntermext	0.018	No mitochondrial presequence	60(MPP)	0.100	29-33	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_04990C_A Ntermext	0.005	No mitochondrial presequence	33(MPP)	0.061		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05000W_A Ntermext	0.099	No mitochondrial presequence	45(MPP)	0.133	60-64	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05010C_A Ntermext	0.009	No mitochondrial presequence	40(MPP)	0.025		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05020C_A Ntermext	0.075	No mitochondrial presequence	33(MPP)	0.121	91-95	10-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05030C_A Ntermext	0.000	No mitochondrial presequence	31(MPP)	-0.032		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05050C_A Ntermext	0.032	No mitochondrial presequence	60(MPP)	0.067	51-55	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05060W_A Ntermext	0.052	No mitochondrial presequence	53(MPP)	0.094	18-22	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05070C_A Ntermext	0.125	No mitochondrial presequence	29(MPP)	0.069	60-64	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05080W_A Ntermext	0.004	No mitochondrial presequence	61(MPP), 62(Icp55)	-0.082	38-42	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05090W_A Ntermext	0.006	No mitochondrial presequence	51(MPP)	0.157		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05100W_A Ntermext	0.009	No mitochondrial presequence	27(MPP)	0.037	39-43,87-91	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05110C_A Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.043	81-85,95-99	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05120W_A Ntermext	0.031	No mitochondrial presequence	10(MPP), 11(Icp55)	0.000	63-67,70-74	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05130W_A Ntermext	0.009	No mitochondrial presequence	37(MPP)	0.108	3-7,63-67,76-80,92-96	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05140W_A Ntermext	0.000	No mitochondrial presequence	43(MPP)	0.023		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05150C_A Ntermext	0.020	No mitochondrial presequence	39(MPP)	0.051	85-89	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05160C_A Ntermext	0.754	Possessing mitochondrial presequence	19(MPP)	0.211		21-30-low	-	-	-	-	-	-	-	-	3-8	-	-	-	-	-	
C1_05170C_A Ntermext	0.000	No mitochondrial presequence	91(MPP)	-0.077		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05180C_A Ntermext	0.004	No mitochondrial presequence	48(MPP)	0.042		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05190C_A Ntermext	0.000	No mitochondrial presequence	32(MPP)	-0.156	35-39,41-45	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05200C_A Ntermext	0.000	No mitochondrial presequence	37(MPP)	0.135		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05210C_A Ntermext	0.595	Possessing mitochondrial presequence	37(MPP)	0.108		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05220C_A Ntermext	0.043	No mitochondrial presequence	36(MPP)	0.167	26-30,38-42	2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05230W_A Ntermext	0.000	No mitochondrial presequence	74(MPP)	-0.014	35-39	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05240C_A Ntermext	0.005	No mitochondrial presequence	9(MPP)	0.333	10-14,47-51	7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05250W_A Ntermext	0.035	No mitochondrial presequence	20(MPP)	0.200	1-5,86-90	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05260C_A Ntermext	0.987	Possessing mitochondrial presequence	16(MPP), 24(Oct1)	0.250	13-17,80-84	10-19-high	15-20	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05270C_A Ntermext	0.277	No mitochondrial presequence	56(MPP)	0.161	14-18,95-99	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05280W_A Ntermext	0.011	No mitochondrial presequence	62(MPP)	0.065	22-26,86-90	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05290W_A Ntermext	0.736	Possessing mitochondrial presequence	24(MPP), 32(Oct1)	0.125	21-25,29-33	20-29-high	-	-	-	-	21-26	-	-	-	-	-	-	-	-	-	
C1_05300C_A Ntermext	0.012	No mitochondrial presequence	22(MPP)	0.045		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05320C_A Ntermext	0.000	No mitochondrial presequence	37(MPP)	-0.081		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05330C_A Ntermext	0.014	No mitochondrial presequence	16(MPP)	0.500	14-18	14-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05340C_A Ntermext	0.244	No mitochondrial presequence	44(MPP)	0.250	1-5,4-8	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05350W_A Ntermext	0.006	No mitochondrial presequence	38(MPP)	0.053		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05360C_A Ntermext	0.000	No mitochondrial presequence	19(MPP)	0.368		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05370C_A Ntermext	0.000	No mitochondrial presequence	94(MPP)	0.043		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05380C_A Ntermext	0.028	No mitochondrial presequence	53(MPP), 54(Icp55)	0.132		17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05390C_A Ntermext	0.000	No mitochondrial presequence	32(MPP)	-0.188		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05400C_A Ntermext	0.200	No mitochondrial presequence	29(MPP), 30(Icp55)	0.138	19-23	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05410C_A Ntermext	0.096	No mitochondrial presequence	41(MPP)	0.098	22-26	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05420W_A Ntermext	0.013	No mitochondrial presequence	11(MPP)	0.182	25-29	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05430W_A Ntermext	0.076	No mitochondrial presequence	63(MPP)	0.079		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05440C_A Ntermext	0.009	No mitochondrial presequence	78(MPP)	0.077		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05450W_A Ntermext	0.000	No mitochondrial presequence	88(MPP)	-0.080		1-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05460W_A Ntermext	0.003	No mitochondrial presequence	29(MPP)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05470W_A Ntermext	0.000	No mitochondrial presequence	38(MPP)	-0.132		10-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05480C_A Ntermext	0.048	No mitochondrial presequence	36(MPP)	0.056	17-21,61-65	17-28-high	-	-	-	-	-	-	-	-	-	-	-	16-21	-	-	
C1_05490C_A Ntermext	0.037	No mitochondrial presequence	36(MPP)	0.083		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05500W_A Ntermext	0.175	No mitochondrial presequence	18(MPP)	0.389	20-24	14-23-low	-	-	-	-	-	-	-	-	-	-	-	19-24	-	-	
C1_05510C_A Ntermext	0.032	No mitochondrial presequence	12(MPP)	0.250	57-61	17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05520W_A Ntermext	0.000	No mitochondrial presequence	51(MPP)	0.039	60-64	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05530C_A Ntermext	0.000	No mitochondrial presequence	73(MPP)	-0.027	12-16	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05540C_A Ntermext	0.003	No mitochondrial presequence	17(MPP)	0.235	9-13	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05560W_A Ntermext	0.023	No mitochondrial presequence	25(MPP)	0.120		9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05600W_A Ntermext	0.000	No mitochondrial presequence	60(MPP)	-0.033	46-50,81-85	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05610W_A Ntermext	0.009	No mitochondrial presequence	45(MPP)	0.067	7-11,18-22	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05620C_A Ntermext	0.014	No mitochondrial presequence	29(MPP)	0.069	82-86	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05630C_A Ntermext	0.000	No mitochondrial presequence	67(MPP), 68(Icp55)	0.000	65-69	4-13-low	-	-	-	-	-	-	-	23-28	-	-	-	-	-	22-27	
C1_05640C_A Ntermext	0.000	No mitochondrial presequence	8(MPP)	-0.375		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05650W_A Ntermext	0.014	No mitochondrial presequence	9(MPP)	0.111		4-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05660C_A Ntermext	0.004	No mitochondrial presequence	56(MPP)	0.036		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05670W_A Ntermext	0.008	No mitochondrial presequence	65(MPP)	0.031		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05680C_A Ntermext	0.138	No mitochondrial presequence	27(MPP), 35(Oct1)	0.000	81-85,95-99	20-29-high	-	-	-	-	-	-	-	20-25	-	19-24	-	-	-	-	
C1_05690C_A Ntermext	0.000	No mitochondrial presequence	64(MPP)	-0.016	44-48	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05700W_A Ntermext	0.009	No mitochondrial presequence	26(MPP)	0.077	19-23	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05710C_A Ntermext	0.003	No mitochondrial presequence	91(MPP), 92(Icp55)	0.000	1-5	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05720W_A Ntermext	0.051	No mitochondrial presequence	56(MPP)	0.179	22-26,54-58,67-71	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05740C_A Ntermext	0.025	No mitochondrial presequence	43(MPP)	0.000	30-34,95-99	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05750C_A Ntermext	0.040	No mitochondrial presequence	68(MPP), 76(Oct1)	0.029		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05760C_A Ntermext	0.000	No mitochondrial presequence	59(MPP)	-0.017	3-7	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05770C_A Ntermext	0.000	No mitochondrial presequence	11(MPP), 12(Icp55)	0.091	75-79	5-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05780W_A Ntermext	0.004	No mitochondrial presequence	13(MPP)	0.077	94-98	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05790W_A Ntermext	0.085	No mitochondrial presequence	48(MPP)	0.146	1-5,7-11	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05800C_A Ntermext	0.011	No mitochondrial presequence	20(MPP)	0.050	44-48	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05810W_A Ntermext	0.000	No mitochondrial presequence	35(MPP)	-0.029		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05820C_A Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05830W_A Ntermext	0.000	No mitochondrial presequence	19(MPP)	-0.105		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05840W_A Ntermext	0.005	No mitochondrial presequence	24(MPP), 25(Icp55)	0.083	42-46	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05850W_A Ntermext	0.000	No mitochondrial presequence	33(MPP)	-0.030	92-96	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05860W_A Ntermext	0.289	No mitochondrial presequence	31(MPP)	0.129	11-15,46-50	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05870W_A Ntermext	0.194	No mitochondrial presequence	40(MPP)	0.125	5-9,41-45	14-23-high	-	-	-	-	-	-	18-23	-	-	-	-	-	-	17-22	
C1_05880W_A Ntermext	0.018	No mitochondrial presequence	44(MPP)	0.000	13-17,45-49	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05890W_A Ntermext	0.018	No mitochondrial presequence	89(MPP)	0.022	63-67	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05900W_A Ntermext	0.000	No mitochondrial presequence	22(MPP), 23(Icp55)	-0.045		8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05910W_A Ntermext	0.089	No mitochondrial presequence	16(MPP)	0.125	85-89	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05920W_A Ntermext	0.005	No mitochondrial presequence	36(MPP)	0.056	33-37	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05930C_A Ntermext	0.000	No mitochondrial presequence	79(MPP)	0.013		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05940W_A Ntermext	0.038	No mitochondrial presequence	18(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05950C_A Ntermext	0.024	No mitochondrial presequence	55(MPP), 56(Icp55)	0.036		1-10-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
C1_05960W_A Ntermext	0.000	No mitochondrial presequence	91(MPP)	-0.110	83-87	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05970W_A Ntermext	0.000	No mitochondrial presequence	83(MPP)	-0.036		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05980W_A Ntermext	0.004	No mitochondrial presequence	77(MPP)	-0.091		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05990C_A Ntermext	0.000	No mitochondrial presequence	37(MPP)	0.108		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06000W_A Ntermext	0.000	No mitochondrial presequence	58(MPP)	-0.121		4-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06010W_A Ntermext	0.005	No mitochondrial presequence	34(MPP)	0.029	7-11	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06020W_A Ntermext	0.000	No mitochondrial presequence	36(MPP)	0.083	80-84	7-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06030C_A Ntermext	0.007	No mitochondrial presequence	65(MPP)	0.046		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06040W_A Ntermext	0.004	No mitochondrial presequence	63(MPP), 64(Icp55)	0.000	64-68	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06050C_A Ntermext	0.274	No mitochondrial presequence	26(MPP)	0.154	9-13	9-18-high	-	-	-	-	-	-	23-28	-	-	-	-	-	-	-	
C1_06060C_A Ntermext	0.988	Possessing mitochondrial presequence	54(MPP), 55(Icp55)	0.148	51-55	6-16-high	-	-	-	-	-	6-11	-	19-24	-	-	-	-	-	5-10,18-23	
C1_06070W_A Ntermext	0.774	Possessing mitochondrial presequence	25(MPP)	0.160	90-94	1-10-high	-	-	9-14	-	-	-	1-6	-	-	-	-	-	-	-	
C1_06080C_A Ntermext	0.008	No mitochondrial presequence	29(MPP)	-0.069	41-45,82-86	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06090C_A Ntermext	0.000	No mitochondrial presequence	55(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06100C_A Ntermext	0.000	No mitochondrial presequence	48(MPP)	0.042	68-72	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06110C_A Ntermext	0.025	No mitochondrial presequence	8(MPP)	0.125		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06120C_A Ntermext	0.004	No mitochondrial presequence	31(MPP), 39(Oct1)	0.129	9-13	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06130C_A Ntermext	0.000	No mitochondrial presequence	83(MPP)	0.024	74-78	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06140C_A Ntermext	0.033	No mitochondrial presequence	47(MPP)	0.043	30-34	12-21-low	-	-	-	-	-	-	-	5-10	-	4-9	-	-	-	-	
C1_06150W_A Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.065	29-33	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06160W_A Ntermext	0.000	No mitochondrial presequence	78(MPP)	-0.115		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06180W_A Ntermext	0.000	No mitochondrial presequence	34(MPP)	0.000	69-73	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06190C_A Ntermext	0.000	No mitochondrial presequence	48(MPP), 49(Icp55)	0.042		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06200W_A Ntermext	0.007	No mitochondrial presequence	62(MPP)	0.000	7-11,26-30	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06210W_A Ntermext	0.000	No mitochondrial presequence	55(MPP)	0.018		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06220C_A Ntermext	0.668	Possessing mitochondrial presequence	32(MPP), 33(Icp55)	0.125	2-6,8-12,20-24	19-29-high	-	-	-	-	-	-	-	-	-	-	-	19-24	20-25	-	
C1_06230C_A Ntermext	0.004	No mitochondrial presequence	76(MPP)	-0.026	54-58	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06250W_A Ntermext	0.026	No mitochondrial presequence	13(MPP)	0.154		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06260W_A Ntermext	0.000	No mitochondrial presequence	59(MPP)	0.017	56-60,71-75	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
