# Mitofates predictions for C. albicans SC5314
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
C1_05110C_A Protein	0.000	No mitochondrial presequence	46(MPP)	-0.043	81-85,95-99	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05120W_A Protein	0.031	No mitochondrial presequence	10(MPP), 11(Icp55)	0.000	63-67,70-74	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05130W_A Protein	0.009	No mitochondrial presequence	37(MPP)	0.108	3-7,63-67,76-80,92-96	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05140W_A Protein	0.000	No mitochondrial presequence	33(MPP)	0.061		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05150C_A Protein	0.016	No mitochondrial presequence	18(MPP)	0.111	54-58	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05160C_A Protein	0.844	Possessing mitochondrial presequence	17(MPP)	0.235		19-28-low	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
C1_05170C_A Protein	0.000	No mitochondrial presequence	90(MPP)	-0.078		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05180C_A Protein	0.000	No mitochondrial presequence	42(MPP)	0.048		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05190C_A Protein	0.000	No mitochondrial presequence	29(MPP)	-0.172	32-36,38-42	16-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05200C_A Protein	0.003	No mitochondrial presequence	31(MPP)	0.161		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05210C_A Protein	0.932	Possessing mitochondrial presequence	29(MPP)	0.138		13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05220C_A Protein	0.658	Possessing mitochondrial presequence	20(MPP)	0.250	10-14,22-26	7-16-high	12-17	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05230W_A Protein	0.000	No mitochondrial presequence	74(MPP)	-0.014	35-39	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05240C_A Protein	0.000	No mitochondrial presequence	59(MPP)	-0.119	7-11	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05250W_A Protein	0.004	No mitochondrial presequence	17(MPP)	0.118	83-87	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05260C_A Protein	0.987	Possessing mitochondrial presequence	16(MPP), 24(Oct1)	0.250	13-17,80-84	10-19-high	15-20	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05270C_A Protein	0.377	No mitochondrial presequence	53(MPP)	0.170	11-15,92-96	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05280W_A Protein	0.009	No mitochondrial presequence	61(MPP)	0.066	21-25,85-89	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05290W_A Protein	0.142	No mitochondrial presequence	23(MPP)	0.130		13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05300C_A Protein	0.008	No mitochondrial presequence	18(MPP)	0.056		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05320C_A Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05330C_A Protein	0.014	No mitochondrial presequence	16(MPP)	0.500	14-18	14-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05340C_A Protein	0.035	No mitochondrial presequence	28(MPP)	0.250		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05350W_A Protein	0.006	No mitochondrial presequence	38(MPP)	0.053		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05360C_A Protein	0.000	No mitochondrial presequence	19(MPP)	0.368		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05370C_A Protein	0.000	No mitochondrial presequence	91(MPP)	0.033		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05380C_A Protein	0.028	No mitochondrial presequence	53(MPP), 54(Icp55)	0.132		17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05390C_A Protein	0.000	No mitochondrial presequence	32(MPP)	-0.188		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05400C_A Protein	0.200	No mitochondrial presequence	29(MPP), 30(Icp55)	0.138	19-23	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05410C_A Protein	0.977	Possessing mitochondrial presequence	23(MPP)	0.217	4-8,89-93	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05420W_A Protein	0.031	No mitochondrial presequence	24(MPP), 25(Icp55)	0.042	21-25	19-29-low	23-28	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05430W_A Protein	0.076	No mitochondrial presequence	63(MPP)	0.079		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05440C_A Protein	0.009	No mitochondrial presequence	78(MPP)	0.077		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05450W_A Protein	0.000	No mitochondrial presequence	69(MPP)	-0.029		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05460W_A Protein	0.012	No mitochondrial presequence	15(MPP)	0.067		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05470W_A Protein	0.000	No mitochondrial presequence	12(MPP)	-0.083	85-89	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05480C_A Protein	0.048	No mitochondrial presequence	36(MPP)	0.056	17-21,61-65	17-28-high	-	-	-	-	-	-	-	-	-	-	-	16-21	-	-	
C1_05490C_A Protein	0.037	No mitochondrial presequence	36(MPP)	0.083		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05500W_A Protein	0.844	Possessing mitochondrial presequence	23(MPP), 24(Icp55)	0.217		12-21-low	-	-	-	-	-	-	-	20-25	-	-	-	-	-	19-24	
C1_05510C_A Protein	0.000	No mitochondrial presequence	48(MPP)	0.021	21-25	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05520W_A Protein	0.000	No mitochondrial presequence	51(MPP)	0.039	60-64	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05530C_A Protein	0.000	No mitochondrial presequence	70(MPP)	-0.029	9-13	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05540C_A Protein	0.003	No mitochondrial presequence	17(MPP)	0.235	9-13	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05560W_A Protein	0.023	No mitochondrial presequence	25(MPP)	0.120		9-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05600W_A Protein	0.000	No mitochondrial presequence	60(MPP)	-0.033	46-50,81-85	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05610W_A Protein	0.263	No mitochondrial presequence	10(MPP)	0.200		4-13-high	-	-	-	-	-	-	-	-	6-11	-	-	-	-	-	
C1_05620C_A Protein	0.014	No mitochondrial presequence	29(MPP)	0.069	82-86	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05630C_A Protein	0.000	No mitochondrial presequence	67(MPP), 68(Icp55)	0.000	65-69	4-13-low	-	-	-	-	-	-	-	23-28	-	-	-	-	-	22-27	
C1_05640C_A Protein	0.000	No mitochondrial presequence	7(MPP)	-0.429		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05650W_A Protein	0.014	No mitochondrial presequence	9(MPP)	0.111		4-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05660C_A Protein	0.004	No mitochondrial presequence	56(MPP)	0.036		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05670W_A Protein	0.008	No mitochondrial presequence	65(MPP)	0.031		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05680C_A Protein	0.973	Possessing mitochondrial presequence	8(MPP), 16(Oct1)	0.250	62-66,76-80	1-10-high	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
C1_05690C_A Protein	0.000	No mitochondrial presequence	58(MPP)	-0.017	38-42	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05700W_A Protein	0.009	No mitochondrial presequence	25(MPP)	0.080	18-22	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05710C_A Protein	0.000	No mitochondrial presequence	59(MPP), 60(Icp55)	-0.017		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05720W_A Protein	0.008	No mitochondrial presequence	32(MPP)	0.188	30-34,43-47	7-16-low	-	-	-	-	-	-	-	-	25-30	-	-	-	-	-	
C1_05740C_A Protein	0.182	No mitochondrial presequence	34(MPP)	0.059	9-13,74-78	6-15-low	-	-	-	-	-	-	-	-	15-20	-	-	-	-	-	
C1_05750C_A Protein	0.006	No mitochondrial presequence	37(MPP), 45(Oct1)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05760C_A Protein	0.000	No mitochondrial presequence	59(MPP)	-0.017	3-7	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05770C_A Protein	0.000	No mitochondrial presequence	9(MPP), 10(Icp55)	0.000	73-77	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05780W_A Protein	0.004	No mitochondrial presequence	13(MPP)	0.077	94-98	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05790W_A Protein	0.000	No mitochondrial presequence	12(MPP)	0.083		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05800C_A Protein	0.000	No mitochondrial presequence	12(MPP)	0.083	36-40	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05810W_A Protein	0.000	No mitochondrial presequence	24(MPP)	-0.042	95-99	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05820C_A Protein	0.000	No mitochondrial presequence	28(MPP)	-0.036		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05830W_A Protein	0.000	No mitochondrial presequence	19(MPP)	-0.105		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05840W_A Protein	0.127	No mitochondrial presequence	26(MPP)	0.115	6-10	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05850W_A Protein	0.000	No mitochondrial presequence	30(MPP)	-0.033	89-93	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05860W_A Protein	0.247	No mitochondrial presequence	26(MPP)	0.154	6-10,41-45	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05870W_A Protein	0.198	No mitochondrial presequence	57(MPP)	0.088	6-10	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05880W_A Protein	0.591	Possessing mitochondrial presequence	26(MPP)	0.192	6-10	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05890W_A Protein	0.000	No mitochondrial presequence	70(MPP), 71(Icp55)	-0.029	33-37,87-91	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05900W_A Protein	0.000	No mitochondrial presequence	22(MPP), 23(Icp55)	-0.045		8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05910W_A Protein	0.035	No mitochondrial presequence	13(MPP)	0.154	82-86	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05920W_A Protein	0.005	No mitochondrial presequence	36(MPP)	0.056	33-37	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05930C_A Protein	0.000	No mitochondrial presequence	79(MPP)	0.013		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05940W_A Protein	0.038	No mitochondrial presequence	18(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05950C_A Protein	0.000	No mitochondrial presequence	83(MPP)	-0.072		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05960W_A Protein	0.000	No mitochondrial presequence	87(MPP)	-0.115	79-83	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05970W_A Protein	0.000	No mitochondrial presequence	78(MPP)	-0.038		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05980W_A Protein	0.004	No mitochondrial presequence	77(MPP)	-0.091		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_05990C_A Protein	0.000	No mitochondrial presequence	37(MPP)	0.108		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06000W_A Protein	0.000	No mitochondrial presequence	54(MPP)	-0.130		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06010W_A Protein	0.005	No mitochondrial presequence	33(MPP)	0.030	6-10	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06020W_A Protein	0.008	No mitochondrial presequence	66(MPP)	0.000	49-53,76-80,94-98	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06030C_A Protein	0.003	No mitochondrial presequence	34(MPP)	0.118		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06040W_A Protein	0.000	No mitochondrial presequence	38(MPP), 39(Icp55)	0.000	39-43	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06050C_A Protein	0.274	No mitochondrial presequence	26(MPP)	0.154	9-13	9-18-high	-	-	-	-	-	-	23-28	-	-	-	-	-	-	-	
C1_06060C_A Protein	0.988	Possessing mitochondrial presequence	54(MPP), 55(Icp55)	0.148	51-55	6-16-high	-	-	-	-	-	6-11	-	19-24	-	-	-	-	-	5-10,18-23	
C1_06070W_A Protein	0.774	Possessing mitochondrial presequence	25(MPP)	0.160	90-94	1-10-high	-	-	9-14	-	-	-	1-6	-	-	-	-	-	-	-	
C1_06080C_A Protein	0.040	No mitochondrial presequence	19(MPP)	-0.053	31-35,72-76	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06090C_A Protein	0.000	No mitochondrial presequence	53(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06100C_A Protein	0.000	No mitochondrial presequence	48(MPP)	0.042	68-72	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06110C_A Protein	0.025	No mitochondrial presequence	8(MPP)	0.125		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06120C_A Protein	0.004	No mitochondrial presequence	29(MPP), 37(Oct1)	0.138	7-11	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06130C_A Protein	0.000	No mitochondrial presequence	83(MPP)	0.024	74-78	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06140C_A Protein	0.033	No mitochondrial presequence	47(MPP)	0.043	30-34	12-21-low	-	-	-	-	-	-	-	5-10	-	4-9	-	-	-	-	
C1_06150W_A Protein	0.000	No mitochondrial presequence	46(MPP)	-0.065	29-33	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06160W_A Protein	0.000	No mitochondrial presequence	68(MPP)	-0.118		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06180W_A Protein	0.000	No mitochondrial presequence	30(MPP)	0.000	65-69	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06190C_A Protein	0.000	No mitochondrial presequence	48(MPP), 49(Icp55)	0.042		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06200W_A Protein	0.000	No mitochondrial presequence	50(MPP)	0.000	14-18	7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06210W_A Protein	0.023	No mitochondrial presequence	76(MPP)	0.013		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06220C_A Protein	0.668	Possessing mitochondrial presequence	32(MPP), 33(Icp55)	0.125	2-6,8-12,20-24	19-29-high	-	-	-	-	-	-	-	-	-	-	-	19-24	20-25	-	
C1_06230C_A Protein	0.004	No mitochondrial presequence	69(MPP)	-0.029	47-51	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06250W_A Protein	0.024	No mitochondrial presequence	45(MPP)	0.178		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06260W_A Protein	0.000	No mitochondrial presequence	31(MPP)	0.032	28-32,43-47	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06270W_A Protein	0.021	No mitochondrial presequence	47(MPP), 48(Icp55)	-0.064	73-77	14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06280C_A Protein	0.000	No mitochondrial presequence	39(MPP)	-0.026	2-6	1-10-high	-	-	-	-	-	-	-	-	-	-	-	1-6	2-7	-	
C1_06320W_A Protein	0.057	No mitochondrial presequence	27(MPP), 28(Icp55)	0.111	70-74,83-87	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06330W_A Protein	0.016	No mitochondrial presequence	42(MPP)	0.095		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06340W_A Protein	0.000	No mitochondrial presequence	38(MPP)	0.184		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06350W_A Protein	0.000	No mitochondrial presequence	55(MPP)	-0.291		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06360W_A Protein	0.000	No mitochondrial presequence	95(MPP)	-0.158		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06370C_A Protein	0.040	No mitochondrial presequence	30(MPP)	0.067		7-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06380C_A Protein	0.021	No mitochondrial presequence	31(MPP)	0.097		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06390W_A Protein	0.000	No mitochondrial presequence	9(MPP)	0.222		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06400C_A Protein	0.105	No mitochondrial presequence	21(MPP)	0.238		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06410W_A Protein	0.031	No mitochondrial presequence	51(MPP)	0.118		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06420C_A Protein	0.000	No mitochondrial presequence	45(MPP)	-0.067	33-37	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06430C_A Protein	0.000	No mitochondrial presequence	30(MPP), 38(Oct1)	0.033	27-31	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06440C_A Protein	0.936	Possessing mitochondrial presequence	12(MPP)	0.167	1-5	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06450C_A Protein	0.003	No mitochondrial presequence	14(MPP), 15(Icp55)	0.071	11-15,96-100	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06460C_A Protein	0.268	No mitochondrial presequence	29(MPP)	0.103	34-38	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06470W_A Protein	0.247	No mitochondrial presequence	29(MPP)	0.276		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06480C_A Protein	0.006	No mitochondrial presequence	47(MPP), 48(Icp55)	0.043		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06500W_A Protein	0.000	No mitochondrial presequence	52(MPP)	0.058		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06510C_A Protein	0.000	No mitochondrial presequence	58(MPP), 59(Icp55)	-0.155		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06520C_A Protein	0.000	No mitochondrial presequence	27(MPP)	0.037		13-22-high	-	-	-	-	-	-	-	-	-	17-22	-	-	-	-	
C1_06530C_A Protein	0.000	No mitochondrial presequence	32(MPP)	-0.219		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06540C_A Protein	0.000	No mitochondrial presequence	50(MPP), 51(Icp55)	0.040	38-42	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06550W_A Protein	0.000	No mitochondrial presequence	81(MPP)	-0.037		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06560W_A Protein	0.000	No mitochondrial presequence	54(MPP)	-0.056	8-12,38-42	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06570W_A Protein	0.000	No mitochondrial presequence	8(MPP)	0.000	6-10,28-32	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06580W_A Protein	0.061	No mitochondrial presequence	14(MPP)	0.357	68-72	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06590C_A Protein	0.000	No mitochondrial presequence	75(MPP)	-0.200		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06600W_A Protein	0.015	No mitochondrial presequence	40(MPP)	0.050		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06610C_A Protein	0.003	No mitochondrial presequence	10(MPP)	0.100	74-78	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06620C_A Protein	0.000	No mitochondrial presequence	56(MPP)	0.071	8-12	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06630W_A Protein	0.000	No mitochondrial presequence	92(MPP)	-0.043	22-26,33-37	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06640C_A Protein	0.000	No mitochondrial presequence	17(MPP), 18(Icp55)	-0.059		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06650W_A Protein	0.000	No mitochondrial presequence	86(MPP)	-0.035	90-94	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06660W_A Protein	0.038	No mitochondrial presequence	12(MPP)	0.333		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06670W_A Protein	0.000	No mitochondrial presequence	13(MPP)	0.000	13-17,45-49,77-81	10-19-low	-	-	-	-	-	-	-	-	-	-	4-9	-	-	-	
C1_06680W_A Protein	0.023	No mitochondrial presequence	42(MPP)	0.095		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06700W_A Protein	0.010	No mitochondrial presequence	22(MPP)	0.227	16-20	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06710W_A Protein	0.003	No mitochondrial presequence	49(MPP)	0.143		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06720C_A Protein	0.582	Possessing mitochondrial presequence	10(MPP)	0.300	21-25	16-25-high	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
C1_06730W_A Protein	0.000	No mitochondrial presequence	69(MPP), 70(Icp55)	-0.029		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06740C_A Protein	0.000	No mitochondrial presequence	66(MPP)	0.091		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06750W_A Protein	0.000	No mitochondrial presequence	46(MPP)	0.000		3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06770W_A Protein	0.126	No mitochondrial presequence	12(MPP)	0.500		15-24-low	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
C1_06780W_A Protein	0.000	No mitochondrial presequence	56(MPP)	-0.018	37-41	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06790C_A Protein	0.000	No mitochondrial presequence	45(MPP)	0.089	7-11,14-18,79-83	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06800W_A Protein	0.173	No mitochondrial presequence	21(MPP)	0.190	80-84	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06810W_A Protein	0.003	No mitochondrial presequence	22(MPP)	0.000	74-78	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06820W_A Protein	0.000	No mitochondrial presequence	54(MPP)	0.074		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06840C_A Protein	0.000	No mitochondrial presequence	45(MPP)	0.067		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06850W_A Protein	0.000	No mitochondrial presequence	20(MPP)	-0.100		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06860W_A Protein	0.000	No mitochondrial presequence	65(MPP)	-0.015	59-63	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06870C_A Protein	0.000	No mitochondrial presequence	6(MPP)	0.000	59-63	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06880C_A Protein	0.006	No mitochondrial presequence	57(MPP)	-0.035		1-12-high	-	-	-	-	-	15-20	-	-	-	-	-	-	-	14-19	
C1_06890C_A Protein	0.101	No mitochondrial presequence	61(MPP), 62(Icp55)	0.230	35-39,72-76,89-93	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06900C_A Protein	0.901	Possessing mitochondrial presequence	21(MPP)	0.190	93-97	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06910C_A Protein	0.000	No mitochondrial presequence	32(MPP)	-0.250		2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06920C_A Protein	0.912	Possessing mitochondrial presequence	17(MPP)	0.118	43-47,59-63	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06930W_A Protein	0.007	No mitochondrial presequence	10(MPP)	0.100		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06940C_A Protein	0.003	No mitochondrial presequence	56(MPP)	0.071	24-28,53-57	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06960W_A Protein	0.000	No mitochondrial presequence	8(MPP)	0.125	33-37,59-63	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_06970C_A Protein	0.041	No mitochondrial presequence	13(MPP)	0.000	10-14,48-52,79-83	10-19-high	-	-	-	-	-	-	22-27	-	-	-	-	9-14	-	-	
C1_06980C_A Protein	0.000	No mitochondrial presequence	7(MPP), 8(Icp55)	0.429		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_07000W_A Protein	0.000	No mitochondrial presequence	66(MPP)	-0.030		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
C1_07010W_A Protein	0.000	No mitochondrial presequence	66(MPP)	0.045	27-31	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
