Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
YDL228C Ntermext	0.014	No mitochondrial presequence	20(MPP)	0.100	37-41	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL227C Ntermext	0.031	No mitochondrial presequence	83(MPP)	0.048	9-13,45-49,55-59,85-89	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL226C Ntermext	0.005	No mitochondrial presequence	55(MPP)	0.073		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL225W Ntermext	0.009	No mitochondrial presequence	25(MPP)	0.200		4-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL224C Ntermext	0.095	No mitochondrial presequence	29(MPP), 37(Oct1)	0.034	26-30	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL223C Ntermext	0.000	No mitochondrial presequence	79(MPP)	-0.076		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL222C Ntermext	0.047	No mitochondrial presequence	6(MPP)	0.333	3-7	2-11-high	-	-	-	-	-	-	-	-	1-6	-	-	-	-	-	
YDL221W Ntermext	0.378	No mitochondrial presequence	12(MPP)	0.083	13-17,88-92	8-17-high	-	-	-	-	-	-	-	-	8-13	-	-	-	-	-	
YDL220C Ntermext	0.000	No mitochondrial presequence	34(MPP), 42(Oct1)	-0.029		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL219W Ntermext	0.000	No mitochondrial presequence	65(MPP)	0.046	1-5	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL218W Ntermext	0.140	No mitochondrial presequence	20(MPP)	0.150	36-40	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL217C Ntermext	0.004	No mitochondrial presequence	36(MPP)	-0.028	3-7	16-27-high	-	-	-	-	-	-	-	-	-	-	-	2-7	-	-	
YDL216C Ntermext	0.020	No mitochondrial presequence	43(MPP)	0.140		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL215C Ntermext	0.000	No mitochondrial presequence	81(MPP)	-0.148		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL214C Ntermext	0.005	No mitochondrial presequence	14(MPP)	0.214	4-8,23-27	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL213C Ntermext	0.007	No mitochondrial presequence	50(MPP)	0.120		7-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL212W Ntermext	0.006	No mitochondrial presequence	54(MPP)	-0.056		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL211C Ntermext	0.006	No mitochondrial presequence	23(MPP), 24(Icp55)	0.087		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL210W Ntermext	0.000	No mitochondrial presequence	36(MPP)	0.028		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL209C Ntermext	0.058	No mitochondrial presequence	52(MPP)	0.038		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL208W Ntermext	0.000	No mitochondrial presequence	76(MPP)	0.158	80-84	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL207W Ntermext	0.029	No mitochondrial presequence	13(MPP)	0.154		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL206W Ntermext	0.022	No mitochondrial presequence	39(MPP)	0.128		18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL205C Ntermext	0.021	No mitochondrial presequence	34(MPP)	0.088	23-27,57-61	17-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL204W Ntermext	0.003	No mitochondrial presequence	35(MPP)	0.057		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL203C Ntermext	0.000	No mitochondrial presequence	26(MPP)	0.038		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL202W Ntermext	0.990	Possessing mitochondrial presequence	31(MPP), 32(Icp55)	0.129	58-62	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL201W Ntermext	0.000	No mitochondrial presequence	55(MPP)	0.145	81-85	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL200C Ntermext	0.000	No mitochondrial presequence	41(MPP)	0.000		11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL199C Ntermext	0.004	No mitochondrial presequence	10(MPP)	0.200		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL198C Ntermext	0.012	No mitochondrial presequence	52(MPP)	0.077	25-29,65-69	19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL197C Ntermext	0.004	No mitochondrial presequence	16(MPP)	0.125		9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL196W Ntermext	0.007	No mitochondrial presequence	29(MPP)	0.069		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL195W Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.167	3-7	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL194W Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.086	20-24	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL193W Ntermext	0.000	No mitochondrial presequence	54(MPP)	0.037	54-58	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL192W Ntermext	0.060	No mitochondrial presequence	84(MPP)	0.048	9-13,82-86	8-17-high	-	-	-	-	-	-	-	-	-	-	-	8-13	9-14	-	
YDL191W Ntermext	0.000	No mitochondrial presequence	71(MPP)	0.099	91-95	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL190C Ntermext	0.000	No mitochondrial presequence	67(MPP)	-0.104	90-94	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL189W Ntermext	0.003	No mitochondrial presequence	59(MPP), 60(Icp55)	-0.017	56-60,70-74	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL188C Ntermext	0.000	No mitochondrial presequence	54(MPP)	-0.130	4-8	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL187C Ntermext	0.050	No mitochondrial presequence	39(MPP)	0.103	48-52,62-66,70-74	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL186W Ntermext	0.000	No mitochondrial presequence	42(MPP)	-0.095		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL185C Ntermext	0.022	No mitochondrial presequence	49(MPP)	0.102	8-12	8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL185W Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.133		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL184C Ntermext	0.037	No mitochondrial presequence	19(MPP)	0.737		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL183C Ntermext	0.754	Possessing mitochondrial presequence	30(MPP)	0.167	46-50,86-90	9-18-low	-	-	-	-	-	-	13-18	-	-	-	-	-	-	-	
YDL182W Ntermext	0.000	No mitochondrial presequence	57(MPP)	0.000	54-58	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL181W Ntermext	0.998	Possessing mitochondrial presequence	21(MPP), 22(Icp55)	0.190	18-22	12-21-low	-	-	-	-	-	-	-	7-12	-	6-11	-	-	-	-	
YDL180W Ntermext	0.121	No mitochondrial presequence	8(MPP)	0.125	8-12	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	8-13	-	
YDL179W Ntermext	0.007	No mitochondrial presequence	40(MPP)	0.000		18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL178W Ntermext	0.000	No mitochondrial presequence	60(MPP)	0.050	38-42,57-61	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL177C Ntermext	0.000	No mitochondrial presequence	37(MPP)	0.081	13-17,16-20	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL176W Ntermext	0.003	No mitochondrial presequence	41(MPP)	0.073	86-90	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL175C Ntermext	0.000	No mitochondrial presequence	68(MPP)	-0.015	17-21	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL174C Ntermext	0.473	Possessing mitochondrial presequence	44(MPP)	0.227	22-26,41-45	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL173W Ntermext	0.000	No mitochondrial presequence	26(MPP)	0.000	65-69	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL172C Ntermext	0.008	No mitochondrial presequence	34(MPP), 42(Oct1)	0.029	87-91	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL171C Ntermext	0.000	No mitochondrial presequence	48(MPP)	-0.062		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL170W Ntermext	0.027	No mitochondrial presequence	27(MPP)	0.296	79-83	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL169C Ntermext	0.000	No mitochondrial presequence	93(MPP)	0.075		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL168W Ntermext	0.000	No mitochondrial presequence	47(MPP)	0.021		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL167C Ntermext	0.000	No mitochondrial presequence	35(MPP)	-0.086	12-16	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL166C Ntermext	0.011	No mitochondrial presequence	25(MPP)	0.160		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL165W Ntermext	0.000	No mitochondrial presequence	76(MPP), 77(Icp55)	-0.053		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL164C Ntermext	0.053	No mitochondrial presequence	37(MPP), 38(Icp55)	0.081	1-5,34-38,74-78	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL163W Ntermext	0.000	No mitochondrial presequence	95(MPP)	-0.084	65-69	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL162C Ntermext	0.005	No mitochondrial presequence	64(MPP)	-0.047	18-22,54-58	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL161W Ntermext	0.677	Possessing mitochondrial presequence	22(MPP)	0.182	84-88,87-91	19-28-high	-	-	-	-	-	19-24	-	-	-	-	-	-	-	18-23	
YDL160C Ntermext	0.000	No mitochondrial presequence	48(MPP)	-0.062	10-14,33-37,72-76	7-16-low	12-17	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL160C Ntermext	0.004	No mitochondrial presequence	43(MPP)	0.093		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL159W Ntermext	0.013	No mitochondrial presequence	37(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL159W Ntermext	0.113	No mitochondrial presequence	18(MPP)	0.222		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL159C Ntermext	0.000	No mitochondrial presequence	46(MPP), 54(Oct1)	-0.043		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL158C Ntermext	0.135	No mitochondrial presequence	23(MPP)	0.087	20-24	1-10-low	-	-	-	-	-	-	4-9	-	18-23	3-8	17-22	-	-	-	
YDL157C Ntermext	0.003	No mitochondrial presequence	58(MPP)	0.034		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL156W Ntermext	0.010	No mitochondrial presequence	18(MPP)	0.111		16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL155W Ntermext	0.000	No mitochondrial presequence	44(MPP)	0.023		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL154W Ntermext	0.000	No mitochondrial presequence	15(MPP)	-0.067		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL153C Ntermext	0.000	No mitochondrial presequence	9(MPP)	0.333	93-97	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL152W Ntermext	0.000	No mitochondrial presequence	72(MPP)	0.014		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL151C Ntermext	0.014	No mitochondrial presequence	26(MPP)	0.077		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL150W Ntermext	0.000	No mitochondrial presequence	81(MPP)	0.173	82-86	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL149W Ntermext	0.000	No mitochondrial presequence	49(MPP)	-0.082	18-22	15-24-low	-	-	-	-	-	-	-	-	-	-	-	17-22	-	-	
YDL148C Ntermext	0.043	No mitochondrial presequence	40(MPP), 41(Icp55)	0.200		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL147W Ntermext	0.000	No mitochondrial presequence	48(MPP)	-0.021	59-63	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL146W Ntermext	0.000	No mitochondrial presequence	69(MPP)	-0.101	48-52	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL145C Ntermext	0.012	No mitochondrial presequence	24(MPP)	0.208		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL144C Ntermext	0.045	No mitochondrial presequence	56(MPP)	0.071	16-20,23-27,58-62	16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL143W Ntermext	0.039	No mitochondrial presequence	46(MPP)	0.152	60-64,90-94	3-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL142C Ntermext	0.963	Possessing mitochondrial presequence	52(MPP), 53(Icp55)	0.135	23-27	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL141W Ntermext	0.109	No mitochondrial presequence	27(MPP)	0.222	20-24,52-56	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL140C Ntermext	0.003	No mitochondrial presequence	29(MPP)	0.000		2-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL139C Ntermext	0.123	No mitochondrial presequence	40(MPP)	0.225	72-76	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL138W Ntermext	0.022	No mitochondrial presequence	7(MPP)	0.143		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL137W Ntermext	0.064	No mitochondrial presequence	80(MPP)	0.050	5-9,78-82	6-15-high	-	-	-	-	-	-	-	-	-	-	-	4-9	5-10	-	
YDL136W Ntermext	0.009	No mitochondrial presequence	77(MPP)	0.130		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL135C Ntermext	0.000	No mitochondrial presequence	17(MPP)	-0.294		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL134C Ntermext	0.000	No mitochondrial presequence	91(MPP)	-0.176	88-92,91-95	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL133C Ntermext	0.037	No mitochondrial presequence	19(MPP)	0.737		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL133W Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.043	23-27	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL132W Ntermext	0.004	No mitochondrial presequence	39(MPP)	-0.051	39-43	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL131W Ntermext	0.000	No mitochondrial presequence	66(MPP)	-0.076	63-67	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL130W Ntermext	0.998	Possessing mitochondrial presequence	22(MPP), 23(Icp55)	0.227	2-6,19-23	17-26-high	-	-	-	-	-	-	-	-	-	-	-	1-6,18-23	2-7,19-24	-	
YDL130W Ntermext	0.000	No mitochondrial presequence	24(MPP)	-0.167	28-32,44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL129W Ntermext	0.000	No mitochondrial presequence	24(MPP)	0.125		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL128W Ntermext	0.000	No mitochondrial presequence	29(MPP)	0.034	26-30	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL127W Ntermext	0.010	No mitochondrial presequence	34(MPP)	0.088	70-74,74-78	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL126C Ntermext	0.000	No mitochondrial presequence	32(MPP)	-0.062		2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL125C Ntermext	0.000	No mitochondrial presequence	90(MPP)	-0.011	28-32,87-91,90-94	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL124W Ntermext	0.109	No mitochondrial presequence	28(MPP)	0.071	70-74	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL123W Ntermext	0.004	No mitochondrial presequence	36(MPP)	0.028	58-62	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL122W Ntermext	0.019	No mitochondrial presequence	26(MPP)	0.000	77-81	5-14-low	-	-	-	-	-	23-28	-	-	-	-	-	-	-	-	
YDL121C Ntermext	0.000	No mitochondrial presequence	51(MPP)	0.098		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL120W Ntermext	0.996	Possessing mitochondrial presequence	51(MPP)	0.196	81-85	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL119C Ntermext	0.005	No mitochondrial presequence	16(MPP)	0.000		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL118W Ntermext	0.045	No mitochondrial presequence	29(MPP)	-0.034		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL117W Ntermext	0.019	No mitochondrial presequence	44(MPP)	0.045	41-45,50-54	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL116W Ntermext	0.000	No mitochondrial presequence	41(MPP)	-0.073	74-78	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL115C Ntermext	0.000	No mitochondrial presequence	18(MPP)	0.000	66-70	4-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL114W Ntermext	0.000	No mitochondrial presequence	21(MPP)	-0.048		5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL114W Ntermext	0.030	No mitochondrial presequence	14(MPP)	0.286	66-70	21-30-low	-	-	-	-	-	-	-	-	-	-	3-8	-	-	-	
YDL113C Ntermext	0.000	No mitochondrial presequence	19(MPP)	-0.105		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL112W Ntermext	0.007	No mitochondrial presequence	92(MPP)	-0.087	19-23,94-98	19-28-high	-	-	-	20-25	-	-	-	-	-	-	-	-	-	-	
YDL111C Ntermext	0.000	No mitochondrial presequence	50(MPP)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL110C Ntermext	0.140	No mitochondrial presequence	42(MPP)	0.190	2-6,81-85	1-11-high	-	-	-	-	-	-	-	-	-	-	-	1-6	2-7	-	
YDL109C Ntermext	0.005	No mitochondrial presequence	8(MPP)	0.375	53-57	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL108W Ntermext	0.012	No mitochondrial presequence	18(MPP)	0.278		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL107W Ntermext	0.546	Possessing mitochondrial presequence	27(MPP)	0.222	1-5,5-9,28-32	1-10-high	-	-	-	-	-	-	-	-	-	-	-	4-9	1-6,5-10	-	
YDL106C Ntermext	0.000	No mitochondrial presequence	83(MPP)	-0.145		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL105W Ntermext	0.004	No mitochondrial presequence	32(MPP)	0.094		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL104C Ntermext	0.031	No mitochondrial presequence	24(MPP)	0.042		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL103C Ntermext	0.000	No mitochondrial presequence	43(MPP)	-0.047		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	15-20	
YDL102W Ntermext	0.000	No mitochondrial presequence	59(MPP)	-0.017		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL101C Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.167	38-42	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL100C Ntermext	0.000	No mitochondrial presequence	79(MPP)	0.025		12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL099W Ntermext	0.000	No mitochondrial presequence	21(MPP)	-0.143	4-8	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL098C Ntermext	0.000	No mitochondrial presequence	20(MPP)	0.000	46-50	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL097C Ntermext	0.000	No mitochondrial presequence	18(MPP)	0.111	15-19	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL096C Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.086		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL095W Ntermext	0.000	No mitochondrial presequence	45(MPP)	-0.067		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL094C Ntermext	0.047	No mitochondrial presequence	18(MPP), 19(Icp55)	0.111	64-68	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL093W Ntermext	0.004	No mitochondrial presequence	71(MPP)	0.042	24-28	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL092W Ntermext	0.000	No mitochondrial presequence	37(MPP)	0.081	34-38	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL091C Ntermext	0.000	No mitochondrial presequence	52(MPP)	-0.077	55-59	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL090C Ntermext	0.746	Possessing mitochondrial presequence	25(MPP)	0.320	27-31,82-86	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL089W Ntermext	0.000	No mitochondrial presequence	31(MPP)	-0.129	28-32,75-79	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL088C Ntermext	0.007	No mitochondrial presequence	63(MPP)	0.032		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL087C Ntermext	0.059	No mitochondrial presequence	36(MPP)	0.083		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL086W Ntermext	0.036	No mitochondrial presequence	57(MPP)	0.053		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL086C Ntermext	0.037	No mitochondrial presequence	36(MPP)	0.083		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL085C Ntermext	0.004	No mitochondrial presequence	54(MPP)	0.111		11-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL085W Ntermext	0.864	Possessing mitochondrial presequence	10(MPP)	0.200	49-53	19-28-high	-	-	-	-	-	7-12	-	-	-	-	-	-	-	-	
YDL084W Ntermext	0.000	No mitochondrial presequence	83(MPP)	-0.108	30-34,80-84	14-23-low	-	-	-	-	-	-	-	2-7	-	1-6	-	-	-	-	
YDL083C Ntermext	0.000	No mitochondrial presequence	50(MPP)	0.120		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL082W Ntermext	0.251	No mitochondrial presequence	37(MPP)	0.216	40-44,43-47	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL081C Ntermext	0.000	No mitochondrial presequence	4(MPP)	-0.250	45-49	14-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL080C Ntermext	0.089	No mitochondrial presequence	59(MPP)	0.051	14-18,48-52	20-30-low	-	-	-	-	-	-	-	-	23-28	-	-	-	-	-	
YDL079C Ntermext	0.303	No mitochondrial presequence	11(MPP)	0.182	74-78	3-12-high	-	-	-	-	-	-	4-9	-	-	-	-	-	-	-	
YDL078C Ntermext	0.012	No mitochondrial presequence	31(MPP)	0.194	36-40	8-17-high	-	9-14	-	-	-	-	-	-	-	-	-	-	-	-	
YDL077C Ntermext	0.006	No mitochondrial presequence	42(MPP)	0.048		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL076C Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.067		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL075W Ntermext	0.008	No mitochondrial presequence	44(MPP), 45(Icp55)	0.023	62-66,69-73	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL074C Ntermext	0.000	No mitochondrial presequence	37(MPP)	-0.027	34-38,76-80	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL073W Ntermext	0.006	No mitochondrial presequence	38(MPP)	-0.053	35-39	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL072C Ntermext	0.011	No mitochondrial presequence	33(MPP), 34(Icp55)	0.061	50-54,66-70	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL071C Ntermext	0.000	No mitochondrial presequence	68(MPP)	0.000	93-97	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL070W Ntermext	0.006	No mitochondrial presequence	28(MPP)	0.071		15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL069C Ntermext	0.708	Possessing mitochondrial presequence	33(MPP)	0.152	25-29,45-49,70-74	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL068W Ntermext	0.047	No mitochondrial presequence	62(MPP)	0.081		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL067C Ntermext	0.012	No mitochondrial presequence	13(MPP)	0.231		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL066W Ntermext	0.996	Possessing mitochondrial presequence	8(MPP), 16(Oct1)	0.250	34-38	1-10-high	7-12	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL065C Ntermext	0.000	No mitochondrial presequence	38(MPP)	-0.395		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL064W Ntermext	0.004	No mitochondrial presequence	26(MPP)	0.154		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL063C Ntermext	0.431	Possessing mitochondrial presequence	24(MPP)	0.125		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL062W Ntermext	0.030	No mitochondrial presequence	33(MPP)	0.030	10-14,48-52	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL061C Ntermext	0.090	No mitochondrial presequence	26(MPP)	0.192	1-5	8-17-high	-	22-27	-	-	1-6	-	-	-	-	-	-	-	-	-	
YDL060W Ntermext	0.649	Possessing mitochondrial presequence	30(MPP)	0.267	27-31,63-67,82-86	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
YDL059C Ntermext	0.000	No mitochondrial presequence	40(MPP)	-0.050	74-78	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
