# Mitofates predictions for S. pombe 972h-
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
SPAC977.07c Protein	0.037	No mitochondrial presequence	9(MPP)	0.111		2-11-low	-	-	-	-	-	-	6-11	-	-	5-10	-	-	-	-	
SPAC1751.02c Protein	0.206	No mitochondrial presequence	41(MPP)	0.122	45-49	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.04c Protein	0.998	Possessing mitochondrial presequence	14(MPP), 22(Oct1)	0.286		5-14-high	13-18	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.05c Protein	0.204	No mitochondrial presequence	27(MPP)	0.111	56-60,60-64	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.06c Protein	0.000	No mitochondrial presequence	32(MPP)	-0.094		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.08 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.125		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.07c Protein	0.022	No mitochondrial presequence	64(MPP)	0.031	17-21,26-30,40-44,89-93	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.09 Protein	0.464	Possessing mitochondrial presequence	25(MPP)	0.160	1-5,4-8,23-27,41-45,94-98	1-10-high	-	-	-	-	-	-	-	-	7-12	-	-	-	-	-	
SPAC2F3.18c Protein	0.000	No mitochondrial presequence	79(MPP)	0.025	9-13	5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.10 Protein	0.000	No mitochondrial presequence	50(MPP)	-0.040		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1751.03 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.214	92-96	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.11 Protein	0.062	No mitochondrial presequence	16(MPP)	0.125	3-7,59-63	3-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
old_SPAC2F3.13c%2CSPAC2F3 Protein	0.012	No mitochondrial presequence	14(MPP)	0.071	77-81	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.14c Protein	0.000	No mitochondrial presequence	46(MPP), 47(Icp55)	-0.022		8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.15 Protein	0.022	No mitochondrial presequence	23(MPP)	0.174		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2F3.16 Protein	0.000	No mitochondrial presequence	9(MPP), 10(Icp55)	-0.111		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC11G7.01 Protein	0.000	No mitochondrial presequence	34(MPP), 42(Oct1)	-0.029		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC11G7.02 Protein	0.016	No mitochondrial presequence	10(MPP)	0.200		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.02 Protein	0.000	No mitochondrial presequence	62(MPP)	0.032		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC11G7.03 Protein	0.429	Possessing mitochondrial presequence	34(MPP)	0.118		1-10-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
SPAC11G7.04 Protein	0.021	No mitochondrial presequence	43(MPP)	-0.023	96-100	21-30-low	-	-	-	-	-	-	-	4-9	-	3-8	-	-	-	-	
SPAC11G7.05c Protein	0.003	No mitochondrial presequence	43(MPP)	-0.047	41-45,73-77	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC11G7.06c Protein	0.079	No mitochondrial presequence	18(MPP)	0.000	65-69	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPB18E9.01 Protein	0.171	No mitochondrial presequence	7(MPP)	0.143	53-57,67-71	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPB18E9.02c Protein	0.000	No mitochondrial presequence	7(MPP)	0.000		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPB18E9.04c Protein	0.000	No mitochondrial presequence	57(MPP)	-0.035	1-5,13-17	5-16-low	-	-	-	-	-	-	-	-	-	-	-	12-17	-	-	
SPAPB18E9.05c Protein	0.003	No mitochondrial presequence	15(MPP)	0.000	67-71	5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPB15E9.01c Protein	0.000	No mitochondrial presequence	59(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPB15E9.02c Protein	0.049	No mitochondrial presequence	90(MPP)	0.044	18-22	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPB15E9.06 Protein	0.009	No mitochondrial presequence	65(MPP)	0.108	6-10	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPB15E9.03c Protein	0.068	No mitochondrial presequence	81(MPP), 82(Icp55)	0.025	35-39,95-99	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.01 Protein	0.006	No mitochondrial presequence	37(MPP)	0.000		9-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.02 Protein	0.000	No mitochondrial presequence	43(MPP)	-0.163		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.03c Protein	0.052	No mitochondrial presequence	39(MPP)	0.154	36-40	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.03 Protein	0.213	No mitochondrial presequence	9(MPP)	0.222	75-79,78-82	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.11c Protein	0.034	No mitochondrial presequence	5(MPP), 6(Icp55)	0.200	2-6	1-10-low	-	-	-	-	-	-	-	-	-	-	-	1-6	2-7	-	
SPAC27E2.13 Protein	0.012	No mitochondrial presequence	36(MPP), 37(Icp55)	0.167		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.04c Protein	0.006	No mitochondrial presequence	52(MPP)	0.077		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.12 Protein	0.060	No mitochondrial presequence	24(MPP)	0.125	43-47	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.14 Protein	0.698	Possessing mitochondrial presequence	6(MPP)	0.500	3-7	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.05 Protein	0.010	No mitochondrial presequence	16(MPP)	0.000	58-62	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.06c Protein	0.960	Possessing mitochondrial presequence	9(MPP)	0.333	6-10,36-40	2-13-high	-	-	-	-	6-11	-	-	9-14	-	-	-	-	-	-	
SPAC27E2.07 Protein	0.028	No mitochondrial presequence	16(MPP)	0.188	1-5,13-17,72-76	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.08 Protein	0.068	No mitochondrial presequence	81(MPP), 82(Icp55)	0.025	35-39,95-99	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.09 Protein	0.023	No mitochondrial presequence	28(MPP)	-0.036	40-44	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	2-7	
SPAC31A2.04c Protein	0.000	No mitochondrial presequence	24(MPP)	-0.042		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.10c Protein	0.000	No mitochondrial presequence	10(MPP)	0.200	47-51,56-60,77-81	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPJ698.02c Protein	0.000	No mitochondrial presequence	8(MPP)	0.000	58-62,64-68,90-94	10-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPJ698.03c Protein	0.000	No mitochondrial presequence	70(MPP)	0.014		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.01c Protein	0.021	No mitochondrial presequence	56(MPP)	0.107	30-34	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.02c Protein	0.000	No mitochondrial presequence	47(MPP)	-0.043	12-16	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.03 Protein	0.000	No mitochondrial presequence	68(MPP)	-0.088	83-87	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.04 Protein	0.000	No mitochondrial presequence	62(MPP)	0.048	3-7,39-43	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.05 Protein	0.029	No mitochondrial presequence	84(MPP), 85(Icp55)	0.095	81-85	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.06c Protein	0.029	No mitochondrial presequence	20(MPP)	0.200	32-36,95-99	12-22-low	-	-	-	-	-	-	-	12-17	-	11-16	-	-	-	-	
SPAC31A2.05c Protein	0.005	No mitochondrial presequence	66(MPP)	0.000	63-67	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.07c Protein	0.000	No mitochondrial presequence	84(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.08 Protein	0.000	No mitochondrial presequence	36(MPP)	-0.056		12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.09 Protein	0.000	No mitochondrial presequence	32(MPP)	0.094		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.10c Protein	0.000	No mitochondrial presequence	50(MPP)	-0.060		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.17 Protein	0.003	No mitochondrial presequence	33(MPP)	0.000	56-60	13-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.11 Protein	0.740	Possessing mitochondrial presequence	33(MPP)	0.182	17-21,81-85	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.12 Protein	0.175	No mitochondrial presequence	12(MPP)	0.167	31-35,48-52	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.13c Protein	0.000	No mitochondrial presequence	7(MPP)	0.143	37-41	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.14 Protein	0.000	No mitochondrial presequence	58(MPP)	-0.017		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.06 Protein	0.200	No mitochondrial presequence	27(MPP), 28(Icp55)	0.222	11-15	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.15c Protein	0.000	No mitochondrial presequence	66(MPP)	-0.045		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.16c Protein	0.003	No mitochondrial presequence	67(MPP)	-0.045	13-17	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.02c Protein	0.008	No mitochondrial presequence	88(MPP)	-0.011	17-21,86-90	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.03 Protein	0.000	No mitochondrial presequence	6(MPP)	-0.167		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.04c Protein	0.013	No mitochondrial presequence	42(MPP)	0.048		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.05 Protein	0.006	No mitochondrial presequence	32(MPP)	0.031	68-72	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.06c Protein	0.429	Possessing mitochondrial presequence	21(MPP)	0.238	79-83,92-96	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.07 Protein	0.009	No mitochondrial presequence	26(MPP), 27(Icp55)	-0.077	46-50,87-91,90-94	18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.08c Protein	0.709	Possessing mitochondrial presequence	32(MPP)	0.281	72-76,89-93	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.09 Protein	0.000	No mitochondrial presequence	47(MPP)	-0.064	64-68	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.07c Protein	0.000	No mitochondrial presequence	59(MPP)	-0.119	49-53,80-84	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.10 Protein	0.000	No mitochondrial presequence	70(MPP)	0.057		12-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.11 Protein	0.745	Possessing mitochondrial presequence	20(MPP)	0.050	4-8,17-21,59-63,81-85	15-24-high	-	-	-	-	-	-	24-29	-	-	23-28	-	-	-	-	
SPAC23A1.12c Protein	0.009	No mitochondrial presequence	18(MPP), 19(Icp55)	-0.056	11-15	10-19-high	-	-	-	12-17	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.14c Protein	0.000	No mitochondrial presequence	69(MPP)	-0.101	55-59	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.15c Protein	0.000	No mitochondrial presequence	27(MPP)	-0.111	31-35,55-59,86-90	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.16c Protein	0.017	No mitochondrial presequence	36(MPP)	0.167	46-50,61-65	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.09c Protein	0.116	No mitochondrial presequence	22(MPP)	0.091	31-35,88-92	16-26-high	-	-	-	-	-	16-21	-	-	-	15-20	-	-	-	-	
SPAC23A1.17 Protein	0.000	No mitochondrial presequence	8(MPP)	0.125		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.18c Protein	0.127	No mitochondrial presequence	34(MPP)	0.118	83-87	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.19c Protein	0.000	No mitochondrial presequence	76(MPP)	0.039	20-24,61-65	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.02c Protein	0.000	No mitochondrial presequence	81(MPP)	0.049	62-66	18-27-low	-	-	-	-	-	-	-	12-17	-	11-16	-	-	-	-	
SPAC26H5.03 Protein	0.000	No mitochondrial presequence	10(MPP)	0.100	31-35	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.04 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.069	26-30,52-56	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.05 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.050	27-31	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC977.08 Protein	0.003	No mitochondrial presequence	90(MPP)	0.011	33-37,80-84	8-17-high	-	5-10	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.08 Protein	0.338	No mitochondrial presequence	22(MPP)	0.182	1-5,47-51	12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.06 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.125		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.07c Protein	0.010	No mitochondrial presequence	69(MPP)	0.014	14-18,66-70	4-13-low	-	-	-	-	-	-	3-8	-	-	2-7	-	-	-	-	
SPAC26H5.08c Protein	0.000	No mitochondrial presequence	77(MPP), 78(Icp55)	-0.052		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.09c Protein	0.016	No mitochondrial presequence	40(MPP)	0.050	22-26	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.10c Protein	0.000	No mitochondrial presequence	29(MPP)	-0.138		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.11 Protein	0.009	No mitochondrial presequence	21(MPP), 22(Icp55)	-0.190		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.10 Protein	0.028	No mitochondrial presequence	80(MPP)	0.075	36-40	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.12 Protein	0.996	Possessing mitochondrial presequence	24(MPP)	0.292		2-11-high	23-28	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.13c Protein	0.043	No mitochondrial presequence	30(MPP)	0.133	13-17,89-93	8-17-high	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
SPAC25B8.01 Protein	0.009	No mitochondrial presequence	94(MPP), 95(Icp55)	0.043		13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.02 Protein	0.000	No mitochondrial presequence	73(MPP)	-0.096	4-8	1-10-low	-	-	-	-	-	-	-	-	-	-	-	3-8	-	-	
SPAC25B8.03 Protein	0.500	Possessing mitochondrial presequence	21(MPP)	0.381	87-91	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.04c Protein	0.854	Possessing mitochondrial presequence	31(MPP)	0.194		1-10-high	-	-	-	-	-	-	3-8	-	-	-	-	-	-	2-7	
SPAC25B8.05 Protein	0.003	No mitochondrial presequence	85(MPP)	0.024	3-7,15-19,67-71,95-99	12-21-low	-	-	-	-	-	-	-	-	-	-	-	14-19	-	-	
SPAC25B8.06c Protein	0.886	Possessing mitochondrial presequence	34(MPP), 35(Icp55)	0.206		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.11c Protein	0.012	No mitochondrial presequence	54(MPP)	0.185	11-15	3-15-low	-	-	12-17	-	11-16	-	-	-	-	-	-	-	-	-	
SPAC25B8.07c Protein	0.000	No mitochondrial presequence	62(MPP)	0.032	67-71	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.20 Protein	0.011	No mitochondrial presequence	16(MPP), 24(Oct1)	0.062		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.08 Protein	0.005	No mitochondrial presequence	15(MPP)	0.000	12-16,84-88	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.09 Protein	0.003	No mitochondrial presequence	54(MPP)	-0.074		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.10 Protein	0.000	No mitochondrial presequence	58(MPP)	-0.121		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.11 Protein	0.004	No mitochondrial presequence	16(MPP)	0.000		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.12c Protein	0.000	No mitochondrial presequence	38(MPP)	-0.026	41-45	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.12 Protein	0.000	No mitochondrial presequence	81(MPP)	0.012		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.13c Protein	0.011	No mitochondrial presequence	50(MPP)	-0.040		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.14 Protein	0.000	No mitochondrial presequence	22(MPP)	-0.273		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.15c Protein	0.000	No mitochondrial presequence	61(MPP)	-0.033		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.16 Protein	0.000	No mitochondrial presequence	18(MPP)	0.278	40-44,66-70,73-77	11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.17 Protein	0.004	No mitochondrial presequence	58(MPP), 59(Icp55)	-0.017	55-59	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.18 Protein	0.095	No mitochondrial presequence	9(MPP), 10(Icp55)	0.222		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.19c Protein	0.000	No mitochondrial presequence	13(MPP)	0.077	56-60	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC683.03 Protein	0.175	No mitochondrial presequence	59(MPP), 60(Icp55)	0.085	1-5,41-45,49-53	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.13c Protein	0.013	No mitochondrial presequence	68(MPP)	0.074	57-61,86-90	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC683.02c Protein	0.046	No mitochondrial presequence	13(MPP)	0.385		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC694.02 Protein	0.000	No mitochondrial presequence	16(MPP)	0.000	37-41	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC694.03 Protein	0.000	No mitochondrial presequence	16(MPP)	0.062	4-8	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC694.04c Protein	0.152	No mitochondrial presequence	28(MPP)	0.036	4-8	1-10-high	-	-	-	-	-	-	-	-	23-28	-	22-27	-	-	-	
SPAC694.05c Protein	0.007	No mitochondrial presequence	62(MPP), 63(Icp55)	0.145	36-40,55-59	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC694.06c Protein	0.000	No mitochondrial presequence	14(MPP)	-0.214	37-41	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.01c Protein	0.000	No mitochondrial presequence	88(MPP)	-0.284		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.14 Protein	0.093	No mitochondrial presequence	46(MPP)	0.065	31-35,43-47	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.02c Protein	0.000	No mitochondrial presequence	9(MPP)	0.333		18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.03 Protein	0.015	No mitochondrial presequence	27(MPP)	0.037	24-28,44-48,85-89	20-29-low	-	-	-	-	-	-	-	-	-	-	-	23-28	24-29	-	
SPAC1F7.14c Protein	0.000	No mitochondrial presequence	31(MPP)	-0.065	76-80	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.04 Protein	0.004	No mitochondrial presequence	8(MPP)	0.250		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.05 Protein	0.010	No mitochondrial presequence	25(MPP)	0.160	22-26,78-82	15-24-high	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
SPAC1F7.06 Protein	0.000	No mitochondrial presequence	74(MPP)	-0.162	45-49	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.07c Protein	0.000	No mitochondrial presequence	51(MPP)	0.020		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.08 Protein	0.036	No mitochondrial presequence	19(MPP)	0.105	1-5,16-20	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
SPAC31A2.15c Protein	0.000	No mitochondrial presequence	8(MPP)	-0.250		13-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.09c Protein	0.000	No mitochondrial presequence	29(MPP)	-0.103	26-30	18-30-low	-	-	-	-	-	-	-	-	-	-	-	25-30	-	-	
SPAC1F7.10 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.055	1-5,59-63	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.11c Protein	0.009	No mitochondrial presequence	18(MPP)	0.389	32-36,62-66	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.12 Protein	0.000	No mitochondrial presequence	68(MPP), 76(Oct1)	-0.074	39-43,65-69	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.13c Protein	0.544	Possessing mitochondrial presequence	21(MPP)	0.238	1-5,44-48,57-61	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.03c Protein	0.000	No mitochondrial presequence	66(MPP)	0.121		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.04 Protein	0.000	No mitochondrial presequence	12(MPP)	0.083	67-71	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.05c Protein	0.003	No mitochondrial presequence	79(MPP)	0.038		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.06 Protein	0.000	No mitochondrial presequence	62(MPP)	0.097		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.16 Protein	0.000	No mitochondrial presequence	27(MPP)	-0.037		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.07 Protein	0.845	Possessing mitochondrial presequence	20(MPP), 21(Icp55)	0.250	39-43,95-99	10-21-high	-	-	-	-	-	-	-	17-22	-	-	-	-	-	16-21	
SPAC21E11.08 Protein	0.000	No mitochondrial presequence	71(MPP)	-0.113		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.03c Protein	0.000	No mitochondrial presequence	81(MPP)	0.012	96-100	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.04c Protein	0.026	No mitochondrial presequence	18(MPP)	0.111	37-41	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.05 Protein	0.027	No mitochondrial presequence	44(MPP)	-0.023		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.06c Protein	0.082	No mitochondrial presequence	36(MPP), 37(Icp55)	0.139	4-8,70-74	3-14-low	-	-	-	-	-	-	-	-	-	-	-	3-8	4-9	-	
SPAC13C5.01c Protein	0.000	No mitochondrial presequence	92(MPP)	-0.022	62-66	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.07c Protein	0.000	No mitochondrial presequence	31(MPP)	0.194		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.08 Protein	0.147	No mitochondrial presequence	39(MPP)	0.256	6-10	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.09 Protein	0.898	Possessing mitochondrial presequence	37(MPP)	0.189	46-50,63-67	10-19-high	-	-	-	-	-	-	-	10-15	-	-	-	-	-	9-14	
SPAC2C4.10c Protein	0.005	No mitochondrial presequence	51(MPP)	-0.020	30-34	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.11c Protein	0.000	No mitochondrial presequence	26(MPP)	-0.115	44-48,81-85,89-93	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.12c Protein	0.003	No mitochondrial presequence	36(MPP)	0.111	41-45,45-49	8-17-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
SPAC2C4.13 Protein	0.004	No mitochondrial presequence	82(MPP)	-0.012		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
