# Mitofates predictions for N. crassa NC12
# EW 29 September 2018
# Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
NCU01216 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.071		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01218 Protein	0.996	Possessing mitochondrial presequence	30(MPP)	0.233	17-21	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01219 Protein	0.197	No mitochondrial presequence	75(MPP), 83(Oct1)	0.120	10-14,49-53,72-76	6-15-high	-	-	-	-	-	-	-	-	-	-	-	9-14	-	-	
NCU01220 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.065		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01221 Protein	0.000	No mitochondrial presequence	49(MPP)	0.061	46-50	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01223 Protein	0.878	Possessing mitochondrial presequence	38(MPP), 39(Icp55)	0.211	57-61	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01224 Protein	0.000	No mitochondrial presequence	66(MPP)	0.212		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01225 Protein	0.000	No mitochondrial presequence	6(MPP)	0.000	75-79	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01227 Protein	0.978	Possessing mitochondrial presequence	22(MPP), 23(Icp55)	0.227	11-15	13-22-high	21-26	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01229 Protein	0.011	No mitochondrial presequence	27(MPP)	0.111	24-28,83-87,88-92	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01230 Protein	0.005	No mitochondrial presequence	36(MPP)	0.056		17-26-low	-	-	-	-	-	-	24-29	-	-	23-28	-	-	-	-	
NCU01231 Protein	0.014	No mitochondrial presequence	33(MPP)	0.030		15-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01233 Protein	0.044	No mitochondrial presequence	42(MPP)	0.048	39-43	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01234 Protein	0.000	No mitochondrial presequence	40(MPP)	-0.025		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01235 Protein	0.000	No mitochondrial presequence	8(MPP)	-0.125		13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01236 Protein	0.058	No mitochondrial presequence	28(MPP)	0.107		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01238 Protein	0.000	No mitochondrial presequence	27(MPP)	0.037		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01240 Protein	0.000	No mitochondrial presequence	44(MPP)	0.114		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01241 Protein	0.000	No mitochondrial presequence	37(MPP)	-0.027	37-41	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01242 Protein	0.000	No mitochondrial presequence	33(MPP)	0.030		9-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01243 Protein	0.000	No mitochondrial presequence	16(MPP)	0.062		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01245 Protein	0.012	No mitochondrial presequence	18(MPP)	0.278		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01246 Protein	0.000	No mitochondrial presequence	21(MPP)	0.095		16-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01247 Protein	0.007	No mitochondrial presequence	51(MPP)	0.118		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01248 Protein	0.013	No mitochondrial presequence	28(MPP)	0.214		18-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01249 Protein	0.000	No mitochondrial presequence	49(MPP)	0.163	2-6,83-87	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01250 Protein	0.016	No mitochondrial presequence	37(MPP)	0.027	10-14	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01252 Protein	0.000	No mitochondrial presequence	26(MPP)	0.077	40-44,63-67	11-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01253 Protein	0.000	No mitochondrial presequence	46(MPP)	0.065		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01254 Protein	0.003	No mitochondrial presequence	22(MPP)	0.091		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01255 Protein	0.982	Possessing mitochondrial presequence	25(MPP)	0.200	41-45,67-71,71-75,75-79	21-30-high	-	-	20-25	-	-	-	-	-	-	-	-	-	-	-	
NCU01256 Protein	0.006	No mitochondrial presequence	81(MPP)	0.037	1-5,15-19,78-82,86-90	19-28-low	-	-	-	-	-	-	-	-	-	-	-	14-19	-	-	
NCU01257 Protein	0.000	No mitochondrial presequence	39(MPP)	0.205	12-16,21-25	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01258 Protein	0.015	No mitochondrial presequence	7(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01259 Protein	0.000	No mitochondrial presequence	69(MPP)	0.174	62-66,66-70	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01260 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.031		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01261 Protein	0.021	No mitochondrial presequence	15(MPP)	0.067		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01262 Protein	0.012	No mitochondrial presequence	38(MPP)	0.079		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01266 Protein	0.000	No mitochondrial presequence	25(MPP)	-0.040		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01267 Protein	0.000	No mitochondrial presequence	29(MPP)	0.000	26-30,33-37	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01268 Protein	0.009	No mitochondrial presequence	15(MPP)	0.267	13-17	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01269 Protein	0.006	No mitochondrial presequence	20(MPP)	0.100		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01270 Protein	0.039	No mitochondrial presequence	32(MPP)	0.062	29-33	15-24-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
NCU01271 Protein	0.000	No mitochondrial presequence	69(MPP)	0.000		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01272 Protein	0.263	No mitochondrial presequence	13(MPP)	0.308	10-14,83-87	10-19-high	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
NCU01273 Protein	0.000	No mitochondrial presequence	16(MPP)	0.062	71-75	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01274 Protein	0.032	No mitochondrial presequence	13(MPP)	0.154		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01275 Protein	0.000	No mitochondrial presequence	34(MPP)	0.059		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01276 Protein	0.000	No mitochondrial presequence	9(MPP)	0.222	95-99	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01277 Protein	0.005	No mitochondrial presequence	23(MPP)	0.043		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01278 Protein	0.000	No mitochondrial presequence	72(MPP)	-0.111	86-90	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01279 Protein	0.000	No mitochondrial presequence	61(MPP), 69(Oct1)	0.016		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01281 Protein	0.009	No mitochondrial presequence	35(MPP), 36(Icp55)	0.057	4-8,74-78	17-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01282 Protein	0.070	No mitochondrial presequence	18(MPP)	0.167		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01283 Protein	0.000	No mitochondrial presequence	77(MPP), 78(Icp55)	0.065	70-74,74-78	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01284 Protein	0.003	No mitochondrial presequence	50(MPP)	0.080		13-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01285 Protein	0.000	No mitochondrial presequence	11(MPP)	0.091		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01288 Protein	0.000	No mitochondrial presequence	36(MPP)	0.028		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01289 Protein	0.043	No mitochondrial presequence	10(MPP)	0.300		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01290 Protein	0.000	No mitochondrial presequence	37(MPP)	-0.054	80-84	21-30-high	-	-	-	-	-	-	-	-	-	25-30	-	-	-	-	
NCU01291 Protein	0.000	No mitochondrial presequence	8(MPP)	0.125	65-69	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01292 Protein	0.003	No mitochondrial presequence	19(MPP)	0.158	16-20	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01294 Protein	0.000	No mitochondrial presequence	22(MPP)	0.045		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01296 Protein	0.051	No mitochondrial presequence	18(MPP), 19(Icp55)	0.000	54-58	14-23-high	-	-	-	-	-	-	15-20	-	-	-	-	-	-	-	
NCU01297 Protein	0.013	No mitochondrial presequence	51(MPP)	0.098		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01298 Protein	0.005	No mitochondrial presequence	84(MPP)	0.000		11-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01299 Protein	0.000	No mitochondrial presequence	53(MPP), 54(Icp55)	0.038		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01300 Protein	0.000	No mitochondrial presequence	10(MPP)	0.000	7-11,68-72,71-75	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01301 Protein	0.004	No mitochondrial presequence	29(MPP)	0.207		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01302 Protein	0.003	No mitochondrial presequence	70(MPP)	0.029	30-34	2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01303 Protein	0.000	No mitochondrial presequence	74(MPP), 75(Icp55)	-0.014		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01304 Protein	0.000	No mitochondrial presequence	11(MPP)	0.000	15-19,41-45	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01305 Protein	0.000	No mitochondrial presequence	75(MPP)	-0.040		7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01306 Protein	0.892	Possessing mitochondrial presequence	21(MPP)	0.190	3-7,95-99	2-11-high	-	-	4-9	-	3-8	-	-	-	-	-	-	-	-	-	
NCU01307 Protein	0.538	Possessing mitochondrial presequence	16(MPP), 17(Icp55)	0.188		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01308 Protein	0.000	No mitochondrial presequence	68(MPP)	0.015	65-69	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01309 Protein	0.000	No mitochondrial presequence	42(MPP)	0.048	60-64	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01310 Protein	0.000	No mitochondrial presequence	70(MPP)	-0.243		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01311 Protein	0.100	No mitochondrial presequence	11(MPP)	0.091		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01312 Protein	0.005	No mitochondrial presequence	38(MPP)	0.053	20-24,35-39	18-27-high	-	-	-	-	20-25	-	-	-	-	-	-	-	-	-	
NCU01313 Protein	0.004	No mitochondrial presequence	50(MPP)	0.000		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01314 Protein	0.000	No mitochondrial presequence	82(MPP)	-0.037	43-47,94-98	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01315 Protein	0.040	No mitochondrial presequence	79(MPP)	-0.013	1-5,7-11	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
NCU01317 Protein	0.000	No mitochondrial presequence	68(MPP)	0.074	81-85	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01318 Protein	0.004	No mitochondrial presequence	21(MPP)	-0.190	33-37	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01319 Protein	0.054	No mitochondrial presequence	52(MPP)	0.077		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01320 Protein	0.005	No mitochondrial presequence	37(MPP)	0.027		19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01321 Protein	0.000	No mitochondrial presequence	82(MPP)	-0.061		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01322 Protein	0.189	No mitochondrial presequence	10(MPP)	0.100	7-11,11-15,38-42,49-53	2-11-high	-	-	-	-	-	-	3-8	-	-	-	-	-	-	-	
NCU01323 Protein	0.007	No mitochondrial presequence	59(MPP)	0.068	1-5	1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01324 Protein	0.000	No mitochondrial presequence	70(MPP)	-0.100		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01325 Protein	0.000	No mitochondrial presequence	35(MPP), 36(Icp55)	0.086	67-71,93-97	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01326 Protein	0.015	No mitochondrial presequence	27(MPP)	-0.037	24-28	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01327 Protein	0.000	No mitochondrial presequence	19(MPP)	0.105	9-13	15-24-low	-	-	-	-	-	-	-	-	-	-	12-17	-	-	-	
NCU01328 Protein	0.000	No mitochondrial presequence	17(MPP), 18(Icp55)	-0.059	40-44,45-49,78-82	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01329 Protein	0.000	No mitochondrial presequence	23(MPP)	0.174		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01330 Protein	0.000	No mitochondrial presequence	7(MPP)	0.286	5-9	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01331 Protein	0.000	No mitochondrial presequence	34(MPP)	-0.088	89-93	18-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01332 Protein	0.000	No mitochondrial presequence	47(MPP)	0.021		4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01333 Protein	0.009	No mitochondrial presequence	48(MPP)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01334 Protein	0.010	No mitochondrial presequence	28(MPP)	0.071	8-12	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01335 Protein	0.000	No mitochondrial presequence	14(MPP)	0.000	69-73	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01336 Protein	0.235	No mitochondrial presequence	59(MPP)	0.153	12-16	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01337 Protein	0.247	No mitochondrial presequence	52(MPP)	0.077	9-13,22-26	9-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01338 Protein	0.009	No mitochondrial presequence	71(MPP)	-0.056	12-16	17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01339 Protein	0.000	No mitochondrial presequence	59(MPP)	-0.017	69-73	14-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01340 Protein	0.008	No mitochondrial presequence	57(MPP)	-0.035	33-37,39-43	9-21-high	-	-	-	-	-	-	16-21	-	-	15-20	-	-	-	-	
NCU01341 Protein	0.013	No mitochondrial presequence	22(MPP)	0.000	1-5	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01342 Protein	0.023	No mitochondrial presequence	38(MPP)	0.053		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01343 Protein	0.994	Possessing mitochondrial presequence	37(MPP)	0.162	15-19	6-15-high	-	-	5-10	-	-	-	-	-	-	-	-	-	-	-	
NCU01344 Protein	0.081	No mitochondrial presequence	26(MPP)	0.231		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01345 Protein	0.000	No mitochondrial presequence	11(MPP)	0.091		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01346 Protein	0.000	No mitochondrial presequence	10(MPP)	0.200		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01347 Protein	0.000	No mitochondrial presequence	30(MPP)	0.067	27-31	18-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01348 Protein	0.004	No mitochondrial presequence	59(MPP)	-0.017		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01349 Protein	0.000	No mitochondrial presequence	90(MPP)	0.100		11-20-low	-	-	-	-	-	-	-	-	-	22-27	-	-	-	-	
NCU01350 Protein	0.000	No mitochondrial presequence	74(MPP)	-0.014		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01351 Protein	0.000	No mitochondrial presequence	95(MPP), 96(Icp55)	0.000		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01353 Protein	0.000	No mitochondrial presequence	88(MPP)	-0.011	64-68	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01355 Protein	0.007	No mitochondrial presequence	24(MPP)	-0.042	28-32	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01356 Protein	0.008	No mitochondrial presequence	11(MPP)	0.273	8-12,16-20	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01357 Protein	0.006	No mitochondrial presequence	53(MPP)	0.057	83-87	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01358 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.061	85-89	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01360 Protein	0.003	No mitochondrial presequence	60(MPP)	-0.017		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01361 Protein	0.000	No mitochondrial presequence	45(MPP)	0.044	14-18,42-46	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01362 Protein	0.000	No mitochondrial presequence	9(MPP)	0.111		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01364 Protein	0.000	No mitochondrial presequence	22(MPP)	-0.045	57-61	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01365 Protein	0.019	No mitochondrial presequence	21(MPP)	-0.095	74-78	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01366 Protein	0.047	No mitochondrial presequence	8(MPP)	0.125		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01367 Protein	0.004	No mitochondrial presequence	27(MPP)	0.185		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01368 Protein	0.038	No mitochondrial presequence	24(MPP)	0.042	17-21	4-13-high	-	-	-	-	-	-	-	-	-	-	-	16-21	-	-	
NCU01369 Protein	0.000	No mitochondrial presequence	33(MPP)	0.000		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01370 Protein	0.000	No mitochondrial presequence	6(MPP)	0.500		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01371 Protein	0.037	No mitochondrial presequence	86(MPP)	0.000	14-18,40-44,83-87	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01373 Protein	0.006	No mitochondrial presequence	48(MPP)	0.104	14-18,48-52	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01374 Protein	0.000	No mitochondrial presequence	70(MPP), 71(Icp55)	-0.014	30-34,67-71,87-91	19-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01375 Protein	0.331	No mitochondrial presequence	15(MPP)	0.067	64-68	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01376 Protein	0.084	No mitochondrial presequence	28(MPP)	0.071		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01377 Protein	0.007	No mitochondrial presequence	14(MPP)	0.000	8-12,81-85	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01378 Protein	0.019	No mitochondrial presequence	24(MPP)	0.000	21-25,69-73	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01379 Protein	0.044	No mitochondrial presequence	21(MPP)	-0.048	9-13,33-37,46-50	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01380 Protein	0.009	No mitochondrial presequence	12(MPP), 13(Icp55)	0.000		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01381 Protein	0.004	No mitochondrial presequence	6(MPP)	0.167	28-32	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01382 Protein	0.008	No mitochondrial presequence	11(MPP)	0.000		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01383 Protein	0.667	Possessing mitochondrial presequence	30(MPP)	0.133	36-40,55-59	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01385 Protein	0.162	No mitochondrial presequence	17(MPP)	0.059		7-16-high	-	-	-	-	-	-	-	-	-	-	24-29	-	-	-	
NCU01386 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.018		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01387 Protein	0.000	No mitochondrial presequence	28(MPP)	0.000	94-98	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01388 Protein	0.079	No mitochondrial presequence	9(MPP), 10(Icp55)	0.222		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01389 Protein	0.000	No mitochondrial presequence	66(MPP)	0.015		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01390 Protein	0.012	No mitochondrial presequence	38(MPP)	0.132	7-11,76-80	7-16-high	-	-	-	-	-	-	-	-	-	-	-	6-11	-	-	
NCU01391 Protein	0.000	No mitochondrial presequence	28(MPP)	0.000		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01392 Protein	0.000	No mitochondrial presequence	28(MPP)	0.000	32-36	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01393 Protein	0.013	No mitochondrial presequence	12(MPP)	0.083	9-13,40-44	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01394 Protein	0.004	No mitochondrial presequence	42(MPP), 43(Icp55)	0.095		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01395 Protein	0.010	No mitochondrial presequence	24(MPP)	0.042		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01396 Protein	0.024	No mitochondrial presequence	17(MPP)	0.294	55-59	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01397 Protein	0.000	No mitochondrial presequence	13(MPP)	-0.154		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01398 Protein	0.000	No mitochondrial presequence	28(MPP)	0.000		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01399 Protein	0.000	No mitochondrial presequence	51(MPP)	0.059	48-52	12-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01400 Protein	0.000	No mitochondrial presequence	59(MPP)	0.034	25-29	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01401 Protein	0.052	No mitochondrial presequence	41(MPP)	0.073	20-24,78-82	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01402 Protein	0.000	No mitochondrial presequence	38(MPP)	-0.079		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01403 Protein	0.004	No mitochondrial presequence	81(MPP)	0.012		4-13-low	-	-	-	1-6	-	-	-	-	-	-	-	-	-	-	
NCU01404 Protein	0.871	Possessing mitochondrial presequence	31(MPP)	0.097	6-10	3-14-low	-	-	7-12	-	6-11	-	-	-	-	-	-	-	-	-	
NCU01407 Protein	0.000	No mitochondrial presequence	31(MPP)	-0.097		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01408 Protein	0.000	No mitochondrial presequence	46(MPP)	-0.022		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01409 Protein	0.245	No mitochondrial presequence	10(MPP)	0.200	29-33,88-92	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01410 Protein	0.000	No mitochondrial presequence	46(MPP)	0.152		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01411 Protein	0.000	No mitochondrial presequence	78(MPP), 86(Oct1)	-0.103		16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01412 Protein	0.011	No mitochondrial presequence	14(MPP)	0.000	11-15,18-22	16-25-high	-	-	-	-	11-16	-	-	14-19	-	-	-	-	-	-	
NCU01413 Protein	0.000	No mitochondrial presequence	25(MPP)	0.080	83-87	16-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01414 Protein	0.000	No mitochondrial presequence	60(MPP), 61(Icp55)	-0.017		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01415 Protein	0.013	No mitochondrial presequence	38(MPP), 39(Icp55)	0.053	18-22,36-40	5-17-low	-	-	-	-	-	-	-	-	-	-	-	17-22	-	-	
NCU01416 Protein	0.000	No mitochondrial presequence	63(MPP)	0.016		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01417 Protein	0.000	No mitochondrial presequence	62(MPP)	0.000		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01418 Protein	0.026	No mitochondrial presequence	10(MPP)	0.100	7-11	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01419 Protein	0.000	No mitochondrial presequence	49(MPP)	0.082		11-22-low	-	4-9	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01420 Protein	0.000	No mitochondrial presequence	54(MPP)	-0.167		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NCU01421 Protein	0.000	No mitochondrial presequence	57(MPP)	0.105	30-34	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
