Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
SPAC27E2.13 Ntermext	0.009	No mitochondrial presequence	38(MPP), 39(Icp55)	0.158		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.04c Ntermext	0.016	No mitochondrial presequence	6(MPP)	0.167		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.12 Ntermext	0.060	No mitochondrial presequence	24(MPP)	0.125	43-47	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.14 Ntermext	0.698	Possessing mitochondrial presequence	6(MPP)	0.500	3-7	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.05 Ntermext	0.010	No mitochondrial presequence	21(MPP)	0.048	1-5,63-67	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.06c Ntermext	0.960	Possessing mitochondrial presequence	9(MPP)	0.333	6-10,36-40	2-13-high	-	-	-	-	6-11	-	-	9-14	-	-	-	-	-	-	
SPAC27E2.07 Ntermext	0.028	No mitochondrial presequence	16(MPP)	0.188	1-5,13-17,72-76	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.08 Ntermext	0.087	No mitochondrial presequence	28(MPP)	0.107	66-70	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.09 Ntermext	0.023	No mitochondrial presequence	28(MPP)	-0.036	40-44	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	2-7	
SPAC31A2.04c Ntermext	0.000	No mitochondrial presequence	24(MPP)	-0.042		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27E2.10c Ntermext	0.000	No mitochondrial presequence	22(MPP)	0.091	59-63,68-72,89-93	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPJ698.02c Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.000	58-62,64-68,90-94	10-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAPJ698.03c Ntermext	0.000	No mitochondrial presequence	72(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.01c Ntermext	0.021	No mitochondrial presequence	56(MPP)	0.107	30-34	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.02c Ntermext	0.000	No mitochondrial presequence	49(MPP)	-0.041	14-18	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.03 Ntermext	0.000	No mitochondrial presequence	69(MPP)	-0.087	84-88	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.04 Ntermext	0.003	No mitochondrial presequence	82(MPP)	0.037	23-27,59-63	12-21-high	-	-	-	-	-	-	13-18	-	-	-	-	-	-	12-17	
SPAC19G12.05 Ntermext	0.061	No mitochondrial presequence	86(MPP), 87(Icp55)	0.093	83-87	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.06c Ntermext	0.031	No mitochondrial presequence	25(MPP)	0.160	37-41	17-27-low	-	-	-	-	-	-	-	17-22	-	16-21	-	-	-	-	
SPAC31A2.05c Ntermext	0.005	No mitochondrial presequence	67(MPP)	0.000	64-68	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.07c Ntermext	0.000	No mitochondrial presequence	84(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.08 Ntermext	0.100	No mitochondrial presequence	19(MPP)	0.053	32-36	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.09 Ntermext	0.008	No mitochondrial presequence	35(MPP)	0.086		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.10c Ntermext	0.000	No mitochondrial presequence	50(MPP)	-0.060		12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.17 Ntermext	0.003	No mitochondrial presequence	41(MPP)	0.000	64-68	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.11 Ntermext	0.740	Possessing mitochondrial presequence	33(MPP)	0.182	17-21,81-85	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.12 Ntermext	0.175	No mitochondrial presequence	12(MPP)	0.167	31-35,48-52	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.13c Ntermext	0.013	No mitochondrial presequence	13(MPP)	0.154	43-47	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.14 Ntermext	0.000	No mitochondrial presequence	58(MPP)	-0.017		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.06 Ntermext	0.200	No mitochondrial presequence	27(MPP), 28(Icp55)	0.222	11-15	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.15c Ntermext	0.012	No mitochondrial presequence	91(MPP)	-0.011		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC19G12.16c Ntermext	0.003	No mitochondrial presequence	67(MPP)	-0.045	13-17	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.02c Ntermext	0.049	No mitochondrial presequence	21(MPP), 22(Icp55)	0.190	54-58	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.03 Ntermext	0.000	No mitochondrial presequence	6(MPP)	-0.167		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.04c Ntermext	0.013	No mitochondrial presequence	42(MPP)	0.048		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.05 Ntermext	0.523	Possessing mitochondrial presequence	12(MPP)	0.250	2-6,13-17,84-88	2-11-high	-	-	-	-	-	-	9-14	-	-	-	-	-	-	8-13	
SPAC23A1.06c Ntermext	0.047	No mitochondrial presequence	6(MPP)	0.167		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.07 Ntermext	0.189	No mitochondrial presequence	47(MPP), 48(Icp55)	0.000	67-71	8-19-high	-	2-7	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.08c Ntermext	0.787	Possessing mitochondrial presequence	43(MPP)	0.279	9-13,83-87	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	9-14	-	
SPAC23A1.09 Ntermext	0.000	No mitochondrial presequence	48(MPP)	-0.062	65-69	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.07c Ntermext	0.000	No mitochondrial presequence	59(MPP)	-0.119	49-53,80-84	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.10 Ntermext	0.000	No mitochondrial presequence	70(MPP)	0.057		12-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.11 Ntermext	0.745	Possessing mitochondrial presequence	20(MPP)	0.050	4-8,17-21,59-63,81-85	15-24-high	-	-	-	-	-	-	24-29	-	-	23-28	-	-	-	-	
SPAC23A1.12c Ntermext	0.003	No mitochondrial presequence	26(MPP), 27(Icp55)	-0.115	19-23	18-27-high	-	-	-	20-25	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.14c Ntermext	0.000	No mitochondrial presequence	69(MPP)	-0.101	55-59	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.15c Ntermext	0.000	No mitochondrial presequence	27(MPP)	-0.111	31-35,55-59,86-90	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.16c Ntermext	0.029	No mitochondrial presequence	61(MPP)	0.082	1-5,71-75,86-90	5-14-low	-	-	-	-	-	-	9-14	-	-	8-13	-	-	-	-	
SPAC31A2.09c Ntermext	0.041	No mitochondrial presequence	27(MPP)	0.037	70-74	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.17 Ntermext	0.000	No mitochondrial presequence	9(MPP)	0.111		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23A1.18c Ntermext	0.325	No mitochondrial presequence	40(MPP)	0.125	89-93	8-17-low	-	-	-	-	-	-	-	3-8	-	-	-	-	-	2-7	
SPAC23A1.19c Ntermext	0.000	No mitochondrial presequence	93(MPP)	0.022	37-41,78-82	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.02c Ntermext	0.000	No mitochondrial presequence	81(MPP)	0.049	62-66	18-27-low	-	-	-	-	-	-	-	12-17	-	11-16	-	-	-	-	
SPAC26H5.03 Ntermext	0.289	No mitochondrial presequence	29(MPP)	0.207	3-7,50-54	3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.04 Ntermext	0.000	No mitochondrial presequence	29(MPP)	-0.069	26-30,52-56	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.05 Ntermext	0.000	No mitochondrial presequence	48(MPP)	-0.021	35-39	15-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC977.08 Ntermext	0.003	No mitochondrial presequence	22(MPP)	0.136	42-46,89-93	17-26-high	-	14-19	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.08 Ntermext	0.385	Possessing mitochondrial presequence	25(MPP)	0.160	4-8,50-54	15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.06 Ntermext	0.000	No mitochondrial presequence	32(MPP)	-0.125		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.07c Ntermext	0.010	No mitochondrial presequence	69(MPP)	0.014	14-18,66-70	4-13-low	-	-	-	-	-	-	3-8	-	-	2-7	-	-	-	-	
SPAC26H5.08c Ntermext	0.000	No mitochondrial presequence	15(MPP), 16(Icp55)	0.000	7-11	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.09c Ntermext	0.016	No mitochondrial presequence	40(MPP)	0.050	22-26	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.10c Ntermext	0.000	No mitochondrial presequence	29(MPP)	-0.138		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.11 Ntermext	0.009	No mitochondrial presequence	21(MPP), 22(Icp55)	-0.190		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.10 Ntermext	0.028	No mitochondrial presequence	80(MPP)	0.075	36-40	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC26H5.12 Ntermext	0.932	Possessing mitochondrial presequence	32(MPP)	0.250		10-19-high	-	-	-	-	-	-	-	-	-	-	7-12	-	-	-	
SPAC26H5.13c Ntermext	0.062	No mitochondrial presequence	17(MPP)	0.176	1-5,23-27	18-27-high	-	-	-	-	-	-	-	-	-	-	11-16	-	-	-	
SPAC25B8.01 Ntermext	0.009	No mitochondrial presequence	94(MPP), 95(Icp55)	0.043		13-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.02 Ntermext	0.000	No mitochondrial presequence	73(MPP)	-0.096	4-8	1-10-low	-	-	-	-	-	-	-	-	-	-	-	3-8	-	-	
SPAC25B8.03 Ntermext	0.500	Possessing mitochondrial presequence	21(MPP)	0.381	87-91	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.04c Ntermext	0.436	Possessing mitochondrial presequence	36(MPP)	0.167		5-14-high	-	-	-	-	-	-	8-13	-	-	-	-	-	-	7-12	
SPAC25B8.05 Ntermext	0.134	No mitochondrial presequence	10(MPP)	0.200	4-8,12-16,24-28,76-80	21-30-low	-	-	-	-	-	-	-	-	-	-	-	23-28	-	-	
SPAC25B8.06c Ntermext	0.864	Possessing mitochondrial presequence	54(MPP), 55(Icp55)	0.167	10-14	6-15-high	-	-	-	-	-	-	-	6-11	-	5-10	-	-	-	-	
SPAC31A2.11c Ntermext	0.061	No mitochondrial presequence	9(MPP)	-0.111	12-16,26-30,39-43	11-23-low	-	-	-	-	-	-	-	-	-	-	-	11-16,25-30	12-17	-	
SPAC25B8.07c Ntermext	0.138	No mitochondrial presequence	13(MPP)	0.077	10-14	6-15-high	-	-	-	-	-	-	-	-	-	-	-	9-14	-	-	
SPAC25B8.20 Ntermext	0.951	Possessing mitochondrial presequence	23(MPP), 31(Oct1)	0.130		12-21-high	-	-	-	-	-	-	-	-	3-8	-	2-7	-	-	-	
SPAC25B8.08 Ntermext	0.005	No mitochondrial presequence	15(MPP)	0.000	12-16,84-88	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.09 Ntermext	0.005	No mitochondrial presequence	8(MPP)	0.125		5-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.10 Ntermext	0.000	No mitochondrial presequence	58(MPP)	-0.121		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.11 Ntermext	0.000	No mitochondrial presequence	24(MPP)	0.000		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.12c Ntermext	0.000	No mitochondrial presequence	38(MPP)	-0.026	41-45	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.12 Ntermext	0.000	No mitochondrial presequence	10(MPP)	0.100		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.13c Ntermext	0.013	No mitochondrial presequence	51(MPP)	-0.039		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.14 Ntermext	0.000	No mitochondrial presequence	27(MPP)	-0.222		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.15c Ntermext	0.000	No mitochondrial presequence	61(MPP)	-0.033		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.16 Ntermext	0.000	No mitochondrial presequence	18(MPP)	0.278	40-44,66-70,73-77	11-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.17 Ntermext	0.032	No mitochondrial presequence	85(MPP), 86(Icp55)	0.000	1-5,82-86	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.18 Ntermext	0.277	No mitochondrial presequence	18(MPP), 19(Icp55)	0.167		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25B8.19c Ntermext	0.016	No mitochondrial presequence	15(MPP)	0.067	9-13,12-16,18-22,77-81	8-17-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
SPAC683.03 Ntermext	0.031	No mitochondrial presequence	66(MPP), 67(Icp55)	0.061	8-12,48-52,56-60	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.13c Ntermext	0.087	No mitochondrial presequence	76(MPP)	0.079	2-6,65-69,94-98	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC683.02c Ntermext	0.046	No mitochondrial presequence	13(MPP)	0.385		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC694.02 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.000	38-42	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC694.03 Ntermext	0.019	No mitochondrial presequence	8(MPP)	0.125	12-16	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC694.04c Ntermext	0.152	No mitochondrial presequence	28(MPP)	0.036	4-8	1-10-high	-	-	-	-	-	-	-	-	23-28	-	22-27	-	-	-	
SPAC694.05c Ntermext	0.015	No mitochondrial presequence	71(MPP), 72(Icp55)	0.155	7-11,45-49,64-68	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC694.06c Ntermext	0.000	No mitochondrial presequence	19(MPP)	-0.105	42-46	9-18-low	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-	
SPAC1F7.01c Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.000		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.14 Ntermext	0.054	No mitochondrial presequence	15(MPP)	0.200	39-43,51-55	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.02c Ntermext	0.074	No mitochondrial presequence	45(MPP)	0.133	24-28,34-38	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.03 Ntermext	0.017	No mitochondrial presequence	47(MPP)	0.043	44-48,64-68	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.14c Ntermext	0.000	No mitochondrial presequence	31(MPP)	-0.065	76-80	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.04 Ntermext	0.004	No mitochondrial presequence	8(MPP)	0.250		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.05 Ntermext	0.035	No mitochondrial presequence	12(MPP)	0.083	36-40,92-96	4-16-low	-	-	-	-	-	-	-	-	-	-	15-20	-	-	-	
SPAC1F7.06 Ntermext	0.000	No mitochondrial presequence	74(MPP)	-0.162	45-49	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.07c Ntermext	0.010	No mitochondrial presequence	43(MPP)	0.023		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.08 Ntermext	0.417	Possessing mitochondrial presequence	23(MPP)	0.130	5-9,20-24	1-10-high	-	-	-	-	-	-	-	-	-	-	-	4-9	5-10	-	
SPAC31A2.15c Ntermext	0.000	No mitochondrial presequence	8(MPP)	-0.250		13-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.09c Ntermext	0.000	No mitochondrial presequence	31(MPP)	-0.065	28-32	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.10 Ntermext	0.012	No mitochondrial presequence	11(MPP)	0.091	8-12,66-70	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.11c Ntermext	0.009	No mitochondrial presequence	18(MPP)	0.389	32-36,62-66	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.12 Ntermext	0.000	No mitochondrial presequence	68(MPP), 76(Oct1)	-0.074	39-43,65-69	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC1F7.13c Ntermext	0.003	No mitochondrial presequence	32(MPP)	0.156	12-16,55-59,68-72	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.03c Ntermext	0.000	No mitochondrial presequence	66(MPP)	0.121		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.04 Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.083	67-71	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.05c Ntermext	0.003	No mitochondrial presequence	79(MPP)	0.038		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.06 Ntermext	0.009	No mitochondrial presequence	87(MPP)	0.092	5-9	16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC31A2.16 Ntermext	0.008	No mitochondrial presequence	26(MPP)	0.192		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC21E11.07 Ntermext	0.629	Possessing mitochondrial presequence	28(MPP), 29(Icp55)	0.179	47-51	18-29-high	-	-	-	-	-	-	-	25-30	-	-	-	-	-	24-29	
SPAC21E11.08 Ntermext	0.000	No mitochondrial presequence	71(MPP)	-0.113		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.03c Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.250		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.04c Ntermext	0.250	No mitochondrial presequence	31(MPP)	0.129	1-5,55-59	12-21-high	-	-	-	-	-	12-17	-	-	-	11-16	-	-	-	-	
SPAC2C4.05 Ntermext	0.027	No mitochondrial presequence	44(MPP)	-0.023		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.06c Ntermext	0.055	No mitochondrial presequence	35(MPP)	0.057	18-22,44-48	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	18-23	-	
SPAC13C5.01c Ntermext	0.242	No mitochondrial presequence	24(MPP)	0.125	7-11,82-86	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.07c Ntermext	0.003	No mitochondrial presequence	36(MPP)	0.139		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.08 Ntermext	0.188	No mitochondrial presequence	14(MPP)	0.000	23-27	8-17-low	-	-	-	-	-	-	-	11-16	-	10-15	-	-	-	-	
SPAC2C4.09 Ntermext	0.091	No mitochondrial presequence	53(MPP)	0.151	62-66,79-83	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	25-30	
SPAC2C4.10c Ntermext	0.005	No mitochondrial presequence	55(MPP)	-0.018	34-38	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.11c Ntermext	0.000	No mitochondrial presequence	28(MPP)	-0.143	46-50,83-87,91-95	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.12c Ntermext	0.003	No mitochondrial presequence	36(MPP)	0.111	41-45,45-49	8-17-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
SPAC2C4.13 Ntermext	0.000	No mitochondrial presequence	92(MPP)	0.000		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.14c Ntermext	0.000	No mitochondrial presequence	25(MPP)	0.000	66-70	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.15c Ntermext	0.000	No mitochondrial presequence	81(MPP)	-0.099		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.16c Ntermext	0.281	No mitochondrial presequence	50(MPP)	0.180		21-30-low	-	-	-	-	-	-	-	-	-	-	2-7	-	-	-	
SPAC13C5.02 Ntermext	0.004	No mitochondrial presequence	40(MPP)	0.050	2-6	7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC2C4.17c Ntermext	0.000	No mitochondrial presequence	8(MPP)	0.000	54-58,57-61,67-71	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25G10.01 Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.239		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25G10.02 Ntermext	0.211	No mitochondrial presequence	14(MPP)	0.071	11-15,22-26,41-45	20-29-high	-	-	-	-	-	-	-	-	-	-	-	21-26	-	-	
SPAC25G10.03 Ntermext	0.000	No mitochondrial presequence	29(MPP), 30(Icp55)	-0.172		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25G10.04c Ntermext	0.000	No mitochondrial presequence	80(MPP)	-0.037	67-71,96-100	2-11-low	-	-	-	-	-	-	-	22-27	-	-	-	-	-	21-26	
SPAC25G10.05c Ntermext	0.007	No mitochondrial presequence	68(MPP)	0.059	65-69	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25G10.06 Ntermext	0.201	No mitochondrial presequence	6(MPP)	0.333	3-7,16-20,19-23	16-25-high	-	-	-	20-25	16-21	-	-	-	-	-	-	-	-	-	
SPAC977.09c Ntermext	0.000	No mitochondrial presequence	34(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC13C5.03 Ntermext	0.000	No mitochondrial presequence	88(MPP)	-0.057	50-54	4-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25G10.07c Ntermext	0.014	No mitochondrial presequence	34(MPP)	0.147	2-6	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25G10.08 Ntermext	0.000	No mitochondrial presequence	70(MPP), 71(Icp55)	-0.143	67-71	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC25G10.09c Ntermext	0.005	No mitochondrial presequence	8(MPP)	0.125		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27F1.02c Ntermext	0.087	No mitochondrial presequence	12(MPP), 20(Oct1)	0.167		4-13-high	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
SPAC27F1.03c Ntermext	0.480	Possessing mitochondrial presequence	18(MPP)	0.278		4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27F1.04c Ntermext	0.000	No mitochondrial presequence	56(MPP)	-0.018		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27F1.05c Ntermext	0.000	No mitochondrial presequence	72(MPP)	-0.056		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27F1.10 Ntermext	0.100	No mitochondrial presequence	10(MPP)	0.200	47-51	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27F1.06c Ntermext	0.000	No mitochondrial presequence	39(MPP)	-0.026		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27F1.07 Ntermext	0.246	No mitochondrial presequence	64(MPP), 72(Oct1)	0.016	8-12	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27F1.08 Ntermext	0.000	No mitochondrial presequence	76(MPP), 77(Icp55)	-0.026	1-5,63-67,77-81	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC27F1.09c Ntermext	0.000	No mitochondrial presequence	21(MPP)	-0.048		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23D3.01 Ntermext	0.030	No mitochondrial presequence	82(MPP)	0.232		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23D3.02 Ntermext	0.042	No mitochondrial presequence	20(MPP)	0.050	3-7,17-21,80-84	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23D3.03c Ntermext	0.003	No mitochondrial presequence	44(MPP)	0.091		14-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23D3.04c Ntermext	0.027	No mitochondrial presequence	14(MPP), 15(Icp55)	0.143	45-49	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC13C5.04 Ntermext	0.000	No mitochondrial presequence	81(MPP)	-0.062	89-93	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23D3.06c Ntermext	0.000	No mitochondrial presequence	34(MPP), 35(Icp55)	-0.265		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23D3.07 Ntermext	0.000	No mitochondrial presequence	24(MPP)	-0.083		3-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
SPAC23D3.09 Ntermext	0.000	No mitochondrial presequence	42(MPP)	-0.095		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
