Gene_name	Type	Sample	Inct.narr	Inct.wide	Nxct.narr	Nxct.wide	Upct.narr	Upct.wide	ORFct	UTR5ct	ORFlen	UTR5len	UTR5Ct
CNAG_03525	RPF	H99r2	0	2	0	3	0	0	356	NA	2289	403	96
CNAG_03526	RPF	H99r2	8	59	13	90	0	0	1835	NA	789	101	0
CNAG_03527	RPF	H99r2	19	80	8	55	NA	NA	9019	NA	2535	80	NA
CNAG_03528	RPF	H99r2	21	25	0	10	NA	NA	12978	NA	3147	199	NA
CNAG_03531	RPF	H99r2	2	3	1	4	0	1	151	NA	906	257	77
CNAG_03532	RPF	H99r2	0	0	0	0	NA	NA	20	NA	894	22	NA
CNAG_03533	RPF	H99r2	6	21	2	15	NA	NA	5198	NA	2583	84	NA
CNAG_03534	RPF	H99r2	0	0	0	43	0	0	449	NA	477	274	200
CNAG_03539	RPF	H99r2	12	31	11	35	NA	NA	3333	NA	1863	134	NA
CNAG_03540	RPF	H99r2	5	23	13	25	2	24	2577	NA	1566	40	0
CNAG_03541	RPF	H99r2	17	59	14	133	NA	NA	6161	NA	1137	20	NA
CNAG_03542	RPF	H99r2	5	48	78	137	NA	NA	13991	NA	1197	114	NA
CNAG_03543	RPF	H99r2	21	25	0	0	4	16	4013	NA	3018	782	25
CNAG_03544	RPF	H99r2	437	1258	840	3982	NA	NA	37725	NA	513	41	NA
CNAG_03545	RPF	H99r2	0	2	0	2	0	0	1442	NA	1983	48	0
CNAG_03546	RPF	H99r2	0	0	0	0	1	3	5	NA	387	301	56
CNAG_03550	RPF	H99r2	10	36	7	25	NA	NA	1282	NA	486	71	NA
CNAG_03551	RPF	H99r2	0	0	0	0	0	1	0	NA	348	269	1
CNAG_03552	RPF	H99r2	0	0	3	11	0	0	348	NA	2001	75	26
CNAG_03553	RPF	H99r2	21	521	83	189	NA	NA	32651	NA	3561	50	NA
CNAG_03554	RPF	H99r2	41	538	12	531	NA	NA	60344	NA	3669	171	NA
CNAG_03555	RPF	H99r2	1	1	3	23	NA	NA	647	NA	912	33	NA
CNAG_03556	RPF	H99r2	4	8	10	32	NA	NA	1462	NA	1848	41	NA
CNAG_03557	RPF	H99r2	9	44	4	136	NA	NA	3010	NA	375	86	NA
CNAG_03558	RPF	H99r2	5	48	33	67	0	1	1207	NA	444	119	1
CNAG_03559	RPF	H99r2	4	6	1	5	0	1	227	NA	1227	275	37
CNAG_03560	RPF	H99r2	0	1	1	1	0	0	251	NA	1620	357	11
CNAG_03561	RPF	H99r2	1	4	3	27	NA	NA	1812	NA	2187	148	NA
CNAG_03562	RPF	H99r2	2	30	0	12	0	0	2152	NA	1179	117	0
CNAG_03563	RPF	H99r2	12	39	17	44	0	3	3092	NA	2655	232	11
CNAG_03564	RPF	H99r2	0	0	6	19	0	0	1197	NA	1077	136	24
CNAG_03565	RPF	H99r2	9	46	1	12	2	2	1460	NA	3240	389	1
CNAG_03566	RPF	H99r2	29	96	1	15	11	20	2862	NA	405	784	61
CNAG_03567	RPF	H99r2	10	123	10	485	NA	NA	11977	NA	1671	58	NA
CNAG_03569	RPF	H99r2	NA	NA	NA	NA	NA	NA	NA	NA	273	-14	NA
CNAG_03570	RPF	H99r2	0	0	0	0	0	2	14	NA	600	88	0
CNAG_03572	RPF	H99r2	3	7	2	6	0	1	318	NA	987	519	16
CNAG_03573	RPF	H99r2	0	0	0	1	0	0	67	NA	1266	442	84
CNAG_03575	RPF	H99r2	0	0	0	0	0	0	61	NA	2604	324	14
CNAG_03576	RPF	H99r2	0	0	0	0	0	0	1	NA	648	380	1
CNAG_03577	RPF	H99r2	1963	4241	4297	15372	NA	NA	397839	NA	939	74	NA
CNAG_03578	RPF	H99r2	0	12	2	13	0	1	1111	NA	1320	71	0
CNAG_03582	RPF	H99r2	1	124	10	149	NA	NA	8636	NA	2709	67	NA
CNAG_03583	RPF	H99r2	0	17	0	4	0	0	2397	NA	2832	58	0
CNAG_03584	RPF	H99r2	16	175	6	15	NA	NA	11474	NA	1125	48	NA
CNAG_03586	RPF	H99r2	4	19	3	34	NA	NA	2415	NA	1365	8	NA
CNAG_03587	RPF	H99r2	6	21	2	15	NA	NA	2134	NA	2982	109	NA
CNAG_03588	RPF	H99r2	40	56	68	163	NA	NA	70140	NA	4230	46	NA
CNAG_03589	RPF	H99r2	9	120	24	128	16	96	10772	NA	600	135	114
CNAG_03590	RPF	H99r2	10	171	20	77	NA	NA	6883	NA	1098	58	NA
CNAG_03591	RPF	H99r2	75	129	13	56	0	0	18344	NA	1359	144	0
CNAG_03592	RPF	H99r2	53	82	10	73	NA	NA	9743	NA	1686	51	NA
CNAG_03595	RPF	H99r2	10	25	1	79	NA	NA	3728	NA	3030	332	NA
CNAG_03596	RPF	H99r2	195	526	409	1146	NA	NA	53745	NA	1371	92	NA
CNAG_03597	RPF	H99r2	0	0	0	1	0	0	64	NA	2877	299	2
CNAG_03598	RPF	H99r2	39	110	302	485	NA	NA	22290	NA	1194	92	NA
CNAG_03599	RPF	H99r2	4	30	3	86	NA	NA	3528	NA	1419	65	NA
CNAG_03600	RPF	H99r2	0	0	0	0	0	0	64	NA	4632	342	0
CNAG_03602	RPF	H99r2	55	573	41	322	NA	NA	31548	NA	2145	155	NA
CNAG_03603	RPF	H99r2	15	106	33	80	NA	NA	30428	NA	1635	49	NA
CNAG_03604	RPF	H99r2	17	27	37	207	NA	NA	7911	NA	999	77	NA
CNAG_03605	RPF	H99r2	3	54	1	62	NA	NA	2256	NA	1665	69	NA
CNAG_03606	RPF	H99r2	39	915	14	116	NA	NA	95746	NA	3678	66	NA
CNAG_03607	RPF	H99r2	11	18	6	37	NA	NA	1786	NA	1383	124	NA
CNAG_03608	RPF	H99r2	2	3	2	2	NA	NA	765	NA	2658	0	NA
CNAG_03609	RPF	H99r2	20	59	1	9	NA	NA	2229	NA	783	56	NA
CNAG_03610	RPF	H99r2	6	14	30	49	NA	NA	4954	NA	1272	15	NA
CNAG_03612	RPF	H99r2	89	251	59	300	NA	NA	40880	NA	1644	30	NA
CNAG_03613	RPF	H99r2	28	31	4	8	NA	NA	1442	NA	1383	21	NA
CNAG_03617	RPF	H99r2	NA	NA	0	0	NA	NA	NA	NA	1428	-14	NA
CNAG_03618	RPF	H99r2	6	23	3	48	NA	NA	2955	NA	1077	29	NA
CNAG_03619	RPF	H99r2	23	37	0	16	NA	NA	1188	NA	1446	19	NA
CNAG_03620	RPF	H99r2	0	5	14	33	NA	NA	7549	NA	3888	86	NA
CNAG_03621	RPF	H99r2	103	150	23	2169	NA	NA	238569	NA	528	115	NA
CNAG_03622	RPF	H99r2	0	7	2	16	NA	NA	4338	NA	7080	51	NA
CNAG_03623	RPF	H99r2	2	5	49	152	NA	NA	4975	NA	885	40	NA
CNAG_03624	RPF	H99r2	61	654	59	354	0	0	35151	NA	1893	57	0
CNAG_03625	RPF	H99r2	14	63	9	15	NA	NA	1565	NA	2700	23	NA
CNAG_03626	RPF	H99r2	9	9	5	46	NA	NA	7658	NA	4047	43	NA
CNAG_03627	RPF	H99r2	109	1155	352	1416	NA	NA	219809	NA	489	60	NA
CNAG_03628	RPF	H99r2	23	98	12	70	NA	NA	4966	NA	2061	53	NA
CNAG_03629	RPF	H99r2	11	248	194	827	NA	NA	94216	NA	2214	47	NA
CNAG_03630	RPF	H99r2	0	1	0	0	0	0	25	NA	741	118	0
CNAG_03631	RPF	H99r2	22	37	11	180	NA	NA	2767	NA	747	97	NA
CNAG_03632	RPF	H99r2	44	63	30	523	NA	NA	9216	NA	444	51	NA
CNAG_03633	RPF	H99r2	2	7	11	32	NA	NA	1408	NA	2667	80	NA
CNAG_03634	RPF	H99r2	11	64	83	240	NA	NA	16637	NA	1284	39	NA
CNAG_03635	RPF	H99r2	0	0	0	0	0	1	11	NA	1260	416	4
CNAG_03636	RPF	H99r2	37	188	89	261	NA	NA	10160	NA	468	77	NA
CNAG_03637	RPF	H99r2	10	24	4	14	2	2	2253	NA	2526	81	0
CNAG_03638	RPF	H99r2	26	41	21	123	NA	NA	17639	NA	2346	56	NA
CNAG_03639	RPF	H99r2	1	11	2	3	NA	NA	852	NA	1020	84	NA
CNAG_03640	RPF	H99r2	33	42	7	76	9	21	2661	NA	1140	202	41
CNAG_03641	RPF	H99r2	82	185	8	40	NA	NA	72259	NA	1644	29	NA
CNAG_03644	RPF	H99r2	0	14	0	3	0	1	92	NA	1503	427	27
CNAG_03645	RPF	H99r2	10	17	3	56	NA	NA	18137	NA	3231	12	NA
CNAG_03646	RPF	H99r2	26	190	49	126	NA	NA	9161	NA	801	67	NA
CNAG_03647	RPF	H99r2	36	394	11	122	NA	NA	6165	NA	915	37	NA
CNAG_03648	RPF	H99r2	12	43	25	92	0	1	11766	NA	4749	77	1
CNAG_03649	RPF	H99r2	1	81	1	34	NA	NA	3104	NA	867	43	NA
CNAG_03650	RPF	H99r2	1	3	0	0	0	0	8	NA	204	374	0
CNAG_03651	RPF	H99r2	34	67	15	50	NA	NA	5376	NA	825	49	NA
CNAG_03652	RPF	H99r2	0	15	12	43	9	65	1025	NA	540	39	5
CNAG_03653	RPF	H99r2	31	42	4	25	0	4	4527	NA	2337	62	0
CNAG_03654	RPF	H99r2	0	0	2	17	0	15	1255	NA	2823	106	0
CNAG_03655	RPF	H99r2	18	49	0	20	NA	NA	20890	NA	6021	183	NA
CNAG_03656	RPF	H99r2	6	21	3	11	NA	NA	187	NA	267	23	NA
CNAG_03657	RPF	H99r2	0	3	2	8	0	34	1432	NA	4269	202	0
CNAG_03658	RPF	H99r2	9	106	1	8	NA	NA	3907	NA	996	33	NA
CNAG_03659	RPF	H99r2	15	17	4	15	NA	NA	3511	NA	2604	58	NA
CNAG_03660	RPF	H99r2	7	20	10	34	NA	NA	1747	NA	1206	88	NA
CNAG_03661	RPF	H99r2	13	93	6	56	7	66	1608	NA	414	141	338
CNAG_03662	RPF	H99r2	60	161	7	54	NA	NA	9629	NA	624	122	NA
CNAG_03663	RPF	H99r2	5	137	36	188	0	0	6401	NA	1782	415	18
CNAG_03664	RPF	H99r2	2	21	4	40	NA	NA	4092	NA	1479	93	NA
CNAG_03665	RPF	H99r2	0	33	28	99	NA	NA	6867	NA	2100	20	NA
CNAG_03666	RPF	H99r2	5	9	4	15	NA	NA	826	NA	1569	85	NA
CNAG_03667	RPF	H99r2	15	81	17	387	NA	NA	7085	NA	417	85	NA
CNAG_03668	RPF	H99r2	6	17	6	126	NA	NA	2018	NA	750	179	NA
CNAG_03669	RPF	H99r2	4	34	1	27	NA	NA	3801	NA	3336	97	NA
CNAG_03670	RPF	H99r2	4	8	3	7	0	31	2473	NA	3219	103	3
CNAG_03671	RPF	H99r2	2	8	1	28	NA	NA	2099	NA	1242	19	NA
CNAG_03672	RPF	H99r2	3	4	74	134	NA	NA	3220	NA	729	55	NA
CNAG_03673	RPF	H99r2	7	12	10	22	NA	NA	3995	NA	1524	88	NA
CNAG_03674	RPF	H99r2	35	289	259	832	NA	NA	71175	NA	3063	70	NA
CNAG_03675	RPF	H99r2	18	168	4	98	NA	NA	26481	NA	2067	80	NA
CNAG_03676	RPF	H99r2	2	24	6	16	0	0	1635	NA	1578	627	2
CNAG_03677	RPF	H99r2	23	55	10	129	1	11	9148	NA	762	927	6
CNAG_03678	RPF	H99r2	0	10	30	140	0	0	1157	NA	1410	309	19
CNAG_03679	RPF	H99r2	4	15	5	11	0	0	665	NA	330	379	0
CNAG_03680	RPF	H99r2	0	4	0	6	0	0	978	NA	3018	60	0
CNAG_03681	RPF	H99r2	14	24	5	26	NA	NA	12510	NA	1974	99	NA
CNAG_03682	RPF	H99r2	287	611	4106	8408	NA	NA	95828	NA	405	49	NA
CNAG_03683	RPF	H99r2	0	20	3	48	NA	NA	1951	NA	780	66	NA
CNAG_03684	RPF	H99r2	0	8	4	87	NA	NA	5010	NA	2187	116	NA
CNAG_03685	RPF	H99r2	2	7	6	54	0	0	1221	NA	1221	147	0
CNAG_03686	RPF	H99r2	0	3	14	24	NA	NA	708	NA	693	110	NA
CNAG_03687	RPF	H99r2	0	5	0	8	24	33	477	NA	1278	154	16
CNAG_03688	RPF	H99r2	27	69	5	105	NA	NA	4385	NA	564	36	NA
CNAG_03689	RPF	H99r2	1	5	1	23	2	4	2563	NA	2256	346	0
CNAG_03692	RPF	H99r2	1	4	10	13	NA	NA	585	NA	1293	82	NA
CNAG_03693	RPF	H99r2	7	194	179	961	NA	NA	14571	NA	438	144	NA
CNAG_03694	RPF	H99r2	3	27	8	87	NA	NA	3204	NA	1398	93	NA
CNAG_03695	RPF	H99r2	0	5	1	70	NA	NA	1727	NA	1071	100	NA
CNAG_03696	RPF	H99r2	NA	NA	0	0	NA	NA	NA	NA	2658	-14	NA
CNAG_03697	RPF	H99r2	3	3	0	5	0	0	390	NA	3081	83	0
CNAG_03698	RPF	H99r2	6	8	16	56	NA	NA	1604	NA	1314	122	NA
CNAG_03699	RPF	H99r2	9	208	27	59	NA	NA	22433	NA	3216	37	NA
CNAG_03700	RPF	H99r2	20	35	9	84	NA	NA	5823	NA	1398	51	NA
CNAG_03701	RPF	H99r2	46	60	0	32	0	0	49385	NA	4836	907	5
CNAG_03702	RPF	H99r2	16	70	21	79	NA	NA	4751	NA	720	109	NA
CNAG_03705	RPF	H99r2	17	73	13	198	NA	NA	7548	NA	735	199	NA
CNAG_03706	RPF	H99r2	161	564	103	892	NA	NA	37171	NA	945	429	NA
CNAG_03707	RPF	H99r2	0	9	1	9	1	10	1200	NA	1860	122	19
CNAG_03708	RPF	H99r2	17	31	67	197	NA	NA	9133	NA	942	55	NA
CNAG_03709	RPF	H99r2	0	0	0	0	NA	NA	33	NA	2106	28	NA
CNAG_03710	RPF	H99r2	4	13	2	34	0	0	3983	NA	2637	868	24
CNAG_03711	RPF	H99r2	4	7	0	5	1	25	656	NA	1617	85	13
CNAG_03712	RPF	H99r2	4	7	0	39	0	0	924	NA	1485	608	7
CNAG_03713	RPF	H99r2	NA	NA	0	1	NA	NA	NA	NA	1833	-14	NA
CNAG_03714	RPF	H99r2	3	9	6	43	41	46	2898	NA	1791	92	25
CNAG_03715	RPF	H99r2	18	28	3	16	NA	NA	6056	NA	1077	180	NA
CNAG_03716	RPF	H99r2	50	81	23	144	0	0	5513	NA	918	493	1
CNAG_03717	RPF	H99r2	4	9	2	5	NA	NA	277	NA	897	77	NA
CNAG_03718	RPF	H99r2	3	8	2	4	1	7	1045	NA	2472	128	13
CNAG_03719	RPF	H99r2	1	1	0	1	0	0	98	NA	1614	266	4
CNAG_03720	RPF	H99r2	31	46	16	37	NA	NA	2688	NA	705	163	NA
CNAG_03721	RPF	H99r2	15	45	55	373	NA	NA	15561	NA	861	39	NA
CNAG_03722	RPF	H99r2	14	18	198	338	NA	NA	83039	NA	1635	6	NA
CNAG_03723	RPF	H99r2	10	54	9	42	NA	NA	5271	NA	2340	54	NA
CNAG_03724	RPF	H99r2	127	254	21	668	1	4	41436	NA	2088	71	0
CNAG_03725	RPF	H99r2	308	776	120	1392	NA	NA	45078	NA	912	73	NA
CNAG_03726	RPF	H99r2	1	84	2	76	NA	NA	10868	NA	2712	63	NA
CNAG_03727	RPF	H99r2	6	32	9	44	NA	NA	5297	NA	3849	567	NA
CNAG_03728	RPF	H99r2	3	20	9	18	NA	NA	1090	NA	672	60	NA
CNAG_03729	RPF	H99r2	1	2	1	2	NA	NA	748	NA	2400	24	NA
CNAG_03730	RPF	H99r2	108	375	63	293	1	184	7617	NA	489	121	4
CNAG_03731	RPF	H99r2	1	4	7	24	NA	NA	938	NA	1560	93	NA
CNAG_03732	RPF	H99r2	4	8	0	6	34	197	716	NA	837	182	1
CNAG_03733	RPF	H99r2	0	0	0	0	0	0	104	NA	2751	826	12
CNAG_03734	RPF	H99r2	0	7	0	1	NA	NA	694	NA	1713	94	NA
CNAG_03735	RPF	H99r2	1	2	10	17	NA	NA	3831	NA	1914	94	NA
CNAG_03738	RPF	H99r2	21	48	12	74	NA	NA	3631	NA	1092	80	NA
CNAG_03739	RPF	H99r2	2302	3154	1159	3821	NA	NA	510724	NA	651	67	NA
CNAG_03740	RPF	H99r2	0	0	0	0	0	0	13	NA	1008	478	11
CNAG_03741	RPF	H99r2	NA	NA	0	0	NA	NA	NA	NA	1077	-14	NA
CNAG_03742	RPF	H99r2	104	300	159	566	NA	NA	40432	NA	2841	25	NA
CNAG_03743	RPF	H99r2	2	152	15	48	NA	NA	2990	NA	1221	265	NA
CNAG_03744	RPF	H99r2	0	0	0	0	0	0	3	NA	672	681	4
CNAG_03745	RPF	H99r2	1	2	0	6	NA	NA	520	NA	2157	58	NA
CNAG_03746	RPF	H99r2	1	1	0	0	0	1	20	NA	1029	241	0
CNAG_03747	RPF	H99r2	452	6122	1801	6127	NA	NA	234560	NA	429	43	NA
CNAG_03748	RPF	H99r2	15	278	144	355	2	2	53097	NA	7836	207	0
CNAG_03751	RPF	H99r2	5	15	20	71	1	54	1085	NA	1872	179	21
CNAG_03752	RPF	H99r2	0	9	1	14	NA	NA	1563	NA	1995	118	NA
CNAG_03753	RPF	H99r2	4	11	19	47	NA	NA	5704	NA	822	67	NA
CNAG_03754	RPF	H99r2	0	1	0	1	0	0	90	NA	759	156	1
CNAG_03755	RPF	H99r2	4	27	7	71	23	60	1721	NA	1071	68	1
CNAG_03756	RPF	H99r2	8	29	9	34	NA	NA	5820	NA	3759	40	NA
CNAG_03759	RPF	H99r2	2	4	1	2	0	0	38	NA	270	331	1
CNAG_03760	RPF	H99r2	6	24	28	150	NA	NA	7355	NA	2598	97	NA
CNAG_03761	RPF	H99r2	5	24	13	26	NA	NA	25419	NA	3201	46	NA
CNAG_03762	RPF	H99r2	19	98	97	198	NA	NA	36195	NA	2727	54	NA
CNAG_03763	RPF	H99r2	8	15	1	18	30	86	10240	NA	6168	176	39
CNAG_03764	RPF	H99r2	0	1	0	1	NA	NA	87	NA	789	155	NA
CNAG_03765	RPF	H99r2	30	55	1	375	NA	NA	45971	NA	2964	187	NA
CNAG_03766	RPF	H99r2	53	201	47	146	NA	NA	6581	NA	687	139	NA
CNAG_03767	RPF	H99r2	17	42	10	99	NA	NA	9385	NA	3711	103	NA
CNAG_03768	RPF	H99r2	118	164	0	3	NA	NA	3804	NA	2973	278	NA
CNAG_03769	RPF	H99r2	65	130	40	323	NA	NA	49976	NA	1467	285	NA
CNAG_03770	RPF	H99r2	3	69	NA	NA	NA	NA	1710	NA	273	78	NA
CNAG_03771	RPF	H99r2	57	142	53	213	0	0	17379	NA	1662	1183	10
CNAG_03772	RPF	H99r2	0	2	1	3	0	0	117	NA	1656	161	0
CNAG_03775	RPF	H99r2	1	61	0	48	0	0	6418	NA	2595	129	0
CNAG_03776	RPF	H99r2	1	2	1	1	1	6	736	NA	1599	29	0
CNAG_03777	RPF	H99r2	5	18	0	48	NA	NA	2433	NA	1632	49	NA
CNAG_03779	RPF	H99r2	327	454	50	247	NA	NA	13746	NA	1224	35	NA
CNAG_03780	RPF	H99r2	935	2622	3634	20589	NA	NA	305642	NA	423	6	NA
CNAG_03781	RPF	H99r2	19	25	8	17	NA	NA	4109	NA	2703	248	NA
CNAG_03782	RPF	H99r2	0	0	0	2	0	0	17	NA	576	382	5
CNAG_03783	RPF	H99r2	0	0	0	0	0	0	18	NA	1278	486	1
CNAG_03784	RPF	H99r2	0	0	0	0	0	0	38	NA	1878	353	0
CNAG_03785	RPF	H99r2	6	21	17	111	NA	NA	11410	NA	2628	376	NA
CNAG_03786	RPF	H99r2	7	46	14	64	0	0	1823	NA	1281	499	10
CNAG_03787	RPF	H99r2	517	2459	256	903	NA	NA	117326	NA	1347	174	NA
CNAG_03788	RPF	H99r2	0	9	1	8	NA	NA	1584	NA	1353	396	NA
CNAG_03789	RPF	H99r2	126	822	426	1689	0	0	20952	NA	738	79	0
CNAG_03790	RPF	H99r2	133	495	1	63	NA	NA	20891	NA	1188	51	NA
CNAG_03791	RPF	H99r2	1	4	4	49	20	190	4653	NA	3291	151	2
CNAG_03792	RPF	H99r2	1	16	29	72	NA	NA	4139	NA	1533	19	NA
CNAG_03793	RPF	H99r2	39	91	120	736	0	1	10003	NA	309	82	0
CNAG_03794	RPF	H99r2	1	20	2	41	NA	NA	1042	NA	1212	13	NA
CNAG_03795	RPF	H99r2	0	0	0	1	0	0	1346	NA	1239	27	0
CNAG_03796	RPF	H99r2	0	0	17	30	0	0	6443	NA	1095	1451	34
CNAG_03797	RPF	H99r2	0	0	0	0	NA	NA	3	NA	540	4	NA
CNAG_03805	RPF	H99r2	143	172	73	232	NA	NA	10537	NA	1212	102	NA
CNAG_03806	RPF	H99r2	0	22	0	4	3	3	409	NA	1260	93	1
CNAG_03807	RPF	H99r2	NA	NA	0	1	NA	NA	NA	NA	867	-14	NA
CNAG_03808	RPF	H99r2	2	7	5	6	0	0	4047	NA	1716	167	0
CNAG_03809	RPF	H99r2	3	14	2	27	NA	NA	6811	NA	1971	27	NA
CNAG_03810	RPF	H99r2	116	348	40	1022	NA	NA	14500	NA	492	21	NA
CNAG_03811	RPF	H99r2	0	0	23	45	0	3	1295	NA	1455	398	244
CNAG_03812	RPF	H99r2	21	233	175	308	NA	NA	38976	NA	1233	124	NA
CNAG_03813	RPF	H99r2	15	42	12	128	67	128	5688	NA	327	152	2
CNAG_03814	RPF	H99r2	103	172	479	859	0	3	22092	NA	336	87	0
CNAG_03815	RPF	H99r2	2	25	14	48	0	0	4177	NA	1143	674	0
CNAG_03816	RPF	H99r2	94	272	22	422	NA	NA	20963	NA	711	91	NA
CNAG_03817	RPF	H99r2	65	95	56	214	NA	NA	19744	NA	927	46	NA
CNAG_03818	RPF	H99r2	0	24	0	11	NA	NA	8040	NA	3885	81	NA
CNAG_03819	RPF	H99r2	2	76	1205	2930	NA	NA	62531	NA	1032	50	NA
CNAG_03820	RPF	H99r2	14	36	27	113	NA	NA	25238	NA	2796	28	NA
CNAG_03821	RPF	H99r2	0	4	0	4	0	1	1242	NA	2643	70	0
CNAG_03822	RPF	H99r2	1	13	49	105	NA	NA	2912	NA	1002	189	NA
CNAG_03823	RPF	H99r2	35	88	27	361	NA	NA	4910	NA	327	129	NA
CNAG_03824	RPF	H99r2	142	304	36	122	NA	NA	9483	NA	978	109	NA
CNAG_03825	RPF	H99r2	0	0	0	0	0	0	3	NA	651	729	5
CNAG_03826	RPF	H99r2	2	22	9	29	NA	NA	6166	NA	1695	158	NA
CNAG_03827	RPF	H99r2	3	10	4	8	1	3	1122	NA	2949	48	0
CNAG_03828	RPF	H99r2	0	0	2	3	NA	NA	341	NA	1572	5	NA
CNAG_03829	RPF	H99r2	14	47	15	80	NA	NA	4129	NA	1359	163	NA
CNAG_03830	RPF	H99r2	0	0	0	0	NA	NA	28	NA	912	77	NA
CNAG_03831	RPF	H99r2	NA	NA	0	0	NA	NA	NA	NA	537	-14	NA
CNAG_03832	RPF	H99r2	74	146	2	76	NA	NA	7115	NA	1155	111	NA
CNAG_03833	RPF	H99r2	0	0	0	0	NA	NA	17	NA	1257	98	NA
CNAG_03834	RPF	H99r2	1	8	0	19	NA	NA	3109	NA	1041	247	NA
CNAG_03835	RPF	H99r2	5	25	9	82	NA	NA	1272	NA	339	37	NA
CNAG_03836	RPF	H99r2	5	71	32	95	0	0	7777	NA	2070	901	15
CNAG_03837	RPF	H99r2	0	3	0	7	1	3	592	NA	711	38	1
CNAG_03838	RPF	H99r2	0	0	0	0	0	0	22	NA	1698	575	4
CNAG_03839	RPF	H99r2	3	27	18	145	NA	NA	20923	NA	2619	67	NA
CNAG_03840	RPF	H99r2	56	78	14	39	0	0	7327	NA	996	57	0
CNAG_03841	RPF	H99r2	9	34	22	37	0	107	5943	NA	2586	451	138
CNAG_03842	RPF	H99r2	0	0	0	0	0	0	45	NA	2013	416	1
CNAG_03843	RPF	H99r2	0	0	0	24	NA	NA	4752	NA	3504	30	NA
CNAG_03844	RPF	H99r2	1	2	3	8	NA	NA	305	NA	2355	15	NA
CNAG_03845	RPF	H99r2	3	3	14	16	3	59	1251	NA	1755	158	73
CNAG_03846	RPF	H99r2	4	9	0	37	2	23	1492	NA	1944	87	1
CNAG_03847	RPF	H99r2	0	0	41	236	NA	NA	5715	NA	747	24	NA
CNAG_03848	RPF	H99r2	3	4	1	1	0	0	581	NA	1239	534	21
CNAG_03849	RPF	H99r2	11	24	6	65	NA	NA	4195	NA	2829	438	NA
CNAG_03850	RPF	H99r2	4	22	37	63	0	10	3765	NA	2646	128	2
CNAG_03851	RPF	H99r2	9	20	2	12	3	32	947	NA	1311	387	268
CNAG_03852	RPF	H99r2	0	0	0	0	NA	NA	21	NA	978	33	NA
CNAG_03853	RPF	H99r2	133	267	390	1138	NA	NA	24414	NA	570	58	NA
CNAG_03854	RPF	H99r2	1	21	7	43	NA	NA	2778	NA	1539	119	NA
CNAG_03855	RPF	H99r2	0	3	3	38	NA	NA	676	NA	1269	92	NA
CNAG_03856	RPF	H99r2	40	120	48	285	NA	NA	20095	NA	1257	348	NA
CNAG_03857	RPF	H99r2	356	538	359	686	NA	NA	23465	NA	762	112	NA
CNAG_03858	RPF	H99r2	29	51	7	22	NA	NA	7263	NA	921	208	NA
CNAG_03859	RPF	H99r2	19	86	2	65	4	10	4502	NA	2325	801	55
CNAG_03861	RPF	H99r2	315	728	356	4084	NA	NA	85458	NA	429	110	NA
CNAG_03863	RPF	H99r2	24	308	50	968	NA	NA	58163	NA	1029	108	NA
CNAG_03864	RPF	H99r2	5	19	17	80	0	0	10479	NA	1461	186	1
CNAG_03865	RPF	H99r2	26	33	2	13	NA	NA	1551	NA	1140	92	NA
CNAG_03866	RPF	H99r2	6	78	6	22	NA	NA	2386	NA	1575	202	NA
CNAG_03867	RPF	H99r2	0	0	0	0	0	0	7	NA	615	295	3
CNAG_03868	RPF	H99r2	5	19	5	21	NA	NA	4860	NA	915	85	NA
CNAG_03869	RPF	H99r2	1	3	1	22	14	34	424	NA	609	97	9
CNAG_03870	RPF	H99r2	41	45	13	60	NA	NA	5600	NA	1608	54	NA
CNAG_03871	RPF	H99r2	4	65	20	184	0	0	4567	NA	465	234	457
CNAG_03872	RPF	H99r2	1	4	4	17	0	0	3294	NA	2868	215	0
CNAG_03873	RPF	H99r2	10	13	0	6	0	0	1271	NA	582	1812	1
CNAG_03874	RPF	H99r2	3	6	1	5	2	4	1212	NA	1488	301	7
CNAG_03875	RPF	H99r2	2	11	6	142	NA	NA	5604	NA	1164	179	NA
CNAG_03876	RPF	H99r2	4	33	10	125	0	0	5095	NA	570	1667	74
CNAG_03877	RPF	H99r2	0	44	12	49	0	30	2717	NA	1161	390	786
CNAG_03878	RPF	H99r2	29	35	63	279	0	4	8017	NA	1329	100	0
CNAG_03881	RPF	H99r2	4	14	1	13	0	0	410	NA	2313	945	5
CNAG_03882	RPF	H99r2	4	11	7	30	0	0	3722	NA	1128	513	3
CNAG_03883	RPF	H99r2	6	25	4	20	NA	NA	193	NA	678	246	NA
CNAG_03884	RPF	H99r2	2	46	8	32	2	19	4841	NA	3702	816	155
CNAG_03885	RPF	H99r2	0	9	5	30	NA	NA	7146	NA	714	3	NA
CNAG_03886	RPF	H99r2	5	19	21	98	2	20	7035	NA	2304	110	0
CNAG_03887	RPF	H99r2	9	17	1	27	3	5	4605	NA	600	106	0
CNAG_03888	RPF	H99r2	19	60	0	22	NA	NA	12403	NA	3447	35	NA
CNAG_03889	RPF	H99r2	0	0	0	1	0	0	51	NA	1863	356	3
CNAG_03890	RPF	H99r2	95	140	0	33	NA	NA	6713	NA	1350	46	NA
CNAG_03891	RPF	H99r2	460	1246	145	4507	NA	NA	321318	NA	1746	30	NA
CNAG_03892	RPF	H99r2	132	916	196	2004	NA	NA	68424	NA	318	47	NA
CNAG_03893	RPF	H99r2	1	3	1	9	3	9	1258	NA	2646	103	1
