Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNA05380 Ntermext	0.012	No mitochondrial presequence	13(MPP)	0.077	25-29,67-71	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05390 Ntermext	0.000	No mitochondrial presequence	94(MPP)	0.021		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05400 Ntermext	0.052	No mitochondrial presequence	30(MPP)	0.133		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05410 Ntermext	0.000	No mitochondrial presequence	61(MPP)	-0.016		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05415 Ntermext	0.000	No mitochondrial presequence	27(MPP)	-0.037		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05420 Ntermext	0.003	No mitochondrial presequence	28(MPP)	-0.071	40-44	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05430 Ntermext	0.194	No mitochondrial presequence	33(MPP)	0.152	33-37	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05440 Ntermext	0.000	No mitochondrial presequence	27(MPP)	0.037	62-66	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05450 Ntermext	0.000	No mitochondrial presequence	92(MPP)	0.065		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05460 Ntermext	0.000	No mitochondrial presequence	33(MPP)	0.121	92-96	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05470 Ntermext	0.000	No mitochondrial presequence	73(MPP)	0.027		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05480 Ntermext	0.004	No mitochondrial presequence	35(MPP)	0.200		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05490 Ntermext	0.000	No mitochondrial presequence	50(MPP)	-0.060	67-71	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05495 Ntermext	0.000	No mitochondrial presequence	80(MPP)	0.037	49-53	10-19-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
CNA05500 Ntermext	0.004	No mitochondrial presequence	8(MPP)	0.125		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05510 Ntermext	0.217	No mitochondrial presequence	19(MPP)	0.158	9-13	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05520 Ntermext	0.000	No mitochondrial presequence	88(MPP)	-0.080	79-83	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05530 Ntermext	0.214	No mitochondrial presequence	9(MPP)	0.222	36-40	12-21-high	-	8-13	-	-	-	-	-	-	12-17	-	-	-	-	-	
CNA05540 Ntermext	0.755	Possessing mitochondrial presequence	8(MPP)	0.250	50-54	15-24-low	-	-	-	-	-	-	-	-	4-9	-	3-8	-	-	-	
CNA05560 Ntermext	0.000	No mitochondrial presequence	22(MPP)	-0.136		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05570 Ntermext	0.011	No mitochondrial presequence	29(MPP)	0.069	5-9,52-56	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05580 Ntermext	0.220	No mitochondrial presequence	8(MPP)	0.125	94-98	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05590 Ntermext	0.000	No mitochondrial presequence	56(MPP), 57(Icp55)	-0.036		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05600 Ntermext	0.032	No mitochondrial presequence	28(MPP)	0.036		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05610 Ntermext	0.603	Possessing mitochondrial presequence	57(MPP)	0.140	54-58	6-15-high	-	-	-	-	-	-	-	6-11	-	5-10	-	-	-	-	
CNA05620 Ntermext	0.221	No mitochondrial presequence	12(MPP), 13(Icp55)	0.083	41-45,77-81	4-13-high	-	-	-	-	-	-	9-14	-	-	-	-	-	-	8-13	
CNA05630 Ntermext	0.962	Possessing mitochondrial presequence	25(MPP), 33(Oct1)	0.160	7-11	21-30-low	-	-	8-13	-	7-12	-	-	-	-	-	-	-	-	-	
CNA05650 Ntermext	0.010	No mitochondrial presequence	23(MPP)	0.043	77-81	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05660 Ntermext	0.016	No mitochondrial presequence	14(MPP)	0.000	40-44	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05670 Ntermext	0.299	No mitochondrial presequence	29(MPP)	0.103		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05680 Ntermext	0.003	No mitochondrial presequence	59(MPP)	0.017	17-21	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05690 Ntermext	0.000	No mitochondrial presequence	34(MPP)	0.176		6-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05700 Ntermext	0.005	No mitochondrial presequence	81(MPP)	-0.025		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05710 Ntermext	0.000	No mitochondrial presequence	47(MPP)	0.021		2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05720 Ntermext	0.000	No mitochondrial presequence	34(MPP)	0.059		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05725 Ntermext	0.000	No mitochondrial presequence	47(MPP)	0.000	96-100	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05730 Ntermext	0.000	No mitochondrial presequence	35(MPP), 36(Icp55)	0.000	42-46,58-62	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05735 Ntermext	0.000	No mitochondrial presequence	75(MPP)	0.013	22-26,25-29,38-42	20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05740 Ntermext	0.062	No mitochondrial presequence	58(MPP)	0.034	55-59	20-29-low	-	-	-	-	-	-	-	-	-	-	13-18	-	-	-	
CNA05750 Ntermext	0.515	Possessing mitochondrial presequence	32(MPP), 33(Icp55)	0.156		14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05760 Ntermext	0.000	No mitochondrial presequence	34(MPP)	0.088		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05780 Ntermext	0.009	No mitochondrial presequence	13(MPP)	0.077		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05790 Ntermext	0.004	No mitochondrial presequence	71(MPP)	-0.014		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05800 Ntermext	0.028	No mitochondrial presequence	69(MPP), 70(Icp55)	-0.043		1-10-high	-	-	-	-	-	5-10	-	-	-	4-9	-	-	-	-	
CNA05810 Ntermext	0.000	No mitochondrial presequence	13(MPP)	0.077		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05820 Ntermext	0.116	No mitochondrial presequence	21(MPP)	0.143	11-15	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	11-16	-	
CNA05830 Ntermext	0.003	No mitochondrial presequence	29(MPP)	0.034	56-60,68-72,88-92	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05840 Ntermext	0.000	No mitochondrial presequence	89(MPP)	-0.022		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05850 Ntermext	0.019	No mitochondrial presequence	12(MPP)	0.083	81-85	5-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05860 Ntermext	0.012	No mitochondrial presequence	8(MPP)	0.250		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05870 Ntermext	0.091	No mitochondrial presequence	47(MPP)	0.106		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05880 Ntermext	0.030	No mitochondrial presequence	34(MPP)	0.059		15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05890 Ntermext	0.000	No mitochondrial presequence	64(MPP)	-0.062		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05900 Ntermext	0.430	Possessing mitochondrial presequence	15(MPP)	0.200		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05910 Ntermext	0.976	Possessing mitochondrial presequence	19(MPP), 27(Oct1)	0.105	47-51	20-29-high	7-12,18-23	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05920 Ntermext	0.027	No mitochondrial presequence	94(MPP)	0.064	34-38	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05930 Ntermext	0.063	No mitochondrial presequence	47(MPP)	0.085	16-20,32-36,76-80	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05935 Ntermext	0.034	No mitochondrial presequence	18(MPP)	0.056	1-5,79-83,88-92	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05940 Ntermext	0.000	No mitochondrial presequence	51(MPP)	-0.137		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05950 Ntermext	0.000	No mitochondrial presequence	20(MPP)	-0.050	50-54	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05960 Ntermext	0.015	No mitochondrial presequence	27(MPP)	0.074	1-5	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05970 Ntermext	0.005	No mitochondrial presequence	32(MPP), 40(Oct1)	0.156	42-46,75-79	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05980 Ntermext	0.133	No mitochondrial presequence	30(MPP)	0.067	34-38,38-42,41-45	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA05990 Ntermext	0.006	No mitochondrial presequence	47(MPP)	-0.043		17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06000 Ntermext	0.004	No mitochondrial presequence	69(MPP)	0.000		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06010 Ntermext	0.000	No mitochondrial presequence	29(MPP)	-0.138		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06020 Ntermext	0.806	Possessing mitochondrial presequence	24(MPP), 25(Icp55)	0.250	1-5,9-13	21-30-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
CNA06030 Ntermext	0.011	No mitochondrial presequence	6(MPP)	0.167	3-7	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06040 Ntermext	0.006	No mitochondrial presequence	30(MPP)	0.033	6-10,27-31	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06050 Ntermext	0.000	No mitochondrial presequence	81(MPP)	0.111	4-8	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06060 Ntermext	0.024	No mitochondrial presequence	55(MPP)	0.109	52-56	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06070 Ntermext	0.000	No mitochondrial presequence	93(MPP)	-0.075		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06080 Ntermext	0.026	No mitochondrial presequence	15(MPP)	0.200	1-5,12-16	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	1-6	-	
CNA06085 Ntermext	0.037	No mitochondrial presequence	8(MPP)	0.625	40-44	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06090 Ntermext	0.007	No mitochondrial presequence	76(MPP)	-0.013		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06100 Ntermext	0.005	No mitochondrial presequence	17(MPP)	0.000	60-64	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06110 Ntermext	0.005	No mitochondrial presequence	22(MPP)	0.182		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06120 Ntermext	0.016	No mitochondrial presequence	61(MPP), 62(Icp55)	0.049		8-17-low	-	-	-	-	-	21-26	-	-	-	-	-	-	-	20-25	
CNA06130 Ntermext	0.004	No mitochondrial presequence	59(MPP)	0.085	75-79	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06140 Ntermext	0.397	Possessing mitochondrial presequence	45(MPP), 46(Icp55)	0.111		21-30-high	18-23	-	-	-	-	5-10	-	24-29	-	-	-	-	-	23-28	
CNA06150 Ntermext	0.000	No mitochondrial presequence	31(MPP)	-0.032		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06160 Ntermext	0.004	No mitochondrial presequence	23(MPP)	-0.043	24-28,53-57,58-62	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06170 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.059	63-67,94-98	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06180 Ntermext	0.015	No mitochondrial presequence	40(MPP)	0.225	33-37	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06190 Ntermext	0.000	No mitochondrial presequence	46(MPP)	-0.087		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06200 Ntermext	0.719	Possessing mitochondrial presequence	27(MPP)	0.259	24-28	16-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06210 Ntermext	0.000	No mitochondrial presequence	23(MPP)	-0.174		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06220 Ntermext	0.000	No mitochondrial presequence	33(MPP)	-0.030		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06230 Ntermext	0.826	Possessing mitochondrial presequence	18(MPP)	0.333	7-11	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06240 Ntermext	0.000	No mitochondrial presequence	52(MPP)	-0.096	21-25	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06250 Ntermext	0.047	No mitochondrial presequence	17(MPP)	0.353		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06260 Ntermext	0.109	No mitochondrial presequence	47(MPP)	0.106		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06270 Ntermext	0.044	No mitochondrial presequence	76(MPP), 77(Icp55)	0.092	42-46	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06280 Ntermext	0.004	No mitochondrial presequence	24(MPP)	-0.042		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06290 Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.000		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06300 Ntermext	0.000	No mitochondrial presequence	52(MPP)	0.077	15-19	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06310 Ntermext	0.155	No mitochondrial presequence	41(MPP)	0.049	19-23	19-30-high	-	-	-	-	-	-	-	-	-	-	-	18-23	-	-	
CNA06320 Ntermext	0.000	No mitochondrial presequence	30(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06330 Ntermext	0.000	No mitochondrial presequence	50(MPP), 51(Icp55)	0.180		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06340 Ntermext	0.005	No mitochondrial presequence	36(MPP)	0.083		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06350 Ntermext	0.033	No mitochondrial presequence	21(MPP)	0.000	82-86	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06360 Ntermext	0.174	No mitochondrial presequence	12(MPP)	0.250	28-32	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06370 Ntermext	0.361	No mitochondrial presequence	8(MPP)	0.000	5-9	17-27-low	-	-	-	-	5-10	-	-	-	-	-	-	-	-	-	
CNA06380 Ntermext	0.389	Possessing mitochondrial presequence	24(MPP), 32(Oct1)	0.125		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06390 Ntermext	0.012	No mitochondrial presequence	40(MPP)	0.050	46-50	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06400 Ntermext	0.057	No mitochondrial presequence	27(MPP)	0.111	18-22	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06410 Ntermext	0.010	No mitochondrial presequence	91(MPP)	0.044	23-27,88-92	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06420 Ntermext	0.013	No mitochondrial presequence	62(MPP)	0.016		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06425 Ntermext	0.000	No mitochondrial presequence	40(MPP)	0.000		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06430 Ntermext	0.012	No mitochondrial presequence	54(MPP)	0.019	27-31	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06440 Ntermext	0.011	No mitochondrial presequence	45(MPP), 46(Icp55)	0.044	42-46	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06450 Ntermext	0.007	No mitochondrial presequence	27(MPP)	0.111		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06460 Ntermext	0.000	No mitochondrial presequence	65(MPP)	-0.123		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06470 Ntermext	0.000	No mitochondrial presequence	19(MPP), 20(Icp55)	0.421	92-96	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06480 Ntermext	0.000	No mitochondrial presequence	48(MPP)	0.021	3-7,28-32	7-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06490 Ntermext	0.000	No mitochondrial presequence	21(MPP)	0.143		1-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06500 Ntermext	0.210	No mitochondrial presequence	44(MPP)	0.205		12-22-low	-	8-13	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06510 Ntermext	0.052	No mitochondrial presequence	37(MPP), 45(Oct1)	0.081		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06520 Ntermext	0.273	No mitochondrial presequence	58(MPP)	0.103	14-18	12-21-high	-	-	-	15-20	-	-	-	-	-	-	-	-	-	-	
CNA06530 Ntermext	0.000	No mitochondrial presequence	85(MPP)	0.047		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06540 Ntermext	0.008	No mitochondrial presequence	8(MPP)	-0.125	58-62,76-80,86-90	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06550 Ntermext	0.000	No mitochondrial presequence	38(MPP)	-0.079		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06555 Ntermext	0.000	No mitochondrial presequence	51(MPP)	0.020	65-69,90-94	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06560 Ntermext	0.000	No mitochondrial presequence	20(MPP)	0.000	91-95	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06570 Ntermext	0.015	No mitochondrial presequence	25(MPP)	0.080		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06580 Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.286	96-100	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06590 Ntermext	0.052	No mitochondrial presequence	29(MPP)	0.069	15-19	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06600 Ntermext	0.000	No mitochondrial presequence	34(MPP)	0.029		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06610 Ntermext	0.032	No mitochondrial presequence	19(MPP)	0.158		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06620 Ntermext	0.007	No mitochondrial presequence	10(MPP), 11(Icp55)	0.200	72-76	9-18-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-	
CNA06630 Ntermext	0.006	No mitochondrial presequence	28(MPP)	0.107	30-34,40-44,61-65,92-96	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06640 Ntermext	0.000	No mitochondrial presequence	51(MPP)	0.039	61-65	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06650 Ntermext	0.000	No mitochondrial presequence	67(MPP), 68(Icp55)	-0.164		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06660 Ntermext	0.000	No mitochondrial presequence	16(MPP)	-0.125		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06665 Ntermext	0.131	No mitochondrial presequence	35(MPP), 36(Icp55)	0.086	24-28	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06670 Ntermext	0.000	No mitochondrial presequence	41(MPP)	-0.024		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06680 Ntermext	0.000	No mitochondrial presequence	54(MPP)	-0.074		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06690 Ntermext	0.013	No mitochondrial presequence	29(MPP)	0.034	33-37	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06700 Ntermext	0.026	No mitochondrial presequence	11(MPP)	0.273	22-26	15-26-high	-	-	-	-	-	-	8-13	-	-	-	-	-	-	-	
CNA06710 Ntermext	0.000	No mitochondrial presequence	52(MPP)	-0.096		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06730 Ntermext	0.947	Possessing mitochondrial presequence	30(MPP)	0.133		3-14-low	-	-	-	-	-	-	2-7	-	-	1-6	-	-	-	-	
CNA06740 Ntermext	0.000	No mitochondrial presequence	45(MPP)	-0.111	59-63,63-67	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06750 Ntermext	0.000	No mitochondrial presequence	53(MPP)	0.075		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06760 Ntermext	0.033	No mitochondrial presequence	35(MPP)	0.114	32-36,74-78	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06770 Ntermext	0.003	No mitochondrial presequence	39(MPP)	0.000	46-50	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06780 Ntermext	0.012	No mitochondrial presequence	6(MPP)	0.167	72-76	13-22-low	-	-	-	-	-	-	3-8	-	-	-	-	-	-	-	
CNA06790 Ntermext	0.000	No mitochondrial presequence	34(MPP)	0.059		20-29-low	-	-	-	-	-	23-28	-	-	-	-	-	-	-	-	
CNA06800 Ntermext	0.037	No mitochondrial presequence	70(MPP), 71(Icp55)	-0.014	34-38,67-71,80-84	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06810 Ntermext	0.070	No mitochondrial presequence	21(MPP)	0.238	13-17	4-13-low	-	-	-	-	13-18	-	-	-	-	-	-	-	-	-	
CNA06820 Ntermext	0.052	No mitochondrial presequence	30(MPP)	0.200	57-61,64-68	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06830 Ntermext	0.014	No mitochondrial presequence	13(MPP)	0.154	72-76	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06840 Ntermext	0.003	No mitochondrial presequence	8(MPP)	0.125	61-65,68-72,78-82	19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06850 Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.156	34-38,38-42,41-45	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06860 Ntermext	0.586	Possessing mitochondrial presequence	19(MPP)	0.158	1-5,8-12	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06870 Ntermext	0.019	No mitochondrial presequence	13(MPP)	0.154	4-8	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06880 Ntermext	0.173	No mitochondrial presequence	14(MPP)	0.214		12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06890 Ntermext	0.000	No mitochondrial presequence	51(MPP), 52(Icp55)	-0.020		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06900 Ntermext	0.000	No mitochondrial presequence	44(MPP)	-0.045		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06905 Ntermext	0.000	No mitochondrial presequence	63(MPP)	-0.048		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06910 Ntermext	0.163	No mitochondrial presequence	16(MPP)	0.125		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06920 Ntermext	0.037	No mitochondrial presequence	11(MPP)	0.091		1-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06930 Ntermext	0.000	No mitochondrial presequence	39(MPP)	0.000	18-22	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06940 Ntermext	0.325	No mitochondrial presequence	11(MPP)	0.273	2-6	1-10-high	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
CNA06950 Ntermext	0.004	No mitochondrial presequence	47(MPP)	0.064		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06960 Ntermext	0.000	No mitochondrial presequence	19(MPP)	0.053		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06970 Ntermext	0.009	No mitochondrial presequence	45(MPP), 46(Icp55)	0.022	42-46	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA06980 Ntermext	0.004	No mitochondrial presequence	28(MPP)	0.143	17-21	7-16-low	-	-	-	-	-	-	-	-	-	-	20-25	-	-	-	
CNA06990 Ntermext	0.000	No mitochondrial presequence	6(MPP)	0.333		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA07000 Ntermext	0.004	No mitochondrial presequence	17(MPP)	0.059		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA07010 Ntermext	0.759	Possessing mitochondrial presequence	55(MPP)	0.109	19-23,56-60	2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA07020 Ntermext	0.012	No mitochondrial presequence	88(MPP)	0.045	12-16	4-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA07030 Ntermext	0.004	No mitochondrial presequence	18(MPP)	0.111	3-7	13-22-low	-	-	-	-	-	-	-	-	-	-	11-16	-	-	-	
CNA07040 Ntermext	0.706	Possessing mitochondrial presequence	24(MPP), 32(Oct1)	0.083	21-25	1-10-high	23-28	-	-	-	-	-	-	-	-	-	-	20-25	21-26	-	
CNA07050 Ntermext	0.000	No mitochondrial presequence	47(MPP)	-0.128		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA07060 Ntermext	0.635	Possessing mitochondrial presequence	40(MPP)	0.150		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNA07070 Ntermext	0.000	No mitochondrial presequence	6(MPP)	0.167	3-7,82-86	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
