Gene_name	Type	Sample	Inct.narr	Inct.wide	Nxct.narr	Nxct.wide	Upct.narr	Upct.wide	ORFct	UTR5Ct	ORFlen	UTR5len
CNB03730	RNA	JEC21	0	1	1	3	NA	NA	289	NA	3696	106
CNB03740	RNA	JEC21	3	10	1	5	0	3	208	0	630	106
CNB03750	RNA	JEC21	0	1	0	1	NA	NA	153	NA	2304	106
CNB03755	RNA	JEC21	2	3	2	6	0	4	197	1	588	106
CNB03760	RNA	JEC21	0	1	0	2	0	0	415	0	3447	106
CNB03770	RNA	JEC21	0	0	0	0	0	0	28	0	1893	106
CNB03780	RNA	JEC21	0	2	0	0	NA	NA	305	NA	1350	106
CNB03790	RNA	JEC21	10	53	5	56	NA	NA	6705	NA	1746	106
CNB03800	RNA	JEC21	14	85	3	49	0	1	1526	0	318	106
CNB03810	RNA	JEC21	0	0	0	0	0	0	51	3	2646	106
CNB03820	RNA	JEC21	0	2	1	2	0	0	214	0	2235	106
CNB03830	RNA	JEC21	0	0	0	0	0	0	2	0	231	106
CNB03850	RNA	JEC21	0	8	0	7	0	4	329	0	888	106
CNB03860	RNA	JEC21	2	10	1	14	0	0	429	0	819	106
CNB03870	RNA	JEC21	1	2	1	4	0	0	343	0	2691	106
CNB03880	RNA	JEC21	0	4	1	13	0	0	329	0	882	106
CNB03890	RNA	JEC21	0	1	0	1	0	0	53	0	1593	106
CNB03900	RNA	JEC21	0	2	2	5	NA	NA	413	NA	1830	106
CNB03920	RNA	JEC21	1	2	0	0	NA	NA	262	NA	4362	106
CNB03930	RNA	JEC21	5	17	3	14	0	0	911	0	1245	106
CNB03940	RNA	JEC21	1	8	0	2	NA	NA	294	NA	471	106
CNB03945	RNA	JEC21	0	0	0	1	0	1	81	1	894	106
CNB03950	RNA	JEC21	0	1	0	0	NA	NA	67	NA	2136	106
CNB03960	RNA	JEC21	0	2	0	1	NA	NA	139	NA	1869	106
CNB03970	RNA	JEC21	0	0	0	1	0	0	85	3	1620	106
CNB03980	RNA	JEC21	0	2	0	2	NA	NA	589	NA	2037	106
CNB04010	RNA	JEC21	0	0	0	0	NA	NA	13	NA	2535	106
CNB04020	RNA	JEC21	2	5	1	1	NA	NA	153	NA	1581	106
CNB04025	RNA	JEC21	0	2	1	1	NA	NA	118	NA	969	106
CNB04030	RNA	JEC21	0	0	0	0	1	3	70	1	2448	106
CNB04040	RNA	JEC21	0	2	0	0	0	4	270	5	1788	106
CNB04050	RNA	JEC21	3	22	2	4	0	0	1569	0	1671	106
CNB04060	RNA	JEC21	0	2	0	0	NA	NA	290	NA	2478	106
CNB04070	RNA	JEC21	0	1	0	0	NA	NA	109	NA	3846	106
CNB04080	RNA	JEC21	1	8	0	5	0	0	165	0	495	106
CNB04090	RNA	JEC21	1	2	1	9	NA	NA	589	NA	1350	106
CNB04100	RNA	JEC21	0	5	2	5	0	1	747	0	2178	106
CNB04110	RNA	JEC21	0	0	0	0	NA	NA	21	NA	891	106
CNB04120	RNA	JEC21	0	0	0	0	NA	NA	116	NA	2790	106
CNB04130	RNA	JEC21	0	2	2	2	0	1	139	1	1071	106
CNB04140	RNA	JEC21	1	9	1	5	0	12	237	20	549	106
CNB04150	RNA	JEC21	2	12	2	13	0	1	1093	0	1254	106
CNB04160	RNA	JEC21	2	16	NA	NA	NA	NA	234	NA	357	106
CNB04170	RNA	JEC21	0	0	0	1	NA	NA	125	NA	2091	106
CNB04180	RNA	JEC21	0	0	0	1	2	3	88	4	1620	106
CNB04185	RNA	JEC21	5	9	4	13	NA	NA	289	NA	891	106
CNB04190	RNA	JEC21	3	10	3	8	NA	NA	795	NA	1128	106
CNB04200	RNA	JEC21	0	3	0	1	0	1	172	0	2370	106
CNB04210	RNA	JEC21	0	2	0	1	NA	NA	25	NA	219	106
CNB04220	RNA	JEC21	0	0	0	0	NA	NA	8	NA	2901	106
CNB04230	RNA	JEC21	0	2	0	1	NA	NA	398	NA	2745	106
CNB04240	RNA	JEC21	2	9	1	3	NA	NA	288	NA	636	106
CNB04245	RNA	JEC21	2	11	2	14	0	0	201	0	360	106
CNB04250	RNA	JEC21	0	0	0	0	NA	NA	38	NA	1245	106
CNB04260	RNA	JEC21	1	4	0	2	NA	NA	391	NA	1827	106
CNB04270	RNA	JEC21	1	4	1	5	1	1	371	1	2400	106
CNB04280	RNA	JEC21	1	10	0	3	NA	NA	519	NA	759	106
CNB04290	RNA	JEC21	0	0	0	2	NA	NA	322	NA	6204	106
CNB04300	RNA	JEC21	2	3	0	1	NA	NA	268	NA	1419	106
CNB04310	RNA	JEC21	12	52	5	43	NA	NA	2860	NA	1215	106
CNB04320	RNA	JEC21	0	0	0	0	0	0	167	0	1782	106
CNB04330	RNA	JEC21	0	1	0	1	0	0	95	0	1608	106
CNB04340	RNA	JEC21	0	1	0	0	0	1	55	2	1248	106
CNB04350	RNA	JEC21	2	9	4	5	NA	NA	547	NA	1023	106
CNB04360	RNA	JEC21	3	10	2	11	NA	NA	713	NA	948	106
CNB04370	RNA	JEC21	0	3	0	2	NA	NA	713	NA	4521	106
CNB04380	RNA	JEC21	9	35	10	52	NA	NA	743	NA	234	106
CNB04400	RNA	JEC21	2	9	1	6	NA	NA	189	NA	441	106
CNB04410	RNA	JEC21	0	3	1	5	0	1	307	1	1467	106
CNB04420	RNA	JEC21	2	9	4	6	NA	NA	281	NA	738	106
CNB04430	RNA	JEC21	1	9	0	3	1	2	489	7	1743	106
CNB04440	RNA	JEC21	1	8	0	4	0	0	289	0	1071	106
CNB04450	RNA	JEC21	3	14	3	11	0	0	517	0	915	106
CNB04460	RNA	JEC21	0	0	0	1	NA	NA	133	NA	813	106
CNB04470	RNA	JEC21	4	9	2	7	NA	NA	587	NA	642	106
CNB04480	RNA	JEC21	0	1	0	1	0	1	144	1	1764	106
CNB04500	RNA	JEC21	1	8	0	9	NA	NA	463	NA	768	106
CNB04510	RNA	JEC21	0	3	2	6	NA	NA	484	NA	2892	106
CNB04520	RNA	JEC21	1	3	3	3	0	6	82	0	558	106
CNB04530	RNA	JEC21	2	11	2	5	0	0	443	0	1086	106
CNB04540	RNA	JEC21	1	12	3	16	NA	NA	860	NA	759	106
CNB04550	RNA	JEC21	0	0	0	1	NA	NA	120	NA	3525	106
CNB04560	RNA	JEC21	0	1	0	0	0	0	246	0	1347	106
CNB04570	RNA	JEC21	0	19	6	43	NA	NA	1412	NA	633	106
CNB04580	RNA	JEC21	13	72	10	46	0	0	1915	0	522	106
CNB04590	RNA	JEC21	3	16	3	12	NA	NA	870	NA	1122	106
CNB04600	RNA	JEC21	0	0	0	0	0	1	4	1	612	106
CNB04610	RNA	JEC21	1	2	0	0	NA	NA	126	NA	3000	106
CNB04620	RNA	JEC21	0	0	0	0	0	0	35	0	930	106
CNB04630	RNA	JEC21	0	1	0	0	0	0	84	3	936	106
CNB04640	RNA	JEC21	0	2	1	1	0	0	545	0	2493	106
CNB04650	RNA	JEC21	0	2	1	3	NA	NA	348	NA	1527	106
CNB04660	RNA	JEC21	0	3	0	0	NA	NA	144	NA	2025	106
CNB04670	RNA	JEC21	1	1	0	0	NA	NA	55	NA	1977	106
CNB04680	RNA	JEC21	1	8	2	4	0	0	277	0	819	106
CNB04685	RNA	JEC21	0	0	0	0	0	0	1	0	885	106
CNB04690	RNA	JEC21	1	2	0	0	NA	NA	131	NA	1023	106
CNB04700	RNA	JEC21	2	5	1	4	NA	NA	182	NA	609	106
CNB04710	RNA	JEC21	0	1	1	5	NA	NA	158	NA	960	106
CNB04715	RNA	JEC21	5	19	3	11	0	6	454	0	519	106
CNB04720	RNA	JEC21	11	43	7	31	0	0	1265	0	459	106
CNB04730	RNA	JEC21	3	9	2	13	NA	NA	702	NA	954	106
CNB04740	RNA	JEC21	0	3	0	2	0	0	101	0	1116	106
CNB04750	RNA	JEC21	0	1	1	1	0	0	121	0	1536	106
CNB04760	RNA	JEC21	0	0	0	1	NA	NA	238	NA	2430	106
CNB04765	RNA	JEC21	0	0	0	0	NA	NA	9	NA	954	106
CNB04770	RNA	JEC21	0	0	0	0	0	0	117	0	1542	106
CNB04780	RNA	JEC21	1	3	0	0	NA	NA	107	NA	1872	106
CNB04790	RNA	JEC21	3	22	3	11	0	0	1153	0	759	106
CNB04800	RNA	JEC21	0	0	0	3	0	0	48	0	1071	106
CNB04810	RNA	JEC21	4	20	2	21	NA	NA	2925	NA	2025	106
CNB04815	RNA	JEC21	0	0	0	1	0	0	23	4	579	106
CNB04820	RNA	JEC21	0	3	0	1	NA	NA	101	NA	1647	106
CNB04830	RNA	JEC21	0	0	0	0	0	0	7	0	504	106
CNB04840	RNA	JEC21	0	0	1	4	NA	NA	91	NA	879	106
CNB04850	RNA	JEC21	2	10	1	13	NA	NA	697	NA	771	106
CNB04860	RNA	JEC21	2	16	3	10	NA	NA	786	NA	789	106
CNB04870	RNA	JEC21	0	0	0	0	NA	NA	69	NA	2022	106
CNB04880	RNA	JEC21	100	322	51	327	NA	NA	14180	NA	780	106
CNB04890	RNA	JEC21	0	0	1	2	NA	NA	399	NA	1914	106
CNB04895	RNA	JEC21	0	0	0	0	NA	NA	7	NA	2991	106
CNB04900	RNA	JEC21	0	0	0	0	NA	NA	52	NA	1785	106
CNB04905	RNA	JEC21	0	0	0	0	0	0	9	2	1368	106
CNB04910	RNA	JEC21	0	1	0	4	NA	NA	625	NA	3057	106
CNB04920	RNA	JEC21	2	9	1	2	NA	NA	273	NA	1308	106
CNB04930	RNA	JEC21	348	1418	168	2036	NA	NA	26173	NA	279	106
CNB04940	RNA	JEC21	0	0	0	0	0	0	59	0	2373	106
CNB04950	RNA	JEC21	0	1	0	1	0	1	155	1	2424	106
CNB04960	RNA	JEC21	4	5	1	7	0	0	422	0	1239	106
CNB04980	RNA	JEC21	0	0	0	0	NA	NA	3	NA	897	106
CNB04990	RNA	JEC21	1	6	1	8	0	1	208	0	549	106
CNB05000	RNA	JEC21	0	3	0	2	NA	NA	101	NA	1932	106
CNB05010	RNA	JEC21	0	1	0	0	NA	NA	94	NA	2568	106
CNB05030	RNA	JEC21	87	716	95	590	0	0	16824	0	402	106
CNB05040	RNA	JEC21	0	0	0	0	NA	NA	210	NA	2799	106
CNB05050	RNA	JEC21	1	1	0	2	NA	NA	358	NA	2256	106
CNB05060	RNA	JEC21	0	0	0	0	NA	NA	60	NA	1893	106
CNB05080	RNA	JEC21	0	0	0	0	0	0	72	0	1140	106
CNB05090	RNA	JEC21	1	3	0	2	0	1	396	3	2658	106
CNB05100	RNA	JEC21	0	0	0	0	0	0	0	0	852	106
CNB05110	RNA	JEC21	2	23	3	27	NA	NA	1293	NA	1095	106
CNB05120	RNA	JEC21	0	0	0	0	NA	NA	68	NA	1791	106
CNB05130	RNA	JEC21	0	2	1	1	0	0	78	0	765	106
CNB05140	RNA	JEC21	0	4	0	6	NA	NA	928	NA	2454	106
CNB05150	RNA	JEC21	0	3	0	2	0	0	302	0	2871	106
CNB05160	RNA	JEC21	1	7	1	2	NA	NA	345	NA	1533	106
CNB05180	RNA	JEC21	0	0	0	0	NA	NA	26	NA	2418	106
CNB05190	RNA	JEC21	2	12	4	26	NA	NA	376	NA	324	106
CNB05200	RNA	JEC21	0	0	0	0	NA	NA	44	NA	1608	106
CNB05220	RNA	JEC21	2	10	2	9	NA	NA	505	NA	576	106
CNB05230	RNA	JEC21	0	1	0	0	NA	NA	94	NA	2835	106
CNB05240	RNA	JEC21	0	0	0	0	NA	NA	98	NA	3009	106
CNB05250	RNA	JEC21	0	1	0	1	NA	NA	88	NA	1026	106
CNB05260	RNA	JEC21	2	3	0	0	0	0	24	1	414	106
CNB05270	RNA	JEC21	0	3	1	7	NA	NA	386	NA	1344	106
CNB05280	RNA	JEC21	2	10	3	13	NA	NA	369	NA	678	106
CNB05290	RNA	JEC21	0	9	2	8	0	0	363	0	585	106
CNB05310	RNA	JEC21	3	3	0	0	NA	NA	132	NA	2739	106
CNB05320	RNA	JEC21	1	16	1	7	NA	NA	1048	NA	1431	106
CNB05330	RNA	JEC21	1	3	1	3	NA	NA	607	NA	2073	106
CNB05340	RNA	JEC21	6	32	22	39	NA	NA	884	NA	375	106
CNB05350	RNA	JEC21	1	1	1	1	0	0	154	0	4305	106
CNB05360	RNA	JEC21	0	0	0	1	0	0	167	0	2220	106
CNB05370	RNA	JEC21	2	16	1	10	0	2	659	2	708	106
CNB05380	RNA	JEC21	12	67	16	65	NA	NA	1352	NA	480	106
CNB05390	RNA	JEC21	0	0	0	2	NA	NA	64	NA	1089	106
CNB05400	RNA	JEC21	0	3	1	4	0	3	192	0	1008	106
CNB05410	RNA	JEC21	0	2	0	2	NA	NA	190	NA	1149	106
CNB05430	RNA	JEC21	0	0	0	0	NA	NA	7	NA	1812	106
CNB05440	RNA	JEC21	0	0	0	0	0	0	10	0	1056	106
CNB05450	RNA	JEC21	0	3	2	5	NA	NA	246	NA	2313	106
CNB05460	RNA	JEC21	2	12	1	4	NA	NA	271	NA	660	106
CNB05480	RNA	JEC21	8	55	6	56	NA	NA	1455	NA	432	106
CNB05490	RNA	JEC21	0	1	0	2	NA	NA	73	NA	603	106
CNB05500	RNA	JEC21	0	25	4	23	NA	NA	557	NA	471	106
CNB05505	RNA	JEC21	0	0	0	0	0	0	8	0	732	106
CNB05510	RNA	JEC21	17	116	NA	NA	NA	NA	3206	NA	471	106
CNB05520	RNA	JEC21	1	4	0	1	0	0	264	0	1662	106
CNB05530	RNA	JEC21	0	0	0	0	0	0	70	1	3111	106
CNB05540	RNA	JEC21	4	13	1	7	NA	NA	661	NA	900	106
CNB05550	RNA	JEC21	5	33	3	28	0	0	1159	0	546	106
CNB05560	RNA	JEC21	1	3	0	2	NA	NA	346	NA	3954	106
CNB05570	RNA	JEC21	0	2	0	2	0	2	1019	0	2490	106
CNB05580	RNA	JEC21	1	6	0	4	NA	NA	1144	NA	2331	106
CNB05583	RNA	JEC21	0	4	0	1	NA	NA	48	NA	291	106
CNB05585	RNA	JEC21	0	0	0	1	0	1	18	1	504	106
CNB05600	RNA	JEC21	0	4	1	3	NA	NA	319	NA	969	106
CNB05610	RNA	JEC21	1	4	2	3	0	0	483	0	1233	106
CNB05620	RNA	JEC21	3	12	1	14	NA	NA	380	NA	531	106
CNB05630	RNA	JEC21	0	4	0	3	NA	NA	86	NA	528	106
CNB05640	RNA	JEC21	2	6	4	17	NA	NA	1289	NA	2223	106
CNB05650	RNA	JEC21	0	1	1	2	NA	NA	183	NA	3036	106
CNB05660	RNA	JEC21	0	0	0	0	0	0	19	0	1206	106
CNB05670	RNA	JEC21	0	0	0	0	0	0	75	6	1779	106
CNB05673	RNA	JEC21	0	1	0	1	NA	NA	47	NA	498	106
CNB05675	RNA	JEC21	0	0	0	0	NA	NA	156	NA	597	106
CNB05680	RNA	JEC21	1	6	4	35	0	1	1212	0	672	106
CNB05690	RNA	JEC21	0	0	0	0	NA	NA	62	NA	1845	106
CNB05700	RNA	JEC21	1	2	0	0	NA	NA	30	NA	597	106
CNB05710	RNA	JEC21	0	0	1	1	NA	NA	10	NA	1662	106
CNB05720	RNA	JEC21	0	0	0	0	NA	NA	18	NA	2097	106
CNB05730	RNA	JEC21	0	2	0	1	0	0	73	0	540	106
CNB05740	RNA	JEC21	0	0	0	2	0	1	90	1	2382	106
CNB05750	RNA	JEC21	0	1	0	0	0	4	74	2	1272	106
CNB05760	RNA	JEC21	0	5	2	6	NA	NA	218	NA	780	106
CNB05770	RNA	JEC21	0	0	0	0	0	0	100	0	4611	106
CNB05780	RNA	JEC21	0	0	0	2	0	1	32	6	1287	106
CNB05785	RNA	JEC21	0	0	0	0	0	0	16	3	2040	106
CNC00010	RNA	JEC21	0	0	0	0	0	0	26	1	1713	106
CNC00020	RNA	JEC21	0	0	0	0	0	1	56	7	1152	106
CNC00030	RNA	JEC21	0	0	0	1	0	0	205	0	2007	106
CNC00040	RNA	JEC21	0	0	0	0	NA	NA	143	NA	2418	106
CNC00043	RNA	JEC21	0	2	0	0	NA	NA	59	NA	615	106
CNC00045	RNA	JEC21	0	0	0	0	0	0	10	1	1443	106
CNC00050	RNA	JEC21	0	0	0	0	0	0	130	0	3075	106
CNC00060	RNA	JEC21	1	7	2	13	0	0	1110	0	1668	106
CNC00080	RNA	JEC21	0	0	0	0	0	0	45	0	984	106
CNC00090	RNA	JEC21	0	0	0	0	NA	NA	0	NA	591	106
CNC00100	RNA	JEC21	0	2	0	1	NA	NA	212	NA	2076	106
CNC00110	RNA	JEC21	5	35	5	36	NA	NA	1687	NA	894	106
CNC00120	RNA	JEC21	1	3	0	0	0	0	103	0	1245	106
CNC00130	RNA	JEC21	0	1	0	1	0	0	131	0	1623	106
CNC00133	RNA	JEC21	0	0	0	0	NA	NA	6	NA	1173	106
CNC00135	RNA	JEC21	0	0	0	0	0	0	8	1	297	106
CNC00140	RNA	JEC21	0	2	0	4	NA	NA	179	NA	1530	106
CNC00160	RNA	JEC21	7	46	13	41	NA	NA	3756	NA	1335	106
CNC00170	RNA	JEC21	1	7	1	6	0	1	847	1	1314	106
CNC00180	RNA	JEC21	0	3	0	2	0	2	291	0	1275	106
CNC00190	RNA	JEC21	9	31	3	27	NA	NA	533	NA	423	106
CNC00200	RNA	JEC21	0	0	0	2	0	0	10	0	828	106
CNC00210	RNA	JEC21	0	0	0	1	0	0	93	0	1590	106
CNC00220	RNA	JEC21	6	25	4	19	NA	NA	2196	NA	1878	106
CNC00230	RNA	JEC21	8	74	7	52	NA	NA	2199	NA	414	106
CNC00240	RNA	JEC21	5	19	4	22	NA	NA	650	NA	642	106
CNC00250	RNA	JEC21	0	0	1	1	0	0	258	1	5640	106
CNC00260	RNA	JEC21	0	0	0	0	NA	NA	99	NA	3102	106
CNC00270	RNA	JEC21	0	1	0	0	NA	NA	243	NA	1929	106
CNC00290	RNA	JEC21	0	0	0	0	NA	NA	26	NA	1932	106
CNC00300	RNA	JEC21	0	1	0	0	0	1	94	1	3006	106
CNC00310	RNA	JEC21	0	0	0	0	0	0	4	0	345	106
CNC00320	RNA	JEC21	0	0	0	1	NA	NA	59	NA	2253	106
CNC00325	RNA	JEC21	0	5	2	5	0	0	88	0	324	106
CNC00330	RNA	JEC21	8	32	8	25	1	6	760	2	423	106
CNC00340	RNA	JEC21	0	0	0	1	NA	NA	109	NA	996	106
CNC00350	RNA	JEC21	190	295	29	120	NA	NA	5364	NA	465	106
CNC00360	RNA	JEC21	3	5	1	11	NA	NA	462	NA	1659	106
CNC00370	RNA	JEC21	0	0	0	0	0	0	129	0	1578	106
CNC00380	RNA	JEC21	0	0	0	0	0	1	8	0	1176	106
CNC00390	RNA	JEC21	11	47	NA	NA	0	0	913	0	306	106
CNC00400	RNA	JEC21	1	3	0	1	NA	NA	135	NA	693	106
CNC00410	RNA	JEC21	2	5	0	2	NA	NA	280	NA	1401	106
CNC00420	RNA	JEC21	0	0	0	0	0	0	117	9	1434	106
CNC00430	RNA	JEC21	0	1	0	0	NA	NA	97	NA	1023	106
CNC00440	RNA	JEC21	3	13	1	3	0	0	197	0	654	106
CNC00450	RNA	JEC21	0	0	0	1	0	0	16	3	858	106
CNC00460	RNA	JEC21	0	5	0	1	0	0	207	0	1305	106
CNC00470	RNA	JEC21	1	9	2	12	NA	NA	895	NA	780	106
CNC00480	RNA	JEC21	0	0	0	0	NA	NA	71	NA	1695	106
CNC00490	RNA	JEC21	0	0	0	0	0	0	59	2	2703	106
CNC00500	RNA	JEC21	0	0	0	0	NA	NA	55	NA	1599	106
CNC00510	RNA	JEC21	0	3	3	9	0	0	199	0	1350	106
CNC00520	RNA	JEC21	0	5	2	7	0	8	592	15	1287	106
CNC00540	RNA	JEC21	0	0	0	0	0	0	5	0	1290	106
CNC00550	RNA	JEC21	0	0	1	2	0	0	173	2	960	106
CNC00560	RNA	JEC21	1	1	0	0	NA	NA	38	NA	1746	106
CNC00565	RNA	JEC21	0	5	0	2	0	0	89	0	420	106
CNC00570	RNA	JEC21	1	7	1	8	0	0	1046	0	2250	106
CNC00580	RNA	JEC21	0	0	1	3	0	1	90	0	888	106
CNC00590	RNA	JEC21	2	6	1	9	NA	NA	581	NA	792	106
CNC00600	RNA	JEC21	0	0	0	0	NA	NA	155	NA	8637	106
CNC00620	RNA	JEC21	0	0	0	1	NA	NA	224	NA	4140	106
CNC00630	RNA	JEC21	1	9	2	9	NA	NA	520	NA	1173	106
CNC00640	RNA	JEC21	0	0	0	0	NA	NA	6	NA	1068	106
CNC00650	RNA	JEC21	0	5	0	5	NA	NA	230	NA	537	106
CNC00660	RNA	JEC21	0	1	0	0	NA	NA	154	NA	2184	106
CNC00670	RNA	JEC21	0	0	0	1	0	0	185	2	2610	106
CNC00680	RNA	JEC21	1	1	0	3	0	1	333	0	2307	106
CNC00690	RNA	JEC21	3	13	6	16	0	3	302	0	651	106
CNC00700	RNA	JEC21	36	217	39	183	0	8	3319	0	276	106
CNC00705	RNA	JEC21	1	6	0	3	NA	NA	61	NA	552	106
CNC00710	RNA	JEC21	1	5	1	4	0	1	198	0	762	106
CNC00720	RNA	JEC21	0	0	0	0	NA	NA	56	NA	3168	106
CNC00730	RNA	JEC21	34	155	NA	NA	NA	NA	928	NA	138	106
CNC00760	RNA	JEC21	0	2	0	2	NA	NA	114	NA	954	106
CNC00780	RNA	JEC21	4	9	0	0	0	0	487	0	2151	106
CNC00790	RNA	JEC21	5	14	2	11	NA	NA	1169	NA	1755	106
CNC00800	RNA	JEC21	1	4	0	1	0	0	308	0	2370	106
CNC00810	RNA	JEC21	0	0	0	0	NA	NA	101	NA	2769	106
CNC00820	RNA	JEC21	0	0	0	0	NA	NA	20	NA	1311	106
CNC00830	RNA	JEC21	2	8	3	5	NA	NA	946	NA	1677	106
CNC00840	RNA	JEC21	0	3	2	5	NA	NA	162	NA	1044	106
CNC00843	RNA	JEC21	0	0	0	0	NA	NA	10	NA	1026	106
CNC00845	RNA	JEC21	0	1	0	1	NA	NA	112	NA	927	106
CNC00850	RNA	JEC21	0	0	0	0	NA	NA	26	NA	1644	106
CNC00870	RNA	JEC21	0	0	0	0	0	0	170	0	2292	106
CNC00880	RNA	JEC21	1	3	1	4	NA	NA	243	NA	2604	106
CNC00890	RNA	JEC21	0	0	0	0	0	0	98	0	1431	106
CNC00900	RNA	JEC21	0	0	0	1	NA	NA	331	NA	5001	106
CNC00910	RNA	JEC21	1	6	0	3	NA	NA	180	NA	570	106
CNC00920	RNA	JEC21	5	41	5	37	NA	NA	3268	NA	1356	106
CNC00935	RNA	JEC21	1	5	4	5	0	0	187	0	654	106
CNC00940	RNA	JEC21	0	0	0	0	0	0	142	0	5634	106
CNC00950	RNA	JEC21	0	1	0	0	0	0	157	2	4335	106
CNC00960	RNA	JEC21	1	9	0	13	NA	NA	400	NA	663	106
CNC00970	RNA	JEC21	0	0	0	0	0	0	2	0	981	106
CNC00980	RNA	JEC21	0	0	0	0	NA	NA	7	NA	342	106
CNC00990	RNA	JEC21	11	98	11	76	NA	NA	3340	NA	714	106
CNC01000	RNA	JEC21	0	4	0	2	NA	NA	353	NA	1440	106
CNC01010	RNA	JEC21	8	36	2	36	NA	NA	355	NA	174	106
CNC01030	RNA	JEC21	1	11	0	4	NA	NA	226	NA	453	106
CNC01040	RNA	JEC21	0	0	0	0	NA	NA	127	NA	3798	106
CNC01050	RNA	JEC21	0	2	0	0	0	0	57	0	774	106
CNC01060	RNA	JEC21	1	6	0	6	NA	NA	647	NA	1461	106
CNC01070	RNA	JEC21	0	0	0	0	0	0	240	0	3144	106
CNC01080	RNA	JEC21	0	1	0	1	0	1	180	0	1995	106
CNC01090	RNA	JEC21	2	9	2	12	NA	NA	481	NA	1038	106
CNC01100	RNA	JEC21	5	11	1	5	NA	NA	417	NA	762	106
CNC01110	RNA	JEC21	11	22	3	15	NA	NA	771	NA	813	106
CNC01130	RNA	JEC21	13	32	1	20	0	0	1655	0	1476	106
CNC01140	RNA	JEC21	0	0	0	0	0	0	62	0	1569	106
CNC01150	RNA	JEC21	0	1	0	3	0	2	155	1	1770	106
CNC01160	RNA	JEC21	0	0	0	0	NA	NA	109	NA	990	106
CNC01170	RNA	JEC21	1	1	0	0	NA	NA	16	NA	864	106
CNC01180	RNA	JEC21	0	0	0	0	0	0	18	0	873	106
CNC01190	RNA	JEC21	0	0	0	0	0	0	0	0	1059	106
CNC01200	RNA	JEC21	1	10	1	15	NA	NA	334	NA	417	106
CNC01210	RNA	JEC21	0	1	0	1	0	1	221	0	2010	106
CNC01215	RNA	JEC21	0	0	0	0	0	0	6	0	606	106
CNC01220	RNA	JEC21	3	4	0	1	0	0	296	0	1992	106
CNC01230	RNA	JEC21	0	0	0	0	NA	NA	182	NA	3534	106
CNC01240	RNA	JEC21	0	1	0	0	0	0	24	0	1779	106
CNC01250	RNA	JEC21	0	2	0	7	0	0	103	5	1509	106
CNC01260	RNA	JEC21	0	0	1	2	NA	NA	72	NA	1791	106
CNC01270	RNA	JEC21	0	1	0	0	0	0	117	2	7065	106
CNC01280	RNA	JEC21	2	6	0	2	0	0	435	0	1689	106
CNC01290	RNA	JEC21	0	7	1	7	NA	NA	182	NA	855	106
CNC01300	RNA	JEC21	3	5	0	0	1	3	240	3	3366	106
CNC01310	RNA	JEC21	0	3	1	3	NA	NA	194	NA	1623	106
CNC01320	RNA	JEC21	1	3	0	0	0	1	68	0	912	106
CNC01330	RNA	JEC21	0	0	0	0	NA	NA	70	NA	1671	106
CNC01340	RNA	JEC21	2	4	1	2	1	3	194	0	1572	106
CNC01350	RNA	JEC21	2	5	4	11	NA	NA	290	NA	522	106
CNC01360	RNA	JEC21	0	3	0	3	0	0	325	0	1161	106
CNC01370	RNA	JEC21	1	6	1	7	NA	NA	502	NA	1332	106
CNC01375	RNA	JEC21	0	2	0	0	0	0	107	2	843	106
CNC01380	RNA	JEC21	0	1	0	0	NA	NA	89	NA	1332	106
CNC01390	RNA	JEC21	0	1	1	2	NA	NA	295	NA	1860	106
CNC01400	RNA	JEC21	0	2	0	1	0	0	116	0	1413	106
CNC01410	RNA	JEC21	50	274	77	275	NA	NA	5265	NA	360	106
CNC01420	RNA	JEC21	4	16	13	28	0	13	510	0	375	106
CNC01430	RNA	JEC21	0	0	0	1	NA	NA	253	NA	2139	106
CNC01440	RNA	JEC21	0	0	0	1	0	0	200	0	2115	106
CNC01450	RNA	JEC21	0	1	0	1	0	0	215	0	1788	106
CNC01460	RNA	JEC21	0	0	0	0	NA	NA	192	NA	2322	106
CNC01470	RNA	JEC21	1	7	0	0	NA	NA	513	NA	2232	106
CNC01480	RNA	JEC21	0	0	0	0	0	1	21	0	1533	106
CNC01490	RNA	JEC21	2	3	1	7	NA	NA	130	NA	525	106
CNC01500	RNA	JEC21	2	11	2	4	2	27	1081	3	1269	106
CNC01510	RNA	JEC21	3	13	5	13	1	6	572	0	660	106
CNC01520	RNA	JEC21	1	1	0	1	0	0	651	0	2436	106
CNC01530	RNA	JEC21	0	0	0	1	0	1	236	1	9444	106
CNC01540	RNA	JEC21	2	12	3	12	0	0	1820	0	3513	106
CNC01550	RNA	JEC21	0	3	0	2	NA	NA	260	NA	3576	106
CNC01570	RNA	JEC21	2	7	3	9	0	0	348	0	909	106
CNC01580	RNA	JEC21	0	0	0	0	NA	NA	14	NA	1209	106
CNC01590	RNA	JEC21	0	3	0	2	0	0	193	6	1503	106
CNC01600	RNA	JEC21	0	5	1	9	NA	NA	268	NA	528	106
CNC01610	RNA	JEC21	42	163	NA	NA	3	4	4350	2	312	106
CNC01620	RNA	JEC21	0	0	0	1	0	0	245	2	3978	106
CNC01630	RNA	JEC21	0	5	2	5	0	0	374	1	897	106
CNC01640	RNA	JEC21	0	0	0	0	0	0	11	0	2628	106
CNC01650	RNA	JEC21	0	2	0	1	NA	NA	167	NA	1962	106
