Gene_name	Type	Sample	Inct.narr	Inct.wide	Nxct.narr	Nxct.wide	Upct.narr	Upct.wide	ORFct	UTR5Ct	ORFlen	UTR5len
CNAG_01051	RPF	H99r2	54	57	3	19	4	93	4019	6	3825	106
CNAG_01052	RPF	H99r2	28	44	11	41	1	4	3735	0	1101	106
CNAG_01053	RPF	H99r2	9	29	2	54	NA	NA	12791	NA	4446	106
CNAG_01054	RPF	H99r2	1	28	8	127	3	12	7896	1	1131	106
CNAG_01055	RPF	H99r2	0	0	0	0	NA	NA	12017	NA	1728	106
CNAG_01056	RPF	H99r2	0	0	0	0	0	0	4	1	255	106
CNAG_01057	RPF	H99r2	11	76	10	36	NA	NA	5108	NA	1440	106
CNAG_01058	RPF	H99r2	24	34	15	67	NA	NA	6541	NA	1023	106
CNAG_01059	RPF	H99r2	0	0	1	5	5	6	252	2	1368	106
CNAG_01060	RPF	H99r2	94	343	17	920	NA	NA	62905	NA	783	106
CNAG_01061	RPF	H99r2	3	3	0	0	2	5	87	4	2826	106
CNAG_01062	RPF	H99r2	72	115	7	31	0	0	7465	0	3510	106
CNAG_01063	RPF	H99r2	7	7	12	58	0	0	7446	0	4524	106
CNAG_01064	RPF	H99r2	5	23	7	124	0	5	1638	13	702	106
CNAG_01065	RPF	H99r2	0	2	3	49	0	1	657	0	1428	106
CNAG_01069	RPF	H99r2	1	4	14	20	1	1	1372	1	2370	106
CNAG_01070	RPF	H99r2	0	0	0	0	NA	NA	46	NA	870	106
CNAG_01071	RPF	H99r2	1	40	4	17	NA	NA	1712	NA	1980	106
CNAG_01072	RPF	H99r2	5	18	2	45	17	22	726	12	1254	106
CNAG_01073	RPF	H99r2	1	3	0	1	1	2	119	17	1227	106
CNAG_01074	RPF	H99r2	0	0	0	1	0	0	34	0	1446	106
CNAG_01075	RPF	H99r2	0	0	0	2	NA	NA	230	NA	1596	106
CNAG_01076	RPF	H99r2	0	2	0	0	1	2	55	0	1467	106
CNAG_01077	RPF	H99r2	4	35	1	15	NA	NA	186	NA	402	106
CNAG_01078	RPF	H99r2	4	14	26	45	3	10	4432	20	1488	106
CNAG_01079	RPF	H99r2	0	5	1	8	0	6	78	3	762	106
CNAG_01080	RPF	H99r2	1	4	0	2	0	0	240	0	1113	106
CNAG_01081	RPF	H99r2	4	6	0	3	0	2	143	9	942	106
CNAG_01082	RPF	H99r2	0	11	4	12	3	17	1852	173	3678	106
CNAG_01083	RPF	H99r2	20	386	177	377	1	4	38735	8	1542	106
CNAG_01084	RPF	H99r2	4	23	6	36	NA	NA	2065	NA	783	106
CNAG_01085	RPF	H99r2	10	16	2	18	NA	NA	716	NA	915	106
CNAG_01086	RPF	H99r2	2	6	1	10	NA	NA	766	NA	1191	106
CNAG_01087	RPF	H99r2	8	30	9	38	NA	NA	5744	NA	1980	106
CNAG_01088	RPF	H99r2	0	4	1	10	NA	NA	1425	NA	1419	106
CNAG_01089	RPF	H99r2	10	410	18	113	NA	NA	9912	NA	438	106
CNAG_01090	RPF	H99r2	0	1	0	0	6	7	46	2	936	106
CNAG_01091	RPF	H99r2	53	177	3	19	NA	NA	39256	NA	2988	106
CNAG_01092	RPF	H99r2	23	33	12	338	0	0	23569	1	873	106
CNAG_01093	RPF	H99r2	16	35	3	35	NA	NA	2230	NA	714	106
CNAG_01094	RPF	H99r2	18	33	3	32	NA	NA	7967	NA	1305	106
CNAG_01095	RPF	H99r2	3	9	0	6	0	3	782	3	1077	106
CNAG_01096	RPF	H99r2	51	55	21	50	NA	NA	2968	NA	819	106
CNAG_01097	RPF	H99r2	12	19	3	45	0	0	2431	0	996	106
CNAG_01098	RPF	H99r2	20	196	23	76	0	0	7041	0	2157	106
CNAG_01099	RPF	H99r2	22	53	5	66	NA	NA	8894	NA	2700	106
CNAG_01100	RPF	H99r2	0	9	2	8	1	2	2662	0	4707	106
CNAG_01101	RPF	H99r2	14	36	1	22	16	96	4714	3	3243	106
CNAG_01102	RPF	H99r2	11	36	94	209	NA	NA	5942	NA	1029	106
CNAG_01103	RPF	H99r2	81	177	34	139	NA	NA	11319	NA	657	106
CNAG_01104	RPF	H99r2	13	19	25	78	NA	NA	7867	NA	1377	106
CNAG_01105	RPF	H99r2	1	4	6	17	NA	NA	2772	NA	3186	106
CNAG_01106	RPF	H99r2	19	45	0	122	NA	NA	13276	NA	2550	106
CNAG_01107	RPF	H99r2	0	18	64	205	0	1	4818	0	2352	106
CNAG_01108	RPF	H99r2	6	19	1	14	NA	NA	4692	NA	2442	106
CNAG_01109	RPF	H99r2	535	640	58	319	NA	NA	9464	NA	546	106
CNAG_01110	RPF	H99r2	60	138	49	331	NA	NA	7977	NA	360	106
CNAG_01111	RPF	H99r2	130	224	81	821	NA	NA	37777	NA	753	106
CNAG_01112	RPF	H99r2	9	18	11	32	0	25	2632	26	1152	106
CNAG_01113	RPF	H99r2	17	263	96	372	NA	NA	8065	NA	300	106
CNAG_01114	RPF	H99r2	9	26	14	173	NA	NA	1822	NA	321	106
CNAG_01115	RPF	H99r2	1	7	3	28	2	7	2675	37	9045	106
CNAG_01116	RPF	H99r2	6	11	3	39	NA	NA	847	NA	795	106
CNAG_01117	RPF	H99r2	505	1401	2606	8286	NA	NA	867189	NA	3168	106
CNAG_01118	RPF	H99r2	0	0	1	1	NA	NA	218	NA	1644	106
CNAG_01119	RPF	H99r2	133	410	35	135	NA	NA	63013	NA	1899	106
CNAG_01120	RPF	H99r2	616	1020	85	1529	0	0	129476	0	1431	106
CNAG_01121	RPF	H99r2	1	3	0	0	NA	NA	30	NA	444	106
CNAG_01122	RPF	H99r2	0	0	0	0	NA	NA	15	NA	873	106
CNAG_01123	RPF	H99r2	1	7	2	51	0	1	3861	0	1560	106
CNAG_01124	RPF	H99r2	0	7	2	13	0	2	949	1	798	106
CNAG_01125	RPF	H99r2	5	14	3	9	NA	NA	10295	NA	3153	106
CNAG_01126	RPF	H99r2	1	47	8	51	0	0	24045	0	5862	106
CNAG_01127	RPF	H99r2	5	13	26	51	0	0	845	0	1440	106
CNAG_01128	RPF	H99r2	4	15	26	315	0	2	8130	0	825	106
CNAG_01129	RPF	H99r2	1	1	19	23	0	0	5351	0	2217	106
CNAG_01130	RPF	H99r2	227	385	56	103	NA	NA	88076	NA	2247	106
CNAG_01131	RPF	H99r2	2	11	1	38	0	0	218	0	198	106
CNAG_01132	RPF	H99r2	7	41	8	44	0	0	7882	0	960	106
CNAG_01133	RPF	H99r2	2	5	7	63	NA	NA	1889	NA	852	106
CNAG_01134	RPF	H99r2	1	3	0	2	0	0	2733	0	3489	106
CNAG_01135	RPF	H99r2	0	0	2	9	0	0	247	0	831	106
CNAG_01136	RPF	H99r2	44	154	52	453	0	1	26236	0	1041	106
CNAG_01137	RPF	H99r2	1654	2037	47	553	NA	NA	177180	NA	2379	106
CNAG_01138	RPF	H99r2	28	142	9	240	NA	NA	27644	NA	1134	106
CNAG_01139	RPF	H99r2	0	0	0	0	0	0	4	0	888	106
CNAG_01140	RPF	H99r2	12	52	31	64	NA	NA	24932	NA	2442	106
CNAG_01141	RPF	H99r2	8	143	9	89	0	0	6033	0	744	106
CNAG_01142	RPF	H99r2	2	40	0	33	2	23	2791	2	3774	106
CNAG_01143	RPF	H99r2	8	26	0	147	NA	NA	5387	NA	978	106
CNAG_01144	RPF	H99r2	12	274	3	11	NA	NA	22222	NA	1842	106
CNAG_01145	RPF	H99r2	31	68	6	18	0	0	3298	0	1155	106
CNAG_01146	RPF	H99r2	2	88	48	102	NA	NA	14681	NA	3726	106
CNAG_01147	RPF	H99r2	6	28	263	391	NA	NA	12990	NA	510	106
CNAG_01148	RPF	H99r2	86	556	34	130	NA	NA	101317	NA	1230	106
CNAG_01149	RPF	H99r2	1	23	1	56	NA	NA	9523	NA	4593	106
CNAG_01150	RPF	H99r2	65	98	264	801	NA	NA	51776	NA	1347	106
CNAG_01151	RPF	H99r2	0	7	4	102	NA	NA	2735	NA	456	106
CNAG_01152	RPF	H99r2	11466	13037	2328	17500	NA	NA	420455	NA	714	106
CNAG_01153	RPF	H99r2	2210	5831	78	1963	NA	NA	249072	NA	456	106
CNAG_01154	RPF	H99r2	0	2	0	0	NA	NA	64	NA	525	106
CNAG_01155	RPF	H99r2	15	41	31	221	NA	NA	25288	NA	2286	106
CNAG_01156	RPF	H99r2	0	15	20	60	NA	NA	7732	NA	1911	106
CNAG_01157	RPF	H99r2	10	21	1	8	NA	NA	4280	NA	1446	106
CNAG_01158	RPF	H99r2	37	264	153	602	0	0	47798	0	1641	106
CNAG_01159	RPF	H99r2	29	84	8	46	NA	NA	12021	NA	1722	106
CNAG_01161	RPF	H99r2	3	30	5	108	NA	NA	3694	NA	831	106
CNAG_01162	RPF	H99r2	2	12	1	27	1	1	2008	0	1038	106
CNAG_01163	RPF	H99r2	6	39	3	27	NA	NA	3801	NA	2457	106
CNAG_01164	RPF	H99r2	53	111	214	1250	NA	NA	85939	NA	2121	106
CNAG_01165	RPF	H99r2	4	21	17	41	1	1	3062	0	1698	106
CNAG_01166	RPF	H99r2	0	4	3	17	0	0	2352	4	984	106
CNAG_01167	RPF	H99r2	5	21	4	93	NA	NA	7701	NA	3627	106
CNAG_01168	RPF	H99r2	52	105	32	958	0	0	89088	0	1512	106
CNAG_01169	RPF	H99r2	0	0	63	178	0	0	8049	1	1572	106
CNAG_01170	RPF	H99r2	1840	9356	1646	11847	NA	NA	301242	NA	432	106
CNAG_01171	RPF	H99r2	24	53	17	101	0	0	1882	0	309	106
CNAG_01172	RPF	H99r2	0	16	8	122	NA	NA	5149	NA	1821	106
CNAG_01173	RPF	H99r2	8	40	19	33	NA	NA	7902	NA	3045	106
CNAG_01174	RPF	H99r2	3	27	41	61	NA	NA	9331	NA	3309	106
CNAG_01175	RPF	H99r2	124	230	NA	NA	NA	NA	4904	NA	417	106
CNAG_01177	RPF	H99r2	9	13	1	9	0	26	1956	0	1503	106
CNAG_01178	RPF	H99r2	0	19	0	28	0	0	5363	0	2478	106
CNAG_01179	RPF	H99r2	27	181	102	247	NA	NA	20004	NA	1053	106
CNAG_01180	RPF	H99r2	2	8	0	8	NA	NA	722	NA	1830	106
CNAG_01181	RPF	H99r2	622	5018	84	1339	NA	NA	283474	NA	480	106
CNAG_01182	RPF	H99r2	47	110	8	406	NA	NA	63422	NA	1098	106
CNAG_01183	RPF	H99r2	26	97	21	133	NA	NA	5233	NA	1839	106
CNAG_01184	RPF	H99r2	3	5	7	44	NA	NA	1927	NA	1566	106
CNAG_01185	RPF	H99r2	123	217	13	213	NA	NA	20157	NA	1140	106
CNAG_01186	RPF	H99r2	6	20	2	9	NA	NA	2063	NA	2280	106
CNAG_01187	RPF	H99r2	126	244	3	180	2	6	21779	0	954	106
CNAG_01188	RPF	H99r2	9	31	4	29	0	1	3670	0	1056	106
CNAG_01189	RPF	H99r2	28	75	38	147	NA	NA	49647	NA	5184	106
CNAG_01190	RPF	H99r2	267	457	26	86	0	0	11490	0	675	106
CNAG_01191	RPF	H99r2	1	4	1	11	3	4	850	2	1386	106
CNAG_01192	RPF	H99r2	0	8	8	15	3	53	712	20	822	106
CNAG_01193	RPF	H99r2	0	0	0	0	0	0	29	0	3231	106
CNAG_01194	RPF	H99r2	0	0	0	0	NA	NA	8	NA	885	106
CNAG_01195	RPF	H99r2	0	10	15	82	0	0	6719	1	4776	106
CNAG_01196	RPF	H99r2	3	6	1	8	0	1	3661	1	1968	106
CNAG_01197	RPF	H99r2	17	48	123	546	0	0	20358	0	1221	106
CNAG_01198	RPF	H99r2	69	728	294	867	0	0	22482	2	264	106
CNAG_01199	RPF	H99r2	4	23	20	91	0	0	22925	0	2241	106
CNAG_01200	RPF	H99r2	16	28	18	116	NA	NA	2953	NA	837	106
CNAG_01201	RPF	H99r2	111	149	21	44	0	0	2308	0	414	106
CNAG_01202	RPF	H99r2	5	66	186	263	0	0	5141	0	1278	106
CNAG_01203	RPF	H99r2	3	8	2	15	NA	NA	7031	NA	2136	106
CNAG_01204	RPF	H99r2	16	248	13	811	0	0	109559	0	627	106
CNAG_01207	RPF	H99r2	0	12	0	1	2	2	218	0	2409	106
CNAG_01208	RPF	H99r2	3	4	4	19	2	13	2436	0	6321	106
CNAG_01209	RPF	H99r2	2	8	1	24	0	0	2504	0	7317	106
CNAG_01210	RPF	H99r2	0	0	0	0	NA	NA	10	NA	354	106
CNAG_01211	RPF	H99r2	103	187	101	428	NA	NA	16481	NA	918	106
CNAG_01212	RPF	H99r2	7	18	10	60	NA	NA	3505	NA	864	106
CNAG_01213	RPF	H99r2	3	27	0	31	0	0	8218	0	2637	106
CNAG_01214	RPF	H99r2	0	1	3	13	0	0	183	3	1344	106
CNAG_01215	RPF	H99r2	12	25	0	79	0	0	2799	0	273	106
CNAG_01216	RPF	H99r2	6	39	74	1615	NA	NA	18663	NA	885	106
CNAG_01217	RPF	H99r2	7	43	10	65	NA	NA	11216	NA	1803	106
CNAG_01220	RPF	H99r2	9	70	27	96	NA	NA	3838	NA	648	106
CNAG_01221	RPF	H99r2	0	164	34	103	0	0	3273	0	840	106
CNAG_01222	RPF	H99r2	136	319	41	285	NA	NA	19966	NA	1095	106
CNAG_01223	RPF	H99r2	14	16	0	1	NA	NA	443	NA	744	106
CNAG_01224	RPF	H99r2	3	3057	7909	12452	0	0	269409	0	573	106
CNAG_01228	RPF	H99r2	22	27	18	76	0	310	3641	0	684	106
CNAG_01229	RPF	H99r2	1	11	3	7	0	0	2951	0	1659	106
CNAG_01230	RPF	H99r2	83	110	74	1182	NA	NA	76858	NA	1368	106
CNAG_01231	RPF	H99r2	0	1	18	32	NA	NA	999	NA	1197	106
CNAG_01232	RPF	H99r2	2	12	1	7	NA	NA	5293	NA	4245	106
CNAG_01233	RPF	H99r2	4	50	11	50	NA	NA	6141	NA	4419	106
CNAG_01234	RPF	H99r2	0	1	0	8	3	4	1593	0	3228	106
CNAG_01235	RPF	H99r2	11	33	1	25	NA	NA	26020	NA	3741	106
CNAG_01236	RPF	H99r2	29	803	116	477	NA	NA	33917	NA	1173	106
CNAG_01237	RPF	H99r2	4	10	3	21	NA	NA	3967	NA	627	106
CNAG_01238	RPF	H99r2	2	48	7	93	2	4	12347	1	1431	106
CNAG_01239	RPF	H99r2	3	7	3	36	NA	NA	2755	NA	1239	106
CNAG_01240	RPF	H99r2	0	0	0	0	NA	NA	731	NA	1977	106
CNAG_01241	RPF	H99r2	17	34	2	20	NA	NA	6393	NA	1125	106
CNAG_01242	RPF	H99r2	2	4	0	3	NA	NA	1704	NA	2157	106
CNAG_01243	RPF	H99r2	8	13	0	5	NA	NA	3100	NA	4458	106
CNAG_01244	RPF	H99r2	1	1	0	0	NA	NA	15	NA	1449	106
CNAG_01245	RPF	H99r2	3	5	2	5	0	0	1329	4	2643	106
CNAG_01246	RPF	H99r2	20	89	8	24	NA	NA	2394	NA	705	106
CNAG_01247	RPF	H99r2	21	23	6	35	0	0	2038	0	681	106
CNAG_01248	RPF	H99r2	2	35	2	30	NA	NA	4252	NA	3195	106
CNAG_01249	RPF	H99r2	0	1	85	137	NA	NA	4078	NA	2394	106
CNAG_01250	RPF	H99r2	3	54	2	29	0	0	11086	0	3012	106
CNAG_01251	RPF	H99r2	45	46	8	56	NA	NA	13494	NA	5844	106
CNAG_01252	RPF	H99r2	3	4	18	25	NA	NA	446	NA	1023	106
CNAG_01253	RPF	H99r2	109	298	80	575	NA	NA	16904	NA	309	106
CNAG_01254	RPF	H99r2	0	11	5	38	0	0	1159	1	639	106
CNAG_01255	RPF	H99r2	1	4	6	26	NA	NA	8375	NA	1386	106
CNAG_01256	RPF	H99r2	3	10	2	5	NA	NA	376	NA	2622	106
CNAG_01257	RPF	H99r2	1	42	0	22	0	0	3010	0	966	106
CNAG_01258	RPF	H99r2	0	8	0	6	NA	NA	6453	NA	4119	106
CNAG_01261	RPF	H99r2	20	89	12	62	0	29	14183	32	4260	106
CNAG_01262	RPF	H99r2	0	4	4	11	0	1	776	0	1059	106
CNAG_01263	RPF	H99r2	19	111	11	183	NA	NA	13967	NA	2595	106
CNAG_01264	RPF	H99r2	26	102	258	990	NA	NA	57108	NA	1113	106
CNAG_01265	RPF	H99r2	6	44	9	86	NA	NA	1807	NA	657	106
CNAG_01266	RPF	H99r2	3	4	7	47	NA	NA	14490	NA	3321	106
CNAG_01267	RPF	H99r2	29	35	64	171	0	1	3992	0	780	106
CNAG_01268	RPF	H99r2	0	0	0	0	0	0	15	0	1386	106
CNAG_01270	RPF	H99r2	75	1227	52	720	0	0	42122	0	1299	106
CNAG_01271	RPF	H99r2	22	98	24	114	NA	NA	18872	NA	1047	106
CNAG_01272	RPF	H99r2	0	9	4	18	NA	NA	1343	NA	720	106
CNAG_01273	RPF	H99r2	472	913	978	5320	0	2	64533	197	555	106
CNAG_01274	RPF	H99r2	53	294	20	81	NA	NA	54490	NA	2766	106
CNAG_01275	RPF	H99r2	8	25	13	89	0	0	4202	0	1461	106
CNAG_01276	RPF	H99r2	47	84	15	95	0	0	12473	0	3471	106
CNAG_01277	RPF	H99r2	0	2	0	2	NA	NA	1565	NA	1548	106
CNAG_01278	RPF	H99r2	0	8	0	3	NA	NA	3598	NA	5238	106
CNAG_01279	RPF	H99r2	6	74	10	64	3	7	5313	0	741	106
CNAG_01281	RPF	H99r2	3	46	15	22	0	1	1111	3	495	106
CNAG_01282	RPF	H99r2	3	13	13	54	0	0	5111	2	2649	106
CNAG_01283	RPF	H99r2	26	38	2	25	NA	NA	1747	NA	2457	106
CNAG_01284	RPF	H99r2	4	36	0	140	NA	NA	6466	NA	1113	106
CNAG_01285	RPF	H99r2	10	85	9	60	NA	NA	9195	NA	1419	106
CNAG_01286	RPF	H99r2	0	7	4	23	0	0	910	0	1575	106
CNAG_01287	RPF	H99r2	23	263	440	1783	0	0	85676	0	1488	106
CNAG_01288	RPF	H99r2	10	148	18	144	NA	NA	8610	NA	1239	106
CNAG_01289	RPF	H99r2	8	16	22	195	NA	NA	854	NA	267	106
CNAG_01290	RPF	H99r2	15	16	8	39	15	38	1465	2	441	106
CNAG_01291	RPF	H99r2	34	59	77	357	1	2	10919	2	429	106
CNAG_01292	RPF	H99r2	1	11	1	5	NA	NA	1526	NA	2688	106
CNAG_01293	RPF	H99r2	4	5	0	1	NA	NA	5319	NA	6144	106
CNAG_01294	RPF	H99r2	1	5	1	4	NA	NA	917	NA	1248	106
CNAG_01295	RPF	H99r2	28	86	14	74	0	0	5430	0	426	106
CNAG_01296	RPF	H99r2	0	6	3	32	NA	NA	4730	NA	2616	106
CNAG_01297	RPF	H99r2	0	0	30	53	NA	NA	1105	NA	816	106
CNAG_01298	RPF	H99r2	0	25	8	104	NA	NA	7951	NA	4866	106
CNAG_01299	RPF	H99r2	0	0	0	0	0	0	7	0	1443	106
CNAG_01300	RPF	H99r2	2945	6041	1502	29288	NA	NA	176729	NA	264	106
CNAG_01301	RPF	H99r2	1	14	0	32	0	0	2851	0	1041	106
CNAG_01302	RPF	H99r2	42	368	117	285	NA	NA	9841	NA	381	106
CNAG_01303	RPF	H99r2	8	12	1	11	15	55	1013	0	2496	106
CNAG_01304	RPF	H99r2	9	17	34	79	NA	NA	7273	NA	2286	106
CNAG_01305	RPF	H99r2	77	228	72	234	NA	NA	46299	NA	2175	106
CNAG_01306	RPF	H99r2	1	9	2	9	0	3	1638	8	3483	106
CNAG_01307	RPF	H99r2	110	153	7	65	NA	NA	8797	NA	612	106
CNAG_01308	RPF	H99r2	0	1	17	43	0	0	4225	0	2220	106
CNAG_01309	RPF	H99r2	5	9	330	1262	0	0	6591	0	561	106
CNAG_01310	RPF	H99r2	8	23	4	228	NA	NA	6883	NA	1248	106
CNAG_01313	RPF	H99r2	9	13	42	249	0	0	2557	0	567	106
CNAG_01314	RPF	H99r2	11	24	6	41	NA	NA	2265	NA	1332	106
CNAG_01315	RPF	H99r2	23	70	3	14	NA	NA	7858	NA	2688	106
CNAG_01316	RPF	H99r2	30	38	6	38	0	0	7793	0	801	106
CNAG_01317	RPF	H99r2	16	33	3	6	0	0	6004	0	912	106
CNAG_01318	RPF	H99r2	9	113	7	21	NA	NA	5673	NA	2103	106
CNAG_01319	RPF	H99r2	2	5	6	22	2	19	1635	2	1725	106
CNAG_01320	RPF	H99r2	640	680	3	79	NA	NA	20536	NA	969	106
CNAG_01321	RPF	H99r2	329	1291	525	3433	0	0	84810	0	384	106
CNAG_01322	RPF	H99r2	1	12	66	75	0	3	5037	2	1575	106
CNAG_01323	RPF	H99r2	167	2033	575	1107	0	0	78250	0	450	106
CNAG_01324	RPF	H99r2	7	7	4	22	0	2	1213	0	918	106
CNAG_01325	RPF	H99r2	5	9	31	134	NA	NA	3565	NA	573	106
CNAG_01330	RPF	H99r2	10	179	13	22	0	0	10923	0	2553	106
CNAG_01331	RPF	H99r2	6	17	17	63	NA	NA	1169	NA	699	106
CNAG_01332	RPF	H99r2	995	2477	9406	23790	0	0	333486	0	408	106
CNAG_01333	RPF	H99r2	1	24	3	39	7	40	2206	194	1515	106
CNAG_01334	RPF	H99r2	4	66	17	44	2	8	8516	0	3804	106
CNAG_01335	RPF	H99r2	18	70	4	6	NA	NA	2747	NA	1833	106
CNAG_01336	RPF	H99r2	0	0	0	0	0	0	52	57	738	106
CNAG_01337	RPF	H99r2	5	13	3	9	NA	NA	2609	NA	2034	106
CNAG_01338	RPF	H99r2	6	62	17	39	NA	NA	2879	NA	2967	106
CNAG_01339	RPF	H99r2	7	15	307	373	NA	NA	18714	NA	3246	106
CNAG_01340	RPF	H99r2	0	8	26	33	NA	NA	9722	NA	4722	106
CNAG_01341	RPF	H99r2	2	18	3	6	NA	NA	1249	NA	534	106
CNAG_01342	RPF	H99r2	18	19	1	18	0	0	4797	0	1734	106
CNAG_01343	RPF	H99r2	3	9	2	32	NA	NA	1476	NA	1839	106
CNAG_01344	RPF	H99r2	0	0	4	69	0	0	2360	0	1569	106
CNAG_01345	RPF	H99r2	44	221	31	424	0	0	20060	0	924	106
CNAG_01346	RPF	H99r2	4	61	1	33	NA	NA	2614	NA	756	106
CNAG_01347	RPF	H99r2	1	19	47	308	NA	NA	9023	NA	1569	106
CNAG_01348	RPF	H99r2	15	212	31	65	NA	NA	4683	NA	552	106
CNAG_01349	RPF	H99r2	0	2	0	0	NA	NA	47	NA	744	106
CNAG_01350	RPF	H99r2	0	7	3	22	NA	NA	3343	NA	1188	106
CNAG_01351	RPF	H99r2	33	74	1	41	NA	NA	6102	NA	786	106
CNAG_01352	RPF	H99r2	1	8	2	7	3	23	3118	75	4170	106
CNAG_01353	RPF	H99r2	45	95	14	49	4	12	3849	16	1821	106
CNAG_01354	RPF	H99r2	41	90	2	34	4	8	24558	1	1572	106
CNAG_01355	RPF	H99r2	12	25	41	99	NA	NA	7707	NA	936	106
CNAG_01356	RPF	H99r2	0	0	0	0	0	0	117	0	4554	106
CNAG_01357	RPF	H99r2	1	15	10	48	NA	NA	1375	NA	972	106
CNAG_01358	RPF	H99r2	0	0	0	1	NA	NA	31	NA	894	106
CNAG_01359	RPF	H99r2	31	44	125	540	NA	NA	7089	NA	519	106
CNAG_01360	RPF	H99r2	0	36	0	46	0	0	20093	0	3801	106
CNAG_01361	RPF	H99r2	414	665	103	389	NA	NA	89175	NA	1611	106
CNAG_01362	RPF	H99r2	25	81	8	56	1	1	13528	1	2667	106
CNAG_01363	RPF	H99r2	2	119	3	86	1	5	8394	0	1215	106
CNAG_01364	RPF	H99r2	19	243	147	522	NA	NA	16783	NA	654	106
CNAG_01365	RPF	H99r2	1	2	8	19	1	1	7135	0	2304	106
CNAG_01367	RPF	H99r2	2	4	0	0	0	4	122	1	3645	106
CNAG_01368	RPF	H99r2	0	1	0	1	0	3	49	1	1338	106
CNAG_01369	RPF	H99r2	30	65	34	57	0	0	609	3	687	106
CNAG_01370	RPF	H99r2	0	0	0	0	0	0	16	0	1539	106
CNAG_01371	RPF	H99r2	2	49	8	16	3	67	3486	33	1254	106
CNAG_01372	RPF	H99r2	1	25	15	21	0	0	3467	0	2406	106
CNAG_01373	RPF	H99r2	3	12	2	59	NA	NA	11791	NA	969	106
CNAG_01375	RPF	H99r2	2	73	2	77	NA	NA	16239	NA	2061	106
CNAG_01376	RPF	H99r2	22	69	26	286	0	0	31132	1	4062	106
CNAG_01377	RPF	H99r2	1	27	5	21	0	3	5929	0	3552	106
CNAG_01378	RPF	H99r2	4	42	145	263	NA	NA	12542	NA	1383	106
CNAG_01379	RPF	H99r2	70	97	255	661	NA	NA	4598	NA	294	106
CNAG_01380	RPF	H99r2	15	19	2	16	NA	NA	2017	NA	1230	106
CNAG_01381	RPF	H99r2	2	2	9	11	0	0	7039	0	927	106
CNAG_01382	RPF	H99r2	8	37	0	64	5	9	2428	0	1482	106
CNAG_01384	RPF	H99r2	0	0	1	1	NA	NA	65	NA	1605	106
CNAG_01385	RPF	H99r2	1	3	2	17	NA	NA	2773	NA	2604	106
CNAG_01386	RPF	H99r2	2	8	1	11	NA	NA	143	NA	354	106
CNAG_01387	RPF	H99r2	3	92	4	141	0	0	6593	0	936	106
CNAG_01388	RPF	H99r2	0	0	0	6	0	0	3593	0	2358	106
CNAG_01389	RPF	H99r2	0	3	1	48	NA	NA	4846	NA	1893	106
CNAG_01390	RPF	H99r2	79	192	388	851	NA	NA	35245	NA	537	106
CNAG_01391	RPF	H99r2	9	204	8	249	2	4	21777	0	1515	106
CNAG_01392	RPF	H99r2	68	78	34	56	NA	NA	3451	NA	1329	106
CNAG_01395	RPF	H99r2	36	491	29	111	NA	NA	26808	NA	909	106
CNAG_01396	RPF	H99r2	14	98	10	109	NA	NA	3264	NA	303	106
CNAG_01397	RPF	H99r2	198	338	206	720	0	0	37855	0	726	106
CNAG_01398	RPF	H99r2	0	20	18	101	0	0	25455	0	3207	106
CNAG_01399	RPF	H99r2	2	118	12	33	NA	NA	5837	NA	1029	106
CNAG_01400	RPF	H99r2	65	152	103	487	0	0	55520	0	1179	106
CNAG_01401	RPF	H99r2	0	0	0	0	NA	NA	3	NA	699	106
CNAG_01402	RPF	H99r2	1	107	44	262	NA	NA	16308	NA	1317	106
CNAG_01403	RPF	H99r2	167	217	87	378	NA	NA	7366	NA	642	106
CNAG_01404	RPF	H99r2	167	285	157	3696	0	0	99881	0	1806	106
CNAG_01405	RPF	H99r2	8	39	4	34	NA	NA	4502	NA	2103	106
CNAG_01406	RPF	H99r2	0	1	0	2	22	41	405	11	1467	106
CNAG_01408	RPF	H99r2	0	2	2	15	0	0	5803	0	4704	106
CNAG_01411	RPF	H99r2	0	0	0	0	1	1	12	2	948	106
CNAG_01412	RPF	H99r2	2	10	6	46	NA	NA	4746	NA	3468	106
CNAG_01413	RPF	H99r2	84	385	142	840	NA	NA	56042	NA	1305	106
CNAG_01414	RPF	H99r2	64	202	78	466	NA	NA	14196	NA	780	106
CNAG_01415	RPF	H99r2	1	29	9	57	NA	NA	5157	NA	3711	106
CNAG_01416	RPF	H99r2	5	24	1	137	NA	NA	8650	NA	657	106
CNAG_01417	RPF	H99r2	2	24	0	7	0	5	828	3	642	106
CNAG_01418	RPF	H99r2	3	19	5	27	NA	NA	2067	NA	1941	106
CNAG_01419	RPF	H99r2	14	26	0	13	0	0	2431	0	2013	106
CNAG_01420	RPF	H99r2	1	22	9	54	0	0	1340	0	945	106
CNAG_01421	RPF	H99r2	1	9	1	10	11	51	9014	3	3336	106
CNAG_01422	RPF	H99r2	19	44	15	173	0	0	2645	0	1719	106
CNAG_01423	RPF	H99r2	48	153	0	111	0	3	12018	0	2244	106
CNAG_01424	RPF	H99r2	2	3	1	2	0	0	1219	0	4125	106
CNAG_01425	RPF	H99r2	13	43	0	18	NA	NA	1134	NA	906	106
CNAG_01426	RPF	H99r2	0	24	38	245	NA	NA	7467	NA	888	106
