Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNAG_00606 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.055		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00607 Protein	0.000	No mitochondrial presequence	64(MPP)	0.156		1-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00608 Protein	0.834	Possessing mitochondrial presequence	19(MPP), 27(Oct1)	0.105	47-51	20-29-high	18-23	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00609 Protein	0.015	No mitochondrial presequence	89(MPP)	0.056	29-33	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00612 Protein	0.000	No mitochondrial presequence	31(MPP)	-0.161		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00613 Protein	0.006	No mitochondrial presequence	48(MPP)	-0.042	14-18	14-29-low	-	-	-	-	-	-	-	25-30	-	-	-	-	-	24-29	
CNAG_00614 Protein	0.000	No mitochondrial presequence	95(MPP)	-0.021		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00615 Protein	0.005	No mitochondrial presequence	33(MPP)	0.152	42-46	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00619 Protein	0.000	No mitochondrial presequence	47(MPP)	-0.021		17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00622 Protein	0.756	Possessing mitochondrial presequence	20(MPP), 21(Icp55)	0.250		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00623 Protein	0.009	No mitochondrial presequence	41(MPP), 49(Oct1)	0.049	27-31	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00624 Protein	0.003	No mitochondrial presequence	30(MPP)	0.033	27-31	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00625 Protein	0.000	No mitochondrial presequence	59(MPP)	0.136		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00626 Protein	0.970	Possessing mitochondrial presequence	27(MPP)	0.222	24-28,66-70	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00627 Protein	0.003	No mitochondrial presequence	28(MPP)	-0.107	3-7	13-22-low	5-10	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00628 Protein	0.013	No mitochondrial presequence	23(MPP)	0.043	1-5	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00632 Protein	0.041	No mitochondrial presequence	53(MPP), 54(Icp55)	0.057	90-94	10-19-low	-	-	-	-	-	13-18	-	-	-	-	-	-	-	12-17	
CNAG_00633 Protein	0.005	No mitochondrial presequence	22(MPP)	0.136	38-42	11-20-high	-	-	-	-	-	16-21	-	-	-	-	-	-	-	15-20	
CNAG_00634 Protein	0.007	No mitochondrial presequence	33(MPP), 34(Icp55)	0.030		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00635 Protein	0.000	No mitochondrial presequence	19(MPP)	0.053		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00636 Protein	0.007	No mitochondrial presequence	24(MPP)	-0.042	16-20,21-25	16-25-high	-	-	-	-	-	-	-	-	19-24	-	-	-	-	-	
CNAG_00637 Protein	0.007	No mitochondrial presequence	31(MPP)	0.000	31-35,62-66	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00638 Protein	0.111	No mitochondrial presequence	25(MPP)	0.360	18-22	17-26-high	-	-	-	-	-	-	-	-	16-21	-	-	-	-	-	
CNAG_00639 Protein	0.000	No mitochondrial presequence	43(MPP)	-0.070		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00640 Protein	0.177	No mitochondrial presequence	12(MPP)	0.417	9-13	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00641 Protein	0.000	No mitochondrial presequence	23(MPP)	-0.174		8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00642 Protein	0.000	No mitochondrial presequence	71(MPP)	-0.070		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00643 Protein	0.940	Possessing mitochondrial presequence	22(MPP)	0.318	7-11	21-30-high	-	-	-	-	-	19-24	-	-	-	18-23	-	-	-	-	
CNAG_00644 Protein	0.000	No mitochondrial presequence	17(MPP)	-0.059	85-89	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00645 Protein	0.000	No mitochondrial presequence	21(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00647 Protein	0.035	No mitochondrial presequence	76(MPP), 77(Icp55)	0.079	42-46	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00648 Protein	0.006	No mitochondrial presequence	24(MPP)	-0.042		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00649 Protein	0.000	No mitochondrial presequence	32(MPP)	0.000		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00650 Protein	0.134	No mitochondrial presequence	10(MPP)	0.200		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00651 Protein	0.000	No mitochondrial presequence	12(MPP)	0.083		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00652 Protein	0.000	No mitochondrial presequence	51(MPP)	-0.078		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00653 Protein	0.000	No mitochondrial presequence	73(MPP), 74(Icp55)	0.137		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00654 Protein	0.000	No mitochondrial presequence	37(MPP)	-0.027		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00655 Protein	0.000	No mitochondrial presequence	4(MPP), 5(Icp55)	-0.250	45-49	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00656 Protein	0.000	No mitochondrial presequence	31(MPP)	0.032		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00657 Protein	0.000	No mitochondrial presequence	52(MPP)	0.077	54-58	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00658 Protein	0.008	No mitochondrial presequence	28(MPP)	0.107		13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00659 Protein	0.000	No mitochondrial presequence	43(MPP)	0.000		20-29-high	-	-	-	-	-	-	21-26	-	-	-	-	-	-	20-25	
CNAG_00660 Protein	0.019	No mitochondrial presequence	21(MPP)	0.095	27-31,64-68	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00661 Protein	0.000	No mitochondrial presequence	62(MPP)	0.065	91-95	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00662 Protein	0.090	No mitochondrial presequence	57(MPP)	0.053	54-58	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00663 Protein	0.000	No mitochondrial presequence	42(MPP)	0.024		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00664 Protein	0.000	No mitochondrial presequence	33(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00665 Protein	0.000	No mitochondrial presequence	22(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00666 Protein	0.009	No mitochondrial presequence	30(MPP)	0.167	4-8	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00667 Protein	0.008	No mitochondrial presequence	27(MPP)	0.111		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00668 Protein	0.000	No mitochondrial presequence	8(MPP)	-0.250		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00669 Protein	0.000	No mitochondrial presequence	19(MPP), 20(Icp55)	0.421		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00670 Protein	0.003	No mitochondrial presequence	40(MPP), 41(Icp55)	0.025	10-14	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00671 Protein	0.003	No mitochondrial presequence	21(MPP)	0.143		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00672 Protein	0.082	No mitochondrial presequence	33(MPP)	0.212	89-93	1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00673 Protein	0.041	No mitochondrial presequence	37(MPP), 45(Oct1)	0.108		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00674 Protein	0.017	No mitochondrial presequence	46(MPP)	0.065	2-6	2-11-high	-	-	-	3-8	-	-	-	-	-	-	-	-	-	-	
CNAG_00675 Protein	0.000	No mitochondrial presequence	12(MPP), 13(Icp55)	-0.167		1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00676 Protein	0.015	No mitochondrial presequence	39(MPP)	-0.103	36-40,54-58,64-68	21-30-low	9-14	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00677 Protein	0.000	No mitochondrial presequence	34(MPP)	-0.059		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00678 Protein	0.000	No mitochondrial presequence	20(MPP)	0.000	88-92	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00679 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.143		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00680 Protein	0.000	No mitochondrial presequence	7(MPP)	0.286	96-100	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00681 Protein	0.000	No mitochondrial presequence	6(MPP)	0.167	81-85,94-98	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00682 Protein	0.033	No mitochondrial presequence	19(MPP)	0.158		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00683 Protein	0.000	No mitochondrial presequence	78(MPP)	0.026		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00684 Protein	0.000	No mitochondrial presequence	25(MPP)	0.000	1-5,22-26,53-57	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00685 Protein	0.000	No mitochondrial presequence	71(MPP)	0.014	61-65	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00686 Protein	0.000	No mitochondrial presequence	49(MPP)	-0.184		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00687 Protein	0.000	No mitochondrial presequence	59(MPP)	0.102		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00688 Protein	0.451	Possessing mitochondrial presequence	30(MPP)	0.100	3-7	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00689 Protein	0.000	No mitochondrial presequence	41(MPP)	-0.024		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00690 Protein	0.028	No mitochondrial presequence	12(MPP)	0.167		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00691 Protein	0.044	No mitochondrial presequence	15(MPP)	0.133	19-23	14-23-high	-	-	-	-	-	-	-	-	17-22	-	-	-	-	-	
CNAG_00692 Protein	0.019	No mitochondrial presequence	11(MPP)	0.273	22-26	15-26-high	-	-	-	-	-	-	8-13	-	-	-	-	-	-	-	
CNAG_00693 Protein	0.000	No mitochondrial presequence	52(MPP)	-0.096		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00694 Protein	0.005	No mitochondrial presequence	70(MPP)	0.043	78-82	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00695 Protein	0.000	No mitochondrial presequence	15(MPP)	-0.200	29-33,33-37	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00696 Protein	0.000	No mitochondrial presequence	55(MPP)	0.073		13-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00697 Protein	0.037	No mitochondrial presequence	7(MPP)	0.286	4-8,46-50,93-97	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00698 Protein	0.000	No mitochondrial presequence	78(MPP)	-0.026	11-15	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00699 Protein	0.000	No mitochondrial presequence	61(MPP)	-0.049	52-56	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00700 Protein	0.000	No mitochondrial presequence	32(MPP)	0.031		20-29-high	-	-	-	-	-	21-26	-	-	-	-	-	-	-	-	
CNAG_00701 Protein	0.000	No mitochondrial presequence	7(MPP)	0.143	18-22,43-47,94-98	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00702 Protein	0.115	No mitochondrial presequence	52(MPP)	0.096		17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00703 Protein	0.016	No mitochondrial presequence	14(MPP)	0.286	41-45,48-52	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00704 Protein	0.000	No mitochondrial presequence	41(MPP)	0.171		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00705 Protein	0.000	No mitochondrial presequence	53(MPP)	0.057	51-55,58-62,68-72	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00706 Protein	0.000	No mitochondrial presequence	76(MPP)	0.039	28-32,32-36,35-39	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00707 Protein	0.703	Possessing mitochondrial presequence	16(MPP)	0.188	5-9	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00708 Protein	0.000	No mitochondrial presequence	48(MPP), 49(Icp55)	0.000		2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00709 Protein	0.064	No mitochondrial presequence	7(MPP)	0.286		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00710 Protein	0.000	No mitochondrial presequence	39(MPP)	-0.051		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00711 Protein	0.000	No mitochondrial presequence	44(MPP)	-0.045		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00712 Protein	0.000	No mitochondrial presequence	34(MPP)	0.147		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00713 Protein	0.000	No mitochondrial presequence	37(MPP)	0.000	70-74	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00714 Protein	0.000	No mitochondrial presequence	25(MPP)	-0.040	4-8	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00715 Protein	0.016	No mitochondrial presequence	48(MPP)	0.062		9-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00716 Protein	0.004	No mitochondrial presequence	47(MPP)	0.064		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00717 Protein	0.000	No mitochondrial presequence	49(MPP)	0.061		19-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00718 Protein	0.005	No mitochondrial presequence	32(MPP), 33(Icp55)	0.031	29-33	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00719 Protein	0.024	No mitochondrial presequence	28(MPP)	0.179	71-75	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00720 Protein	0.000	No mitochondrial presequence	4(MPP)	0.000	77-81,84-88	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00721 Protein	0.012	No mitochondrial presequence	36(MPP)	0.139		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00722 Protein	0.138	No mitochondrial presequence	34(MPP)	0.088	35-39	8-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00723 Protein	0.005	No mitochondrial presequence	33(MPP)	0.152	8-12	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00726 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.190		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00727 Protein	0.800	Possessing mitochondrial presequence	40(MPP)	0.175		12-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00728 Protein	0.000	No mitochondrial presequence	65(MPP)	-0.092		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00730 Protein	0.000	No mitochondrial presequence	48(MPP)	-0.042		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00732 Protein	0.000	No mitochondrial presequence	69(MPP)	0.072		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00733 Protein	0.009	No mitochondrial presequence	32(MPP)	0.031	75-79	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00734 Protein	0.000	No mitochondrial presequence	37(MPP)	0.027	85-89	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00735 Protein	0.429	Possessing mitochondrial presequence	20(MPP), 21(Icp55)	0.150	34-38	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00736 Protein	0.000	No mitochondrial presequence	59(MPP)	-0.136	11-15	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00737 Protein	0.033	No mitochondrial presequence	18(MPP)	0.056	56-60	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00738 Protein	0.000	No mitochondrial presequence	12(MPP)	0.083	20-24	18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00739 Protein	0.007	No mitochondrial presequence	13(MPP)	0.000	14-18,31-35	14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00740 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.031		2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00741 Protein	0.000	No mitochondrial presequence	61(MPP)	-0.131	58-62	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00742 Protein	0.000	No mitochondrial presequence	45(MPP)	0.022	42-46	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00743 Protein	0.000	No mitochondrial presequence	37(MPP), 38(Icp55)	0.054	61-65,88-92	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00744 Protein	0.003	No mitochondrial presequence	59(MPP)	0.051		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00745 Protein	0.000	No mitochondrial presequence	23(MPP)	-0.043		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00746 Protein	0.004	No mitochondrial presequence	65(MPP)	-0.062		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00747 Protein	0.983	Possessing mitochondrial presequence	24(MPP), 25(Icp55)	0.292		9-18-high	-	6-11	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00748 Protein	0.000	No mitochondrial presequence	34(MPP)	0.029	86-90	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00749 Protein	0.000	No mitochondrial presequence	16(MPP)	-0.062		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00750 Protein	0.000	No mitochondrial presequence	12(MPP)	0.000	73-77	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00751 Protein	0.000	No mitochondrial presequence	53(MPP), 54(Icp55)	-0.094	7-11	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00752 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.344		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00753 Protein	0.000	No mitochondrial presequence	25(MPP)	-0.040		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00754 Protein	0.003	No mitochondrial presequence	87(MPP)	0.069	5-9,34-38	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00755 Protein	0.028	No mitochondrial presequence	50(MPP)	0.020	7-11	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00756 Protein	0.063	No mitochondrial presequence	38(MPP)	0.053	68-72	10-19-low	-	-	-	-	-	-	-	-	-	22-27	-	-	-	-	
CNAG_00757 Protein	0.000	No mitochondrial presequence	40(MPP)	0.000	37-41,63-67	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00758 Protein	0.000	No mitochondrial presequence	53(MPP), 54(Icp55)	0.038		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00759 Protein	0.015	No mitochondrial presequence	8(MPP)	0.125	14-18	2-11-low	-	-	-	-	-	-	-	-	-	-	-	13-18	-	-	
CNAG_00760 Protein	0.006	No mitochondrial presequence	38(MPP), 39(Icp55)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00761 Protein	0.006	No mitochondrial presequence	23(MPP)	0.217	34-38,64-68	19-28-low	-	-	-	-	-	-	-	-	-	-	16-21	-	-	-	
CNAG_00762 Protein	0.000	No mitochondrial presequence	32(MPP)	0.062	45-49	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00764 Protein	0.000	No mitochondrial presequence	29(MPP)	0.207		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00765 Protein	0.006	No mitochondrial presequence	40(MPP), 41(Icp55)	0.075	31-35	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00766 Protein	0.000	No mitochondrial presequence	19(MPP)	0.000	55-59	6-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00768 Protein	0.313	No mitochondrial presequence	18(MPP)	0.111	3-7,19-23,87-91	4-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00769 Protein	0.000	No mitochondrial presequence	58(MPP)	-0.103		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00770 Protein	0.000	No mitochondrial presequence	29(MPP)	-0.069	26-30,40-44,70-74	20-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00771 Protein	0.000	No mitochondrial presequence	61(MPP), 62(Icp55)	0.115	37-41,58-62	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00772 Protein	0.008	No mitochondrial presequence	75(MPP)	0.040		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00773 Protein	0.000	No mitochondrial presequence	60(MPP)	0.067		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00774 Protein	0.006	No mitochondrial presequence	66(MPP)	0.061		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00775 Protein	0.395	Possessing mitochondrial presequence	25(MPP)	0.080		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00776 Protein	0.021	No mitochondrial presequence	52(MPP), 53(Icp55)	0.019	2-6,49-53	13-24-low	-	-	-	-	-	-	-	-	-	-	-	1-6	-	-	
CNAG_00777 Protein	0.134	No mitochondrial presequence	6(MPP)	0.500		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00778 Protein	0.015	No mitochondrial presequence	17(MPP)	0.118	56-60,72-76	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00779 Protein	0.051	No mitochondrial presequence	18(MPP)	0.222	1-5,38-42,71-75,77-81	15-24-high	-	-	2-7	-	1-6	-	-	-	-	-	-	-	-	-	
CNAG_00780 Protein	0.041	No mitochondrial presequence	69(MPP)	0.014	11-15	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00781 Protein	0.000	No mitochondrial presequence	30(MPP)	0.000	15-19,37-41	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00782 Protein	0.000	No mitochondrial presequence	12(MPP)	0.083		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00783 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.031		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00784 Protein	0.000	No mitochondrial presequence	32(MPP)	-0.188	30-34,38-42,41-45,54-58	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00785 Protein	0.000	No mitochondrial presequence	42(MPP)	-0.119		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00786 Protein	0.006	No mitochondrial presequence	60(MPP)	-0.017	91-95	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00787 Protein	0.000	No mitochondrial presequence	89(MPP)	0.011	86-90	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00788 Protein	0.997	Possessing mitochondrial presequence	43(MPP)	0.163	26-30	21-30-high	-	-	-	-	-	-	2-7,13-18	-	-	1-6,12-17	-	-	-	-	
CNAG_00789 Protein	0.145	No mitochondrial presequence	25(MPP)	0.040	17-21,41-45	12-21-low	-	-	-	-	-	-	-	-	-	-	-	16-21	-	-	
CNAG_00790 Protein	0.000	No mitochondrial presequence	31(MPP)	-0.065	7-11	1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00791 Protein	0.000	No mitochondrial presequence	49(MPP)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00792 Protein	0.000	No mitochondrial presequence	19(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00793 Protein	0.240	No mitochondrial presequence	18(MPP)	0.111	9-13	15-24-high	-	-	-	-	9-14	-	-	-	-	-	-	-	-	-	
CNAG_00794 Protein	0.000	No mitochondrial presequence	40(MPP)	0.025	89-93	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00795 Protein	0.003	No mitochondrial presequence	47(MPP)	0.043		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00796 Protein	0.000	No mitochondrial presequence	21(MPP)	0.048		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00797 Protein	0.000	No mitochondrial presequence	33(MPP)	-0.091		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00798 Protein	0.000	No mitochondrial presequence	55(MPP)	-0.055		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_00799 Protein	0.000	No mitochondrial presequence	85(MPP)	-0.082		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
