Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNAG_01408 Ntermext	0.000	No mitochondrial presequence	13(MPP)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01411 Ntermext	0.945	Possessing mitochondrial presequence	28(MPP)	0.143	68-72	5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01412 Ntermext	0.044	No mitochondrial presequence	31(MPP)	0.032	5-9,54-58,72-76	1-10-high	-	-	-	-	-	-	-	-	-	-	-	4-9	5-10	-	
CNAG_01413 Ntermext	0.000	No mitochondrial presequence	60(MPP)	0.017		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01414 Ntermext	0.006	No mitochondrial presequence	36(MPP)	0.083	52-56	9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01415 Ntermext	0.000	No mitochondrial presequence	34(MPP)	-0.088	88-92	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01416 Ntermext	0.000	No mitochondrial presequence	22(MPP)	-0.091	31-35	4-13-high	-	4-9	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01417 Ntermext	0.000	No mitochondrial presequence	14(MPP)	-0.071	83-87	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01418 Ntermext	0.000	No mitochondrial presequence	15(MPP)	0.067	45-49,49-53,88-92	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01419 Ntermext	0.037	No mitochondrial presequence	15(MPP)	0.133		1-12-low	-	-	-	-	-	-	-	-	-	25-30	-	-	-	-	
CNAG_01420 Ntermext	0.005	No mitochondrial presequence	43(MPP)	0.070	2-6	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01421 Ntermext	0.005	No mitochondrial presequence	37(MPP)	0.108	9-13	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01422 Ntermext	0.133	No mitochondrial presequence	36(MPP)	0.000	61-65	9-20-high	-	-	-	-	-	-	12-17	-	-	-	-	-	-	11-16	
CNAG_01423 Ntermext	0.000	No mitochondrial presequence	23(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01424 Ntermext	0.000	No mitochondrial presequence	14(MPP)	-0.071		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01425 Ntermext	0.000	No mitochondrial presequence	50(MPP)	-0.060		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01426 Ntermext	0.068	No mitochondrial presequence	14(MPP)	0.143		5-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01428 Ntermext	0.000	No mitochondrial presequence	30(MPP)	-0.067		10-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01429 Ntermext	0.009	No mitochondrial presequence	28(MPP)	0.071	47-51,52-56,76-80,79-83	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01430 Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.286		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01431 Ntermext	0.000	No mitochondrial presequence	33(MPP)	-0.030		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01432 Ntermext	0.012	No mitochondrial presequence	26(MPP)	0.192	92-96	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01435 Ntermext	0.219	No mitochondrial presequence	21(MPP)	0.143		18-27-high	-	-	-	-	-	-	-	-	-	-	3-8	-	-	-	
CNAG_01436 Ntermext	0.004	No mitochondrial presequence	34(MPP)	0.059	31-35	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01437 Ntermext	0.830	Possessing mitochondrial presequence	12(MPP), 13(Icp55)	0.250	56-60	4-13-high	12-17	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01438 Ntermext	0.000	No mitochondrial presequence	56(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01439 Ntermext	0.138	No mitochondrial presequence	21(MPP), 22(Icp55)	0.143	68-72	20-30-high	-	-	-	-	-	-	25-30	-	-	24-29	-	-	-	-	
CNAG_01440 Ntermext	0.000	No mitochondrial presequence	16(MPP)	0.062	32-36	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01441 Ntermext	0.921	Possessing mitochondrial presequence	17(MPP), 18(Icp55)	0.235	6-10,22-26,84-88	3-12-high	-	-	-	-	6-11	-	-	-	-	-	-	-	-	-	
CNAG_01442 Ntermext	0.993	Possessing mitochondrial presequence	32(MPP)	0.219		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01443 Ntermext	0.538	Possessing mitochondrial presequence	33(MPP), 41(Oct1)	0.152	66-70	21-30-low	-	-	-	-	-	-	-	-	-	-	19-24	-	-	-	
CNAG_01444 Ntermext	0.000	No mitochondrial presequence	35(MPP)	0.000	64-68	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01445 Ntermext	0.963	Possessing mitochondrial presequence	11(MPP)	0.273		4-13-high	-	-	-	-	-	-	-	-	-	-	1-6	-	-	-	
CNAG_01446 Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.000		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01448 Ntermext	0.000	No mitochondrial presequence	32(MPP)	0.062		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01451 Ntermext	0.739	Possessing mitochondrial presequence	34(MPP)	0.118		5-14-high	-	-	-	-	-	9-14	-	-	-	8-13	-	-	-	-	
CNAG_01452 Ntermext	0.018	No mitochondrial presequence	38(MPP)	0.053	25-29	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01454 Ntermext	0.043	No mitochondrial presequence	12(MPP), 13(Icp55)	0.000		13-22-low	11-16	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01455 Ntermext	0.021	No mitochondrial presequence	15(MPP)	0.067	15-19	8-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01456 Ntermext	0.009	No mitochondrial presequence	44(MPP)	0.045		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01461 Ntermext	0.000	No mitochondrial presequence	23(MPP)	-0.043	85-89	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01463 Ntermext	0.000	No mitochondrial presequence	92(MPP), 100(Oct1)	-0.033		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01464 Ntermext	0.004	No mitochondrial presequence	44(MPP)	0.091	19-23	15-24-low	21-26	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01465 Ntermext	0.020	No mitochondrial presequence	48(MPP)	0.125	30-34	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01466 Ntermext	0.041	No mitochondrial presequence	40(MPP)	0.050	11-15	3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01467 Ntermext	0.350	No mitochondrial presequence	7(MPP)	0.286	55-59	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01468 Ntermext	0.013	No mitochondrial presequence	45(MPP)	0.089	12-16,67-71	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01469 Ntermext	0.006	No mitochondrial presequence	43(MPP)	0.047	12-16	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01470 Ntermext	0.007	No mitochondrial presequence	15(MPP), 23(Oct1)	0.067		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01471 Ntermext	0.009	No mitochondrial presequence	62(MPP), 63(Icp55)	0.097		3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01472 Ntermext	0.173	No mitochondrial presequence	37(MPP)	0.108	25-29,34-38	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01473 Ntermext	0.023	No mitochondrial presequence	53(MPP)	-0.038		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01474 Ntermext	0.151	No mitochondrial presequence	18(MPP)	0.167		2-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01475 Ntermext	0.010	No mitochondrial presequence	22(MPP)	-0.045	57-61	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01476 Ntermext	0.003	No mitochondrial presequence	17(MPP)	0.059	43-47	6-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01477 Ntermext	0.008	No mitochondrial presequence	65(MPP)	0.092		3-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01478 Ntermext	0.012	No mitochondrial presequence	40(MPP)	0.075	49-53	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01479 Ntermext	0.021	No mitochondrial presequence	91(MPP)	-0.033	18-22	20-29-high	20-25	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01480 Ntermext	0.000	No mitochondrial presequence	68(MPP)	0.059	81-85	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01481 Ntermext	0.006	No mitochondrial presequence	20(MPP)	0.150	63-67	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01482 Ntermext	0.000	No mitochondrial presequence	8(MPP)	-0.250		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01483 Ntermext	0.000	No mitochondrial presequence	11(MPP)	0.182		17-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01485 Ntermext	0.363	No mitochondrial presequence	59(MPP)	0.203		13-22-high	-	-	-	-	-	-	-	-	17-22	-	16-21	-	-	-	
CNAG_01486 Ntermext	0.007	No mitochondrial presequence	46(MPP), 47(Icp55)	0.065	17-21	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01487 Ntermext	0.000	No mitochondrial presequence	45(MPP), 46(Icp55)	-0.111		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01489 Ntermext	0.003	No mitochondrial presequence	94(MPP)	0.000	7-11,71-75,83-87	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01490 Ntermext	0.003	No mitochondrial presequence	66(MPP)	0.015	29-33	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	1-6	
CNAG_01491 Ntermext	0.000	No mitochondrial presequence	60(MPP), 61(Icp55)	-0.017	92-96	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01492 Ntermext	0.003	No mitochondrial presequence	74(MPP)	0.000		20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01493 Ntermext	0.558	Possessing mitochondrial presequence	53(MPP), 54(Icp55)	0.208	28-32	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01494 Ntermext	0.000	No mitochondrial presequence	45(MPP)	0.022	37-41,42-46	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01495 Ntermext	0.690	Possessing mitochondrial presequence	16(MPP)	0.125		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01496 Ntermext	0.000	No mitochondrial presequence	8(MPP)	-0.250	87-91	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01497 Ntermext	0.012	No mitochondrial presequence	10(MPP)	0.200		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01498 Ntermext	0.000	No mitochondrial presequence	12(MPP)	0.083		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01499 Ntermext	0.004	No mitochondrial presequence	34(MPP)	0.029		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01500 Ntermext	0.000	No mitochondrial presequence	35(MPP), 36(Icp55)	-0.029	76-80	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01501 Ntermext	0.108	No mitochondrial presequence	42(MPP), 50(Oct1)	0.167	6-10,40-44	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01502 Ntermext	0.799	Possessing mitochondrial presequence	34(MPP)	0.088		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01504 Ntermext	0.000	No mitochondrial presequence	60(MPP)	-0.033	52-56	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01506 Ntermext	0.238	No mitochondrial presequence	18(MPP), 19(Icp55)	0.111		11-20-high	-	-	-	-	-	-	15-20	-	-	-	-	-	-	14-19	
CNAG_01507 Ntermext	0.022	No mitochondrial presequence	23(MPP)	-0.043	2-6	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01508 Ntermext	0.053	No mitochondrial presequence	14(MPP)	0.143		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01509 Ntermext	0.000	No mitochondrial presequence	92(MPP)	-0.087		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01510 Ntermext	0.129	No mitochondrial presequence	39(MPP)	0.103	75-79	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01511 Ntermext	0.000	No mitochondrial presequence	45(MPP), 46(Icp55)	-0.111		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01512 Ntermext	0.021	No mitochondrial presequence	49(MPP)	0.041	56-60	5-14-low	-	-	-	-	-	-	14-19	-	-	13-18	-	-	-	-	
CNAG_01513 Ntermext	0.243	No mitochondrial presequence	55(MPP)	0.018	1-5	11-20-low	-	-	2-7	-	1-6	-	-	-	-	-	-	-	-	-	
CNAG_01518 Ntermext	0.024	No mitochondrial presequence	33(MPP)	0.121	7-11,11-15	3-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01519 Ntermext	0.012	No mitochondrial presequence	39(MPP)	0.077	15-19	7-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01520 Ntermext	0.207	No mitochondrial presequence	10(MPP)	0.200	24-28	21-30-high	-	-	-	-	24-29	-	-	-	-	-	4-9	-	-	-	
CNAG_01521 Ntermext	0.000	No mitochondrial presequence	14(MPP)	0.000		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01522 Ntermext	0.021	No mitochondrial presequence	57(MPP)	0.088		2-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01523 Ntermext	0.000	No mitochondrial presequence	64(MPP)	0.062	48-52	9-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01524 Ntermext	0.351	No mitochondrial presequence	44(MPP)	0.114		15-24-high	-	-	-	-	-	-	11-16	-	-	10-15	-	-	-	-	
CNAG_01525 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.118	81-85,91-95	15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01526 Ntermext	0.009	No mitochondrial presequence	15(MPP)	0.067		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01527 Ntermext	0.017	No mitochondrial presequence	28(MPP)	0.071	34-38	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01528 Ntermext	0.019	No mitochondrial presequence	33(MPP)	0.091	31-35	17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01529 Ntermext	0.000	No mitochondrial presequence	36(MPP)	0.028		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01530 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.000		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01531 Ntermext	0.000	No mitochondrial presequence	74(MPP)	0.041		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01532 Ntermext	0.013	No mitochondrial presequence	13(MPP)	0.154		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01533 Ntermext	0.000	No mitochondrial presequence	42(MPP), 43(Icp55)	0.000		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01534 Ntermext	0.952	Possessing mitochondrial presequence	26(MPP)	0.192	11-15	11-21-high	-	-	-	-	-	-	-	-	-	14-19	-	-	-	-	
CNAG_01535 Ntermext	0.000	No mitochondrial presequence	12(MPP)	-0.167		16-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01536 Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.286		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01537 Ntermext	0.000	No mitochondrial presequence	51(MPP)	-0.039		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01538 Ntermext	0.141	No mitochondrial presequence	33(MPP)	0.121		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01539 Ntermext	0.000	No mitochondrial presequence	71(MPP)	0.000		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01540 Ntermext	0.000	No mitochondrial presequence	49(MPP)	0.041		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01541 Ntermext	0.011	No mitochondrial presequence	67(MPP)	0.030		7-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01542 Ntermext	0.035	No mitochondrial presequence	53(MPP)	0.170		7-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01543 Ntermext	0.000	No mitochondrial presequence	30(MPP)	0.033	85-89	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01544 Ntermext	0.657	Possessing mitochondrial presequence	23(MPP)	0.087	24-28,30-34	20-29-high	-	-	-	-	-	20-25	-	-	-	-	-	-	-	-	
CNAG_01545 Ntermext	0.000	No mitochondrial presequence	62(MPP), 63(Icp55)	-0.032	41-45	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01546 Ntermext	0.014	No mitochondrial presequence	61(MPP), 62(Icp55)	0.082	58-62	7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01547 Ntermext	0.011	No mitochondrial presequence	40(MPP)	0.075	72-76	2-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01548 Ntermext	0.004	No mitochondrial presequence	72(MPP)	-0.042		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01549 Ntermext	0.036	No mitochondrial presequence	39(MPP)	-0.026	7-11	4-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01550 Ntermext	0.000	No mitochondrial presequence	61(MPP)	0.148	58-62	14-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01551 Ntermext	0.024	No mitochondrial presequence	7(MPP)	0.143	28-32	4-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01552 Ntermext	0.008	No mitochondrial presequence	30(MPP)	0.033		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01553 Ntermext	0.000	No mitochondrial presequence	74(MPP)	-0.014		3-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01554 Ntermext	0.000	No mitochondrial presequence	7(MPP)	0.143		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01555 Ntermext	0.286	No mitochondrial presequence	10(MPP)	0.200		13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01556 Ntermext	0.042	No mitochondrial presequence	27(MPP)	0.037		14-23-low	-	-	-	-	-	-	-	24-29	-	23-28	-	-	-	-	
CNAG_01557 Ntermext	0.000	No mitochondrial presequence	41(MPP)	-0.073	91-95	15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01558 Ntermext	0.013	No mitochondrial presequence	52(MPP)	0.058		12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01559 Ntermext	0.000	No mitochondrial presequence	59(MPP)	0.017	19-23	14-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01560 Ntermext	0.000	No mitochondrial presequence	73(MPP)	0.041	67-71,70-74	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	25-30	
CNAG_01561 Ntermext	0.006	No mitochondrial presequence	7(MPP)	0.429		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01562 Ntermext	0.000	No mitochondrial presequence	46(MPP), 47(Icp55)	0.000	2-6	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01563 Ntermext	0.000	No mitochondrial presequence	84(MPP)	0.000	7-11,81-85,96-100	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01564 Ntermext	0.057	No mitochondrial presequence	6(MPP), 7(Icp55)	0.333	7-11,12-16	4-13-high	-	-	-	-	-	-	-	-	10-15	-	-	-	-	-	
CNAG_01565 Ntermext	0.026	No mitochondrial presequence	70(MPP)	0.043		17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01566 Ntermext	0.099	No mitochondrial presequence	23(MPP)	0.130	77-81	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01567 Ntermext	0.115	No mitochondrial presequence	13(MPP), 14(Icp55)	0.154	82-86	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01568 Ntermext	0.016	No mitochondrial presequence	21(MPP)	0.095	50-54,80-84	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01569 Ntermext	0.846	Possessing mitochondrial presequence	61(MPP), 62(Icp55)	0.148	6-10	21-30-high	-	-	-	-	-	-	-	23-28	-	22-27	-	-	-	-	
CNAG_01570 Ntermext	0.108	No mitochondrial presequence	15(MPP)	0.067	63-67	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01571 Ntermext	0.068	No mitochondrial presequence	28(MPP)	0.143	4-8	2-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01572 Ntermext	0.000	No mitochondrial presequence	18(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01573 Ntermext	0.000	No mitochondrial presequence	39(MPP)	0.128		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01574 Ntermext	0.011	No mitochondrial presequence	24(MPP), 25(Icp55)	-0.042	37-41	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01575 Ntermext	0.012	No mitochondrial presequence	70(MPP)	0.057		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01576 Ntermext	0.010	No mitochondrial presequence	61(MPP)	0.115	40-44	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01577 Ntermext	0.000	No mitochondrial presequence	43(MPP)	-0.023	41-45	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01578 Ntermext	0.046	No mitochondrial presequence	29(MPP)	0.069	30-34,53-57	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01579 Ntermext	0.000	No mitochondrial presequence	30(MPP)	0.100		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01580 Ntermext	0.008	No mitochondrial presequence	58(MPP)	0.103		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01581 Ntermext	0.000	No mitochondrial presequence	17(MPP)	0.000	30-34	5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01582 Ntermext	0.000	No mitochondrial presequence	37(MPP)	-0.081	66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01583 Ntermext	0.018	No mitochondrial presequence	20(MPP)	0.100		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01584 Ntermext	0.000	No mitochondrial presequence	55(MPP)	-0.073	87-91	15-24-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-	
CNAG_01585 Ntermext	0.000	No mitochondrial presequence	61(MPP)	0.016		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01586 Ntermext	0.793	Possessing mitochondrial presequence	69(MPP), 70(Icp55)	0.159	40-44,58-62	20-29-high	-	-	-	-	-	-	22-27	-	-	-	-	-	-	21-26	
CNAG_01587 Ntermext	0.000	No mitochondrial presequence	22(MPP)	-0.182		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01588 Ntermext	0.000	No mitochondrial presequence	27(MPP)	0.000	8-12,47-51	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01590 Ntermext	0.718	Possessing mitochondrial presequence	49(MPP)	0.143	7-11	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01591 Ntermext	0.004	No mitochondrial presequence	30(MPP)	0.067		6-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01592 Ntermext	0.078	No mitochondrial presequence	12(MPP)	0.167		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01593 Ntermext	0.081	No mitochondrial presequence	25(MPP)	0.040		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01594 Ntermext	0.998	Possessing mitochondrial presequence	25(MPP), 26(Icp55)	0.200	6-10	4-13-high	-	-	-	-	-	-	-	22-27	-	21-26	-	-	-	-	
CNAG_01595 Ntermext	0.006	No mitochondrial presequence	70(MPP), 71(Icp55)	0.014	71-75	16-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01596 Ntermext	0.107	No mitochondrial presequence	40(MPP), 48(Oct1)	0.150		17-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01597 Ntermext	0.010	No mitochondrial presequence	50(MPP), 51(Icp55)	0.140	43-47	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01598 Ntermext	0.005	No mitochondrial presequence	65(MPP)	-0.031		9-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01599 Ntermext	0.185	No mitochondrial presequence	41(MPP), 49(Oct1)	0.146	39-43	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01600 Ntermext	0.000	No mitochondrial presequence	26(MPP)	0.077	13-17	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01601 Ntermext	0.041	No mitochondrial presequence	38(MPP)	0.053		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
CNAG_01602 Ntermext	0.007	No mitochondrial presequence	48(MPP)	0.062	68-72	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
