# JEC21_mitofates_26June2018
# JEC21 mitofates predictions from http://mitf.cbrc.jp/MitoFates/
# applied to first 120aa of protein sequences, which gives DIFFERENT predictions from full-length protein
# Edward Wallace, 26th June 2018
# 
# Sequence ID	Probability of presequence	Prediction	Cleavage site (processing enzyme)	Net charge	Positions for TOM20 recognition motif (deliminated by comma)	Position of amphypathic alpha-helix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
Gene	Prob_preseq	Pred_preseq	CSite_enzyme	Net_charge	Pos_TOM20	Pos_afhelix	BHHPPP	BPHBHH	HBHHBb	HBHHbB	HHBHHB	HHBPHB	HHBPHH	HHBPHP	HHHBBH	HHHBPH	HHHHBB	HHPBHH	HPBHHP	PHHBPH
CNB04740	0.003	No	36(MPP)	-0.167	33-37,60-64	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04750	0.000	No	19(MPP)	-0.105		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04760	0.000	No	72(MPP)	-0.153	40-44	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04765	0.000	No	29(MPP)	0.034		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04770	0.000	No	15(MPP)	0.067		19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04780	0.000	No	28(MPP)	-0.036		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04790	0.000	No	77(MPP)	-0.013	70-74,85-89	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04800	0.000	No	30(MPP)	-0.100	82-86,86-90	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04810	0.000	No	64(MPP), 65(Icp55)	0.078	87-91	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04815	0.000	No	37(MPP)	0.027	25-29,39-43	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04820	0.000	No	10(MPP), 11(Icp55)	0.300	29-33,51-55	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04830	0.000	No	9(MPP)	0.111		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04840	0.552	Yes	38(MPP), 39(Icp55)	0.132	65-69	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04850	0.007	No	41(MPP)	0.049	6-10,25-29,63-67	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04860	0.151	No	13(MPP)	0.231	6-10,89-93	6-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04870	0.000	No	57(MPP), 58(Icp55)	-0.035		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04880	0.000	No	9(MPP)	0.333		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04890	0.000	No	63(MPP)	0.016	69-73	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04895	0.000	No	64(MPP), 72(Oct1)	-0.062	88-92	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04900	0.103	No	32(MPP)	0.188		3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04905	0.030	No	5(MPP)	0.400		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04910	0.980	Yes	20(MPP)	0.200		17-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04920	0.000	No	45(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04930	0.686	Yes	18(MPP)	0.333	42-46,56-60	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04940	0.000	No	53(MPP)	0.094		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04950	0.014	No	37(MPP)	0.162	64-68	6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04960	0.000	No	94(MPP), 95(Icp55)	-0.011	68-72,81-85	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04980	0.000	No	24(MPP)	0.083	81-85	3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB04990	0.159	No	31(MPP)	0.097	95-99	9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05000	0.019	No	20(MPP)	0.050	1-5	12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05010	0.000	No	32(MPP)	0.062		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05030	0.034	No	28(MPP)	0.250		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05040	0.000	No	35(MPP), 43(Oct1)	0.086		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05050	0.007	No	28(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05060	0.000	No	51(MPP)	-0.078	88-92	13-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05080	0.000	No	66(MPP)	-0.076	84-88	2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05090	0.000	No	36(MPP)	-0.028	33-37,37-41	1-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05100	0.000	No	13(MPP)	0.154		2-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05110	0.000	No	74(MPP), 75(Icp55)	-0.054	39-43,89-93	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05120	0.026	No	30(MPP)	0.067	27-31	2-13-low	-	-	-	-	-	-	-	1-6	-	-	-	-	-	-
CNB05130	0.109	No	17(MPP), 18(Icp55)	0.176	81-85	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05140	0.964	Yes	25(MPP), 26(Icp55)	0.240	2-6	13-22-low	-	-	-	-	-	-	22-27	-	-	21-26	-	-	-	-
CNB05150	0.000	No	40(MPP)	0.075		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05160	0.166	No	21(MPP), 22(Icp55)	0.190	13-17,49-53	12-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05180	0.000	No	78(MPP)	-0.013		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05190	0.187	No	19(MPP)	0.421	20-24	1-10-high	-	-	-	-	-	1-6	-	-	-	-	-	-	-	-
CNB05200	0.005	No	20(MPP)	0.050		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05220	0.962	Yes	45(MPP)	0.178		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05230	0.000	No	49(MPP)	0.061		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05240	0.000	No	28(MPP), 29(Icp55)	0.107		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05250	0.000	No	15(MPP)	0.133		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05260	0.000	No	57(MPP)	0.018	36-40	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05270	0.003	No	37(MPP)	0.000	53-57	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05280	0.987	Yes	23(MPP)	0.174	89-93	11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05290	0.475	Yes	36(MPP)	0.083	47-51,66-70	21-30-low	8-13	-	-	-	-	-	-	16-21	-	15-20	-	-	-	-
CNB05310	0.004	No	23(MPP)	0.174		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05320	0.000	No	89(MPP)	-0.067	29-33	6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05330	0.000	No	30(MPP)	0.000		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05340	0.021	No	31(MPP)	0.000	15-19,68-72	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05350	0.004	No	6(MPP)	0.500		5-14-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05360	0.000	No	27(MPP)	-0.148	24-28,91-95	18-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05370	0.000	No	23(MPP)	0.348	66-70	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05380	0.000	No	63(MPP)	0.016	48-52,87-91	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05390	0.089	No	28(MPP)	0.000	22-26	20-29-high	-	-	23-28	-	22-27	-	-	-	-	-	-	-	-	-
CNB05400	0.830	Yes	72(MPP), 80(Oct1)	0.111	2-6	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05410	0.005	No	28(MPP), 29(Icp55)	0.000		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05430	0.000	No	16(MPP)	0.250	77-81	19-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05440	0.000	No	25(MPP)	-0.080		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05450	0.000	No	41(MPP)	0.171	4-8,83-87	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05460	0.000	No	24(MPP)	-0.042		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05480	0.030	No	24(MPP)	0.167		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05490	0.000	No	40(MPP)	0.025	37-41	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05500	0.942	Yes	27(MPP)	0.148		13-22-high	-	4-9	-	-	-	2-7	-	17-22	-	1-6	-	-	-	-
CNB05505	0.003	No	83(MPP)	-0.072	46-50,89-93	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05510	0.044	No	29(MPP)	0.034	92-96	8-17-high	-	-	-	-	-	-	-	9-14	-	8-13	-	-	-	-
CNB05520	0.000	No	45(MPP)	-0.067		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05530	0.838	Yes	29(MPP)	0.241		18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05540	0.000	No	40(MPP)	0.000		2-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05550	0.000	No	40(MPP)	-0.100	13-17,24-28,52-56,90-94	12-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05560	0.696	Yes	43(MPP)	0.093	6-10,20-24	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05570	0.007	No	62(MPP)	-0.016	62-66	3-12-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05580	0.000	No	83(MPP)	-0.072	45-49	12-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05583	0.023	No	8(MPP)	0.250		14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05585	0.003	No	48(MPP)	0.042	9-13,28-32	13-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05600	0.000	No	53(MPP), 54(Icp55)	0.000	25-29	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05610	0.000	No	62(MPP)	-0.016	30-34,50-54,78-82	8-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05620	0.009	No	46(MPP)	0.087	8-12	11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05630	0.922	Yes	26(MPP), 34(Oct1)	0.192		21-30-high	-	-	-	-	-	23-28	-	-	-	-	-	-	-	-
CNB05640	0.389	Yes	11(MPP), 19(Oct1)	0.273	1-5,30-34	1-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05650	0.026	No	21(MPP)	0.238		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05660	0.045	No	76(MPP)	0.013		21-30-low	-	-	-	5-10	-	-	-	-	-	-	-	-	-	-
CNB05670	0.003	No	26(MPP)	0.038	52-56,94-98	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05673	0.004	No	33(MPP)	0.030	7-11,42-46,62-66	3-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05675	0.034	No	35(MPP), 43(Oct1)	0.171		20-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05680	0.034	No	43(MPP), 44(Icp55)	0.000	44-48	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05690	0.000	No	23(MPP)	0.000		14-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05700	0.000	No	33(MPP)	0.000		5-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05710	0.000	No	35(MPP)	-0.143		6-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05720	0.000	No	9(MPP)	0.222		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05730	0.005	No	14(MPP)	0.143	12-16	5-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05740	0.017	No	41(MPP), 49(Oct1)	-0.049	32-36	8-17-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05750	0.008	No	54(MPP)	0.019	94-98	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05760	0.000	No	23(MPP)	0.087	20-24	13-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05770	0.058	No	26(MPP)	0.000		12-25-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05780	0.000	No	84(MPP), 85(Icp55)	-0.071	88-92	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNB05785	0.000	No	45(MPP)	0.156		10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00010	0.018	No	15(MPP)	-0.067	13-17,17-21	13-22-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00020	0.000	No	32(MPP)	-0.031		15-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00030	0.035	No	21(MPP), 22(Icp55)	0.000	25-29,73-77	15-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00040	0.003	No	28(MPP)	-0.036		3-14-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00043	0.000	No	40(MPP), 48(Oct1)	0.025		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00045	0.056	No	32(MPP), 33(Icp55)	0.094		16-25-high	22-27	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00050	0.000	No	52(MPP)	0.019		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00060	0.003	No	26(MPP)	0.000		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00080	0.010	No	35(MPP)	0.171		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00090	0.000	No	33(MPP)	0.121		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00100	0.727	Yes	23(MPP), 31(Oct1)	0.087	89-93	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00110	0.003	No	66(MPP)	-0.030		16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00120	0.005	No	8(MPP)	0.125	5-9,34-38,56-60,90-94	4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00130	0.000	No	6(MPP)	0.000		13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00133	0.000	No	37(MPP)	0.108		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00135	0.000	No	30(MPP)	0.033	54-58	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00140	0.035	No	29(MPP)	0.034	14-18,95-99	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00160	0.000	No	11(MPP)	0.182	62-66,69-73	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00170	0.000	No	35(MPP)	0.086	89-93	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00180	0.000	No	11(MPP)	0.000		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00190	0.029	No	40(MPP)	0.000	9-13,68-72	5-14-high	-	-	10-15	-	9-14	-	-	-	-	-	-	-	-	-
CNC00200	0.000	No	17(MPP)	0.000		6-15-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00210	0.143	No	66(MPP)	0.106		10-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00220	0.003	No	78(MPP)	-0.038	1-5,75-79,95-99	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00230	0.000	No	9(MPP), 10(Icp55)	-0.111	55-59,84-88	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00240	0.022	No	25(MPP)	0.360		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00250	0.000	No	42(MPP)	-0.119		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00260	0.000	No	32(MPP)	0.125	76-80	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00270	0.000	No	37(MPP)	0.081		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00290	0.262	No	8(MPP), 16(Oct1)	0.125	5-9	1-10-high	7-12	-	-	-	-	-	-	-	-	-	-	4-9	5-10	-
CNC00300	0.000	No	33(MPP)	0.000		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00310	0.000	No	76(MPP)	-0.026		14-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00320	0.012	No	18(MPP)	0.167		12-23-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00325	0.000	No	8(MPP)	0.375		9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00330	0.805	Yes	6(MPP)	0.500	16-20,64-68	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00340	0.000	No	70(MPP), 71(Icp55)	-0.029		7-16-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00350	0.013	No	37(MPP)	0.243	7-11,22-26	14-23-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00360	0.000	No	35(MPP)	0.000	96-100	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00370	0.000	No	8(MPP)	0.000	75-79	15-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00380	0.000	No	61(MPP)	-0.049	53-57	17-26-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00390	0.000	No	44(MPP)	-0.023		1-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00400	0.000	No	81(MPP)	-0.037	83-87	10-19-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00410	0.000	No	55(MPP)	-0.073	64-68	9-18-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00420	0.000	No	57(MPP)	-0.140		9-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00430	0.011	No	36(MPP)	0.111		19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00440	0.003	No	46(MPP)	0.065	13-17,36-40,96-100	8-17-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00450	0.015	No	33(MPP)	0.182	20-24,74-78	16-27-high	-	-	-	-	-	-	-	-	-	-	-	19-24	-	-
CNC00460	0.000	No	56(MPP)	-0.107		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00470	0.000	No	19(MPP)	0.000		11-20-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00480	0.000	No	37(MPP)	0.027	7-11	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00490	0.059	No	10(MPP)	0.600	8-12	21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00500	0.004	No	23(MPP)	0.043		18-27-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00510	0.776	Yes	36(MPP)	0.139	55-59,71-75	14-24-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00520	0.000	No	90(MPP)	-0.011	62-66,87-91	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00540	0.391	Yes	20(MPP)	0.300	17-21,86-90	17-26-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00550	0.000	No	41(MPP)	0.073	86-90	17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00560	0.000	No	11(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00565	0.000	No	23(MPP)	0.000		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00570	0.003	No	46(MPP)	0.022		11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00580	0.003	No	28(MPP)	0.071	25-29	21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00590	0.340	No	15(MPP)	0.067	55-59,59-63	11-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00600	0.000	No	84(MPP)	-0.012	81-85	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00620	0.000	No	32(MPP)	0.031		1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00630	0.000	No	31(MPP)	0.032		14-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00640	0.000	No	20(MPP)	-0.150		19-28-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00650	0.000	No	57(MPP)	-0.035		17-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00660	0.000	No	71(MPP)	0.014	68-72	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00670	0.000	No	34(MPP)	0.176	20-24	18-27-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00680	0.112	No	19(MPP)	0.263	23-27	20-29-low	25-30	-	-	-	-	-	-	-	-	-	-	-	23-28	-
CNC00690	0.000	No	26(MPP)	-0.077	23-27	10-21-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00700	0.279	No	56(MPP)	0.268		1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00705	0.047	No	13(MPP)	0.154	1-5,73-77	1-10-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00710	0.000	No	56(MPP)	0.018	18-22,76-80	18-29-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00720	0.000	No	23(MPP)	0.087		9-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00730	0.000	No	23(MPP)	0.000		2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00760	0.000	No	46(MPP), 47(Icp55)	0.000	2-6	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00780	0.009	No	37(MPP)	0.027	34-38,49-53,77-81,81-85	16-25-low	-	-	-	-	-	-	1-6	-	-	-	-	-	-	-
CNC00790	0.000	No	23(MPP)	0.261		1-15-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00800	0.000	No	33(MPP)	0.030		21-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00810	0.000	No	14(MPP)	0.143	63-67,86-90	20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00820	0.000	No	12(MPP)	0.167	49-53	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	8-13
CNC00830	0.019	No	21(MPP)	0.095	50-54,80-84	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00840	0.975	Yes	35(MPP), 36(Icp55)	0.143		1-12-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00843	0.006	No	29(MPP)	0.069	55-59	13-22-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00845	0.050	No	16(MPP)	0.062		11-20-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00850	0.000	No	83(MPP)	-0.108		20-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00870	0.000	No	18(MPP)	0.000		7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00880	0.020	No	27(MPP)	0.148		21-30-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00890	0.000	No	9(MPP)	-0.333	6-10	1-10-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00900	0.000	No	37(MPP)	0.027	59-63	2-11-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00910	0.008	No	42(MPP)	0.143	21-25	19-28-high	-	-	-	22-27	-	-	-	-	-	-	-	-	-	-
CNC00920	0.000	No	33(MPP)	-0.061	31-35,89-93	16-25-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00935	0.288	No	15(MPP)	0.200	21-25,76-80	1-11-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00940	0.000	No	15(MPP)	0.067		9-18-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00950	0.006	No	31(MPP)	0.065		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00960	0.005	No	60(MPP)	0.083	75-79	20-30-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00970	0.000	No	55(MPP)	-0.091	87-91	15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00980	0.000	No	61(MPP)	0.000		15-24-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC00990	0.982	Yes	31(MPP), 32(Icp55)	0.194	2-6,20-24	7-16-high	-	-	-	-	-	6-11	-	-	-	5-10	-	1-6	-	-
CNC01000	0.000	No	71(MPP)	-0.282		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01010	0.000	No	27(MPP)	0.000	8-12,47-51	7-16-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01030	0.182	No	27(MPP)	0.111		18-29-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01040	0.000	No	12(MPP)	0.000		10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01050	0.000	No	64(MPP)	0.000	75-79	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01060	0.009	No	7(MPP)	0.571	78-82	19-28-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01070	0.978	Yes	25(MPP), 26(Icp55)	0.200	6-10	4-13-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01080	0.000	No	46(MPP), 47(Icp55)	0.000	13-17	10-19-high	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01090	0.929	Yes	23(MPP), 31(Oct1)	0.217	85-89	17-26-high	-	-	-	-	-	5-10	-	-	-	-	-	-	-	-
CNC01100	0.963	Yes	19(MPP), 20(Icp55)	0.211	12-16	13-22-high	-	-	-	-	-	-	-	-	15-20	-	-	-	-	-
CNC01110	0.000	No	35(MPP)	-0.114		12-21-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CNC01130	0.000	No	8(MPP)	-0.250		4-13-low	-	-	-	-	-	-	-	-	-	-	-	-	-	-
